DISC-4228	BLD-DISC-42-01	Fuzz	Honey Baby Crying
DISC-4229	BLD-DISC-42-01	Fuzz	Honey Special Fuzz
DISC-4230	BLD-DISC-42-01	Wah-Volume	Honey HA-9P Super Effect
DISC-4231	BLD-DISC-42-01	Multi Effect	Honey Psychedelic Machine
DISC-4232	BLD-DISC-42-02	Fuzz-Wah	Sekova 6-Tr Fuzz-Wah
DISC-4233	BLD-DISC-42-02	Fuzz	Sekova Model No. 59 Distortion Box
DISC-4234	BLD-DISC-42-02	Multi Effect	Sekova Model No. 89 Super Effect
DISC-4235	BLD-DISC-42-02	Fuzz	Sekova Model No. 99 Deluxe Alternado Fuzz Tone Expander Unit
DISC-4236	BLD-DISC-42-02	Octaver	Sekova Octave Box
DISC-4237	BLD-DISC-42-02	Boost	Sekova SE-2001 Power Booster
DISC-4238	BLD-DISC-42-02	Boost	Sekova SE-2002 Power Booster
DISC-4239	BLD-DISC-42-02	Boost	Sekova SE-2003 Bizzy Bass Booster
DISC-4240	BLD-DISC-42-02	Boost	Sekova SE-2005 Tinny Treble Booster
DISC-4241	BLD-DISC-42-02	Boost	Sekova SE-2006 Tinny Treble Booster
DISC-4242	BLD-DISC-42-02	Boost	Sekova SE-2007 Microphone Booster
DISC-4243	BLD-DISC-42-02	Fuzz	Sekova SE-2008 Frizzy Fuzz
DISC-4244	BLD-DISC-42-02	Fuzz	Sekova SE-2009 Frizzy Fuzz
DISC-4245	BLD-DISC-42-02	Boost	Sekova SE-2011 Bass Booster
DISC-4246	BLD-DISC-42-02	Boost	Sekova SE-2012 Treble Booster
DISC-4247	BLD-DISC-42-02	Boost	Sekova SE-2013 Power Booster
DISC-4248	BLD-DISC-42-02	Fuzz	Sekova SE-2014 Fuzz
DISC-4249	BLD-DISC-42-02	Fuzz	Sekova SE-2015 Big Muff
DISC-4250	BLD-DISC-42-02	Modulation	Sekova Sweep PH-II Phase Shifter
DISC-4251	BLD-DISC-42-02	Wah	Sekova Wah Wah
DISC-4252	BLD-DISC-42-03	Wah	Greco Blubber Crying Baby Machine
DISC-4253	BLD-DISC-42-03	Wah	Greco Crier
DISC-4254	BLD-DISC-42-03	Wah	Greco Cry-Tone
DISC-4255	BLD-DISC-42-03	Fuzz-Wah	Greco Double Sound
DISC-4256	BLD-DISC-42-03	Multi Effect	Greco HA-9P Super Effect
DISC-4257	BLD-DISC-42-03	Wah-Volume	Greco Mr. Crier
DISC-4258	BLD-DISC-42-03	Fuzz	Greco no. 35 Haztone - Fuzz Booster
DISC-4259	BLD-DISC-42-03	Modulation	Greco PT-900 Phase Tone
DISC-4260	BLD-DISC-42-03	Modulation	Greco PT-950 Pedal Phaser
DISC-4261	BLD-DISC-42-03	Fuzz	Greco SD-100 Fuzz
DISC-4262	BLD-DISC-42-04	Delay	Pearl AD-08 Analog Delay
DISC-4263	BLD-DISC-42-04	Modulation	Pearl CH-02 Chorus
DISC-4264	BLD-DISC-42-04	Compressor	Pearl CO-04 Compressor
DISC-4265	BLD-DISC-42-04	Distortion	Pearl DS-06 Distortion
DISC-4266	BLD-DISC-42-04	Modulation	Pearl FG-01 Flanger
DISC-4267	BLD-DISC-42-04	Equalizer	Pearl GE-09 9 Band Graphic EQ
DISC-4268	BLD-DISC-42-04	Octaver	Pearl OC-07 Octaver
DISC-4269	BLD-DISC-42-04	Overdrive	Pearl OD-05 Overdrive
DISC-4270	BLD-DISC-42-04	Equalizer	Pearl PE-10 Dual Band Parametric Equalizer
DISC-4271	BLD-DISC-42-04	Modulation	Pearl PH-03 Phaser
DISC-4272	BLD-DISC-42-04	Utility	Pearl SU-19 Stereo Noise Suppressor
DISC-4273	BLD-DISC-42-04	Other	Pearl TH-20 Thriller
DISC-4274	BLD-DISC-42-04	Delay	Pearl AD-33 Analog Delay
DISC-4275	BLD-DISC-42-04	Modulation	Pearl CE-22 Chorus Ensemble
DISC-4276	BLD-DISC-42-04	Modulation	Pearl PH-44 Phaser
DISC-4277	BLD-DISC-42-05	Fuzz	Ideal Fuzz Master
