DISC-0297	BLD-DISC-SCHALLER-01	Fuzz-Sustain	Schaller Fuzz-Sustain
DISC-0298	BLD-DISC-HOFNER-01	Fuzz-Sustain	Höfner Fuzz-Sustain
DISC-0299	BLD-DISC-ALLSOUND-01	Fuzz-Sustain	Allsound SC-30 Fuzz-Sustain
DISC-0300	BLD-DISC-KENT-01	Fuzz-Wah	Kent 6406 The Angry Fuzz
DISC-0301	BLD-DISC-SCHALLER-01	Fuzz-Wah	Schaller Wha-Wha-Fuzz
DISC-0302	BLD-DISC-HOFNER-01	Fuzz-Wah	Höfner Wha-Wha-Fuzz
DISC-0303	BLD-DISC-JEN-01	Fuzz	Jen Jumbo Fuzz
DISC-0304	BLD-DISC-UNICORD-01	Fuzz	Unicord Jumbo Fuzz
DISC-0305	BLD-DISC-JEN-01	Fuzz	Jen Fuzzola
DISC-0306	BLD-DISC-DALLAS-ARBITER-01	Fuzz	Dallas-Arbiter Jumbo Fuzz
DISC-0307	BLD-DISC-ROADRUNNER-01	Fuzz	Roadrunner Supersonic Fuzz
DISC-0308	BLD-DISC-SEARS-01	Fuzz	Sears Model #1481 Fuzz & Wah & Volume Control Pedal
DISC-0309	BLD-DISC-GENERAL-GUITAR-GADGETS-01	Fuzz	General Guitar Gadgets Shin-Ei Companion Fuzz Replica
DISC-0310	BLD-DISC-WATTSON-01	Fuzz	Wattson Classic Electronics Gemini
DISC-0311	BLD-DISC-SQUIRREL-01	Fuzz	Squirrel Audio Fuzzy Squirrel
DISC-0312	BLD-DISC-ANASOUNDS-01	Fuzz	AnaSounds Feed Me - Fuzz
