MOD-0504	BOSS	DA-2 Adaptive Distortion	Original	2013	Distortion	Adaptive distortion introduced in the 2013 BOSS compact expansion.	VERIFIED	https://www.effectsdatabase.com/updates/weekly/20130128	Distinct digital MDP-era model.
MOD-0505	BOSS	MO-2 Multi Overtone	Original	2013	Harmonic distortion	Harmonic overtone pedal from the 2013 compact series.	RESEARCH	https://www.effectsdatabase.com/updates/weekly/20130128	Distinct digital model.
MOD-0506	Budda	ZenMan OD/Boost	Original	2013	Overdrive / boost	Dual-role overdrive/boost from Budda's 2013 field.	RESEARCH	https://www.effectsdatabase.com/updates/weekly/20130128	Discovery evidence only.
MOD-0507	BBE	G Screamer	Original	2013	Overdrive	Gus G signature overdrive in BBE's 2013 field.	RESEARCH	https://www.effectsdatabase.com/updates/weekly/20130128	Artist association retained.
MOD-0508	BBE	Windowpane	Original	2013	Fuzz	Silicon fuzz model documented in 2013 new-product coverage.	RESEARCH	https://www.effectsdatabase.com/updates/weekly/20130128	Keep distinct from later BBE fuzz records.
MOD-0509	Vox	Trike Fuzz	Original	2013	Octave fuzz	Tone Garage octave fuzz unveiled at Summer NAMM 2013.	VERIFIED	https://www.musicradar.com/news/guitars/summer-namm-2013-vox-unveils-tone-garage-series-of-pedals-580023	One of five Tone Garage models.
MOD-0510	Vox	Flat 4 Boost	Original	2013	Boost	Hi-Volt tube boost in the Tone Garage series.	VERIFIED	https://www.musicradar.com/news/guitars/summer-namm-2013-vox-unveils-tone-garage-series-of-pedals-580023	Distinct tube/boost specimen.
MOD-0511	Vox	Straight 6 Overdrive	Original	2013	Overdrive	Hi-Volt 12AX7 overdrive in the Tone Garage series.	VERIFIED	https://www.musicradar.com/news/guitars/summer-namm-2013-vox-unveils-tone-garage-series-of-pedals-580023	Distinct tube/drive specimen.
MOD-0512	Vox	V8 Distortion	Original	2013	Distortion	Hi-Volt 12AX7 distortion in the Tone Garage series.	VERIFIED	https://www.musicradar.com/news/guitars/summer-namm-2013-vox-unveils-tone-garage-series-of-pedals-580023	Distinct tube/distortion specimen.
MOD-0513	Skreddy Pedals	Hybrid Fuzz Driver	Original	2013	Fuzz / overdrive	Flexible fuzz/drive inspired by Tone Bender and Supro territory.	RESEARCH	https://pdfcoffee.com/premier-guitar-volume-18-issue-9-september-2013-pdf-free.html	Contemporary trade coverage.
MOD-0514	ZVEX	Fuzzolo	Original	2013	Fuzz	Compact fuzz model appearing in 2013 trade coverage.	RESEARCH	https://pdfcoffee.com/premier-guitar-volume-18-issue-9-september-2013-pdf-free.html	Preserve compact enclosure identity.
MOD-0515	ZVEX	Fuzz Factory 7	Limited Edition	2013	Fuzz	Limited multi-transistor Fuzz Factory edition documented in 2013 trade coverage.	RESEARCH	https://pdfcoffee.com/premier-guitar-volume-18-issue-9-september-2013-pdf-free.html	Edition state retained.
MOD-0516	Catalinbread	Dirty Little Secret	Variant	2013	Overdrive	Marshall amp-style drive in the established Dirty Little Secret family.	RESEARCH	https://catalinbread.com/products/dirty-little-secret	Family continuity preserved.
MOD-0517	EarthQuaker Devices	Hoof Reaper	Reissue	2013	Fuzz	Semi-permanent reintroduction of the 2010 limited Hoof Reaper concept.	VERIFIED	https://www.earthquakerdevices.com/hoof-reaper	Historical bridge from 2010 limited run.
