MOD-0532	BOSS	DS-1-4A	Original	2011	Distortion	2011-era BOSS compact distortion catalog state retained as a historical product record.	RESEARCH	https://www.effectsdatabase.com/events/namm/2011	Exact regional/model suffix requires later reconciliation.
MOD-0533	Akai	Tri-Mode Overdrive	Original	2011	Overdrive	Analog Custom Shop overdrive with three modes.	VERIFIED	https://www.musicradar.com/news/guitars/the-10-best-guitar-tech-products-of-namm-2011-360967	NAMM 2011 anchor.
MOD-0534	Akai	Tri-Mode Fuzz	Original	2011	Fuzz	Tri-mode fuzz from the Analog Custom Shop line.	RESEARCH	https://www.effectsdatabase.com/events/namm/2011	Early stainless enclosure clue.
MOD-0535	Akai	Tri-Mode Distortion	Original	2011	Distortion	Tri-mode distortion from Akai's Analog Custom Shop.	RESEARCH	https://www.effectsdatabase.com/events/namm/2011	Separate product.
MOD-0536	Wampler Pedals	Ecstasy Overdrive	Original	2011	Overdrive	Flexible Wampler overdrive documented in the 2010-11 era.	RESEARCH	https://www.effectsdatabase.com/model/wampler/ecstasydrive	Contemporary demo chronology.
MOD-0537	Fulltone	'69 MkII	MkII	2011	Fuzz	Updated Germanium '69 fuzz with Input, Contour and internal bias adjustment.	VERIFIED	https://www.effectsdatabase.com/model/fulltone/69/mk2	Strong variant evidence.
MOD-0538	MXR	Custom Badass '78 Distortion	Original	2011	Distortion	Hot-rodded distortion in MXR's Custom Badass line.	RESEARCH	https://www.guitarrista.com/drupal/noticias/namm-2012/namm-2012-listado-de-nuevos-efectos	Early catalog lineage.
MOD-0539	MXR	Classic Overdrive M-66	Original	2011	Overdrive	Compact MXR overdrive.	RESEARCH	https://www.effectsbay.com/2011/01/ultimate-overdrive-pedal-shootout-new-klon-premier/	Model number is identity field.
MOD-0540	Catalinbread	SFT	Original	2011	Overdrive / distortion	Foundational Catalinbread amp-style drive model.	RESEARCH	https://www.effectsdatabase.com/model/catalinbread/sft	Family continuity.
MOD-0541	Wampler Pedals	Plexi Drive	Original	2011	Overdrive	Marshall-style amp-in-a-box overdrive.	RESEARCH	https://www.wamplerpedals.com/downloads/	Separate from later Deluxe.
MOD-0542	Wampler Pedals	Black '65	Original	2011	Overdrive	Blackface amp-style overdrive released in 2010 and active in 2011-era catalogs.	VERIFIED	https://www.premierguitar.com/wampler-pedals-releases-black-65-overdrive-pedal	2010 release anchor.
MOD-0543	Wampler Pedals	Hot Wired	Original	2011	Overdrive	Brad Paisley-associated Wampler overdrive platform.	RESEARCH	https://www.wamplerpedals.com/products/distortion-overdrive/brad-paisley-paisley-drive/	Artist lineage preserved.
