DISC-4164	BLD-DISC-41-01	Other	Ace Tone EC-1 Echo Chamber
DISC-4165	BLD-DISC-41-01	Other	Ace Tone EC-10 Professional Echo - Echo Chamber
DISC-4166	BLD-DISC-41-01	Other	Ace Tone EC-20 Echo Chamber
DISC-4167	BLD-DISC-41-01	Other	Ace Tone EXP-4 Expander
DISC-4168	BLD-DISC-41-01	Fuzz	Ace Tone FM-1 Fuzz Master
DISC-4169	BLD-DISC-41-01	Fuzz	Ace Tone FM-2 Fuzz Master
DISC-4170	BLD-DISC-41-01	Fuzz	Ace Tone FM-3 Fuzz Master
DISC-4171	BLD-DISC-41-01	Fuzz-Wah	Ace Tone FW-1 Twin Ace
DISC-4172	BLD-DISC-41-01	Modulation	Ace Tone LH-100 Stereo Phasor
DISC-4173	BLD-DISC-41-01	Equalizer	Ace Tone QH-100 Graphic Equalizer
DISC-4174	BLD-DISC-41-01	Wah	Ace Tone WM-1 Wah Master
DISC-4175	BLD-DISC-41-02	Fuzz	Dazatronyx Class A Germanium Amplifier
DISC-4176	BLD-DISC-41-02	Utility	Dazatronyx Effects Loop
DISC-4177	BLD-DISC-41-02	Boost	Dazatronyx Fetish Booster
DISC-4178	BLD-DISC-41-02	Utility	Dazatronyx Fetish Buffer
DISC-4179	BLD-DISC-41-02	Fuzz	Dazatronyx Germanium Fuzz
DISC-4180	BLD-DISC-41-02	Modulation	Dazatronyx Optical Tremolo
DISC-4181	BLD-DISC-41-02	Overdrive	Dazatronyx Professor Boogie
DISC-4182	BLD-DISC-41-02	Modulation	Dazatronyx Stereo Panning Optical Tremolo
DISC-4183	BLD-DISC-41-02	Distortion	Dazatronyx THD Metal Distortion & Hybrid Germanium Fuzz
DISC-4184	BLD-DISC-41-02	Fuzz	Dazatronyx Tsuchi Fuzz
DISC-4185	BLD-DISC-41-02	Overdrive	Dazatronyx TSX Overdrive
DISC-4186	BLD-DISC-41-03	Fuzz	L.A.L. 45 Yongo Shiki Kebadate Hizumaseki Super Fuzz
DISC-4187	BLD-DISC-41-03	Fuzz	L.A.L. 46 Yontuku Shiki Kebadate Hizumaseki Sooper Fuzz
DISC-4188	BLD-DISC-41-03	Fuzz	L.A.L. 86 Hachiroku Shiki Kebadate Hizumaseki Oscillo Fuzz
DISC-4189	BLD-DISC-41-03	Fuzz	L.A.L. 87 Hachinana Shiki Kebadate Hizumaseki Moduloscillo Fuzz
DISC-4190	BLD-DISC-41-03	Fuzz	L.A.L. 88 Hachihachi Shiki Kebadate Hizumaseki Super Oscillo Fuzz
DISC-4191	BLD-DISC-41-03	Boost	L.A.L. AN Angel Ring - Clean Boost
DISC-4192	BLD-DISC-41-03	Other	L.A.L. AX Tone Axe - Frequency Divider + Manual Jetlizer & Fuzz w/ Gate
DISC-4193	BLD-DISC-41-03	Filter	L.A.L. CP Cyber Psychic Parametric Oscillo Filter
DISC-4194	BLD-DISC-41-03	Distortion	L.A.L. DV Devil Tail - Deathtortion
DISC-4195	BLD-DISC-41-03	Fuzz	L.A.L. GM Green Monster Septic Fuzz
DISC-4196	BLD-DISC-41-03	Fuzz	L.A.L. GM2 Green Monster Septic Fuzz
