DISC-0237	BLD-DISC-1969-01	Fuzz	1969 Effects Bone Blender
DISC-0238	BLD-DISC-1969-01	Fuzz	1969 Effects Scarlet Storm
DISC-0239	BLD-DISC-UNKNOWN-USA-01	Fuzz	Orbit Fuzz Tone
DISC-0240	BLD-DISC-PROTRAFFIC-01	Fuzz	Pro'Traffic Fuzz Unit
DISC-0241	BLD-DISC-KLINGER-01	Fuzz	Klinger Custom Pedals Jimi Fuzz
DISC-0242	BLD-DISC-BIGJOHN-01	Fuzz	Big John Hairy Balls
DISC-0243	BLD-DISC-AUL-01	Fuzz	Aul Instruments Fuzz
DISC-0244	BLD-DISC-MGI-01	Fuzz	MGI Fuzz
DISC-0245	BLD-DISC-VINTAGETECH-01	Fuzz	Vintage Technology Banana Fuzz
DISC-0246	BLD-DISC-SUNHAUS-01	Fuzz	Sunhaus Djandek - Geological Fuzz
