DISC-1000	BLD-DISC-BJFE-01	Fuzz	BJFE Arctic White Fuzz	2023 census lead	Fuzz	BJFE catalog identity; variants/years require deeper primary-source mapping	DISCOVERY	https://www.bjfe.jp/collections/other	BJFE forum ancestry lists Arctic White Fuzz as an evolved family node.
DISC-1001	BLD-DISC-BJFE-01	Overdrive	BJFE Baby Blue Overdrive	2023 census lead	Overdrive	BJFE flagship family node; One Control documents a related Baby Blue OD reconstruction	VERIFIED	https://www.onecontrol.jp/en/pages/bjfe-series-summary	Potential lineage bridge to One Control Baby Blue OD.
DISC-1002	BLD-DISC-BJFE-01	Fuzz	BJFE Bone Bender MkI	2023 census lead	Fuzz	Bone Bender family includes at least MkI and MkII catalog names	DISCOVERY	https://bjornjuhl.com/forum/viewtopic.php-f%3D6%26t%3D1555.html	Treat MkI/MkII as separate variants until chronology is confirmed.
DISC-1003	BLD-DISC-BJFE-01	Fuzz	BJFE Bone Bender MkII	2023 census lead	Fuzz	Bone Bender family includes at least MkI and MkII catalog names	DISCOVERY	https://bjornjuhl.com/forum/viewtopic.php-f%3D6%26t%3D1555.html	Do not infer circuit change from MkII naming alone.
DISC-1004	BLD-DISC-BJFE-01	Distortion	BJFE Dyna Red Distortion	2023 census lead	Distortion	BJFE core distortion family; One Control later rebuilt version exposes an additional Presence control	VERIFIED	https://www.onecontrol.jp/en/pages/bjfe-series-summary	Useful manufacturing-family comparison with One Control Dyna Red Distortion 4K.
DISC-1005	BLD-DISC-BJFE-01	Overdrive	BJFE Honey Bee Overdrive	2023 census lead	Overdrive	BJFE flagship OD family; current BJFE catalog includes Honey Bee OD Anniversary	VERIFIED	https://www.bjfe.jp/collections/other	Anniversary edition must remain separate from core Honey Bee generation.
DISC-1006	BLD-DISC-BJFE-01	Overdrive	BJFE Little Green Wonder Overdrive	2023 census lead	Overdrive	Established BJFE product family; historical ancestry source connects Little Green Wonder to Tri Color lineage	VERIFIED	https://bjornjuhl.com/forum/viewtopic.php-f%3D6%26t%3D2261.html	Lineage evidence exists, but exact production phases need separate research.
DISC-1007	BLD-DISC-BJFE-01	Overdrive	BJFE Model G	2023 census lead	Overdrive	Documented BJFE model family member	DISCOVERY	https://bjornjuhl.com/forum/viewtopic.php-f%3D6%26t%3D1555.html	Builder-level existence verified; product-level detail pending.
DISC-1008	BLD-DISC-BJFE-01	Overdrive	BJFE Model H	2023 census lead	Overdrive	Documented BJFE model family member	DISCOVERY	https://bjornjuhl.com/forum/viewtopic.php-f%3D6%26t%3D1555.html	Builder-level existence verified; product-level detail pending.
DISC-1009	BLD-DISC-BJFE-01	Overdrive/Distortion	BJFE Payphone Green Overdrive Distortion	2023 census lead	Hybrid dirt	Documented BJFE hybrid OD/distortion family member	DISCOVERY	https://bjornjuhl.com/forum/viewtopic.php-f%3D6%26t%3D1555.html	Hybrid category retained until archive taxonomy decides whether to cross-list.
DISC-1010	BLD-DISC-BJFE-01	Fuzz	BJFE Sparkle Face	2023 census lead	Fuzz	Documented BJFE fuzz family member	DISCOVERY	https://bjornjuhl.com/forum/viewtopic.php-f%3D6%26t%3D1555.html	Product-level chronology pending.
DISC-1011	BLD-DISC-MJM-01	Fuzz	MJM London Fuzz Germanium	2023 census lead	Fuzz	Germanium London Fuzz; maker documents temperature sensitivity and an optional bias version	VERIFIED	https://mjmguitarfx.com/faq-warranty/	Positive-ground/bias behavior is useful technical identity metadata when safely documented.
DISC-1012	BLD-DISC-MJM-01	Fuzz	MJM London Fuzz II Silicon	2023 census lead	Fuzz	Silicon branch distinct from Germanium London Fuzz	DISCOVERY	https://mjmguitarfx.com/	Preserve transistor-family distinction without treating it as a generation automatically.
DISC-1013	BLD-DISC-MJM-01	Overdrive	MJM Blues Devil	2023 census lead	Overdrive	MJM overdrive product family	DISCOVERY	https://mjmguitarfx.com/	Product-level controls/variants pending.
DISC-1014	BLD-DISC-MJM-01	Fuzz	MJM Brit Bender	2023 census lead	Fuzz	Two-knob Original and three-knob Brit Bender records indicate at least two external configurations	DISCOVERY	https://mjmguitarfx.com/	External knob count should become a key identification field once chronology is sourced.
DISC-1015	BLD-DISC-MJM-01	Fuzz	MJM Roctavios	2023 census lead	Octave fuzz	Documented octave-fuzz product	DISCOVERY	https://mjmguitarfx.com/	Product-level controls/variants pending.
DISC-1016	BLD-DISC-DMB-01	Overdrive	DMB Pedals Americana	2023 census lead	Overdrive	DMB original product range member	DISCOVERY	https://effectsdatabase.com/	Builder/product existence captured; primary product documentation needed.
DISC-1017	BLD-DISC-DMB-01	Fuzz	DMB Pedals Bumble Bass Fuzz	2023 census lead	Fuzz	DMB original bass-oriented fuzz product	DISCOVERY	https://effectsdatabase.com/	Preserve bass-targeted identity as metadata.
DISC-1018	BLD-DISC-DMB-01	Overdrive	DMB Pedals Foxy Pirate	2023 census lead	Overdrive	DMB original overdrive product	DISCOVERY	https://effectsdatabase.com/	Product-level controls/variants pending.
DISC-1019	BLD-DISC-DMB-01	Overdrive	DMB Pedals Stellar Drive	2023 census lead	Overdrive	DMB original overdrive product	DISCOVERY	https://effectsdatabase.com/	Product-level controls/variants pending.
