MOD-0489	BOSS	OD-1X Overdrive	Special Edition	2014	Overdrive	MDP-powered special-edition overdrive announced January 2014 and released in March 2014.	VERIFIED	https://www.boss.info/us/whats_new/press_releases/2014/1772/	Keep as a distinct digital-era BOSS design, not an OD-1 circuit generation.
MOD-0490	BOSS	DS-1X Distortion	Special Edition	2014	Distortion	MDP-powered special-edition distortion announced with OD-1X in January 2014.	VERIFIED	https://www.boss.info/us/whats_new/press_releases/2014/1772/	External chrome control plate is a useful specimen clue.
MOD-0491	BOSS	SD-1W Super OverDrive	Waza Craft	2014	Overdrive	First-generation Waza Craft SD-1 with Standard and Custom modes and revised analog circuitry.	VERIFIED	https://www.boss.info/us/whats_new/press_releases/2014/1820/	Waza Craft launch state documented July 2014.
MOD-0492	BOSS	BD-2W Blues Driver	Waza Craft	2014	Overdrive	Waza Craft Blues Driver with Standard and Custom modes.	VERIFIED	https://www.boss.info/us/whats_new/press_releases/2014/1820/	Preserve as separate production edition.
MOD-0493	EarthQuaker Devices	Terminal Fuzz	Original	2014	Fuzz	Destructive fuzz based on JAX/Companion fuzz territory with expanded gain, voice, treble and volume controls.	VERIFIED	https://www.guitarworld.com/gear/namm-2014-earthquaker-devices-introduces-terminal-fuzz-pedal	Release date documented as February 2014.
MOD-0494	Catalinbread	Karma Suture	Original	2014	Fuzz / distortion	Harmonic fuzz/distortion added in NAMM 2014 coverage.	RESEARCH	https://www.effectsdatabase.com/events/namm/2014	Keep exact launch year provisional.
MOD-0495	Electro-Harmonix	Soul Food	Original	2014	Overdrive	Compact transparent-style overdrive added to EHX's drive line.	VERIFIED	https://www.musicradar.com/news/guitars/namm-2014-electro-harmonix-rolls-out-full-2014-line-up-591841	2014 line-up source provides chronology anchor.
MOD-0496	Electro-Harmonix	Satisfaction Fuzz	Original	2014	Fuzz	Compact two-control fuzz introduced in EHX's 2014 line-up.	VERIFIED	https://www.musicradar.com/news/guitars/namm-2014-electro-harmonix-rolls-out-full-2014-line-up-591841	Preserve compact nano enclosure as identification clue.
MOD-0497	Electro-Harmonix	Lumberjack	Original	2014	Overdrive	Logarithmic-response overdrive with unusual dynamic progression and boost control.	VERIFIED	https://www.musicradar.com/news/guitars/namm-2014-electro-harmonix-rolls-out-full-2014-line-up-591841	Unique control concept aids identification.
MOD-0498	Electro-Harmonix	Tortion	Original	2014	Overdrive / distortion	JFET-based flagship overdrive/distortion with boost, pre-gain selector and three-band EQ.	VERIFIED	https://www.musicradar.com/news/guitars/namm-2014-electro-harmonix-rolls-out-full-2014-line-up-591841	Retain preamp/XLR functionality as specimen clue.
MOD-0499	Amptweaker	BigRock Pro	Original	2014	Distortion	High-gain distortion platform in Amptweaker's heavy-gain family.	RESEARCH	https://www.effectsdatabase.com/events/namm/2014	NAMM 2014 discovery source.
MOD-0500	Black Arts Toneworks	Pharaoh Supreme	Supreme	2014	Fuzz	Expanded Pharaoh family state.	RESEARCH	https://www.effectsdatabase.com/events/namm/2014	Preserve Supreme separately from base Pharaoh.
MOD-0501	Egnater	Goldsmith	Original	2014	Distortion	Amp-oriented distortion pedal from Egnater's 2014 pedal group.	RESEARCH	https://www.effectsdatabase.com/events/namm/2014	Secondary chronology.
MOD-0502	Egnater	Silversmith	Original	2014	Distortion	Heavy-gain distortion pedal in Egnater's 2014 expansion.	RESEARCH	https://www.effectsdatabase.com/events/namm/2014	Secondary chronology.
MOD-0503	Egnater	Black Metal	Original	2014	Distortion	Metal-focused distortion pedal from Egnater's 2014 group.	RESEARCH	https://www.effectsdatabase.com/events/namm/2014	Secondary chronology.
