DISC-0131	BLD-0016	Overdrive	Stomp Under Foot Serenity Overdrive
DISC-0132	BLD-0016	Fuzz	Stomp Under Foot Silver Foxx
DISC-0133	BLD-0016	Fuzz	Stomp Under Foot Skinner Box
DISC-0134	BLD-0016	Fuzz	Stomp Under Foot Son Of A Bee
DISC-0135	BLD-0016	Fuzz	Stomp Under Foot Sonic Generator
DISC-0136	BLD-0016	Fuzz	Stomp Under Foot Sonic Warfare
DISC-0137	BLD-0016	Fuzz	Stomp Under Foot Supa Dirty Rooster
DISC-0138	BLD-0016	Fuzz	Stomp Under Foot The Shag MkII - Germanium Tone Bender
DISC-0139	BLD-0016	Fuzz	Stomp Under Foot The Shag MkIII - Tone Bender
DISC-0140	BLD-0016	Fuzz	Stomp Under Foot Vintage Pumpkin Pi
DISC-0141	BLD-0016	Fuzz	Stomp Under Foot Windhand Fuzz
DISC-0142	BLD-0016	Fuzz	Stomp Under Foot 1971 Triangle Big Muff
DISC-0143	BLD-0016	Fuzz	Stomp Under Foot 1973 Ram's Head Big Muff
DISC-0144	BLD-0016	Fuzz	Stomp Under Foot 2247 Ram's Head Big Muff
DISC-0145	BLD-0016	Fuzz	Stomp Under Foot Astoria - David Gilmour Style Muff
DISC-0146	BLD-0016	Fuzz	Stomp Under Foot Civil War Big Muff
DISC-0147	BLD-0016	Fuzz	Stomp Under Foot Creator
DISC-0148	BLD-0016	Fuzz	Stomp Under Foot Foxey Lady
DISC-0149	BLD-0016	Fuzz	Stomp Under Foot Green Russian Muff
DISC-0150	BLD-0016	Fuzz	Stomp Under Foot Modified Muff
DISC-0151	BLD-0016	Fuzz	Stomp Under Foot Op Amp Big Muff
DISC-0152	BLD-0016	Fuzz	Stomp Under Foot Pumpkin Pi
DISC-0153	BLD-0016	Fuzz	Stomp Under Foot Ram's Head Big Muff
DISC-0154	BLD-0016	Overdrive	Stomp Under Foot Red Army Overdrive
DISC-0155	BLD-0016	Fuzz	Stomp Under Foot Red Menace
DISC-0156	BLD-0016	Fuzz	Stomp Under Foot The Amherst '76 Ram's Head
DISC-0157	BLD-0016	Fuzz	Stomp Under Foot The PI
DISC-0158	BLD-0016	Overdrive	Stomp Under Foot Tri-Dirty Booster
DISC-0159	BLD-0016	Fuzz	Stomp Under Foot Tri-Muff
DISC-0160	BLD-0016	Fuzz	Stomp Under Foot Violet Menace
DISC-0161	BLD-0016	Fuzz	Stomp Under Foot Violet Ram's Head Big Muff
