DISC-1000	BLD-DISC-TPEDALS-01	Fuzz	T-Pedals BassTard Fuzz
DISC-1001	BLD-DISC-TPEDALS-01	Fuzz	T-Pedals Buggy Fuzz
DISC-1002	BLD-DISC-TPEDALS-01	Fuzz	T-Pedals Daytona Fuzz
DISC-1003	BLD-DISC-TPEDALS-01	Fuzz	T-Pedals Hi-Fuzz
DISC-1004	BLD-DISC-TPEDALS-01	Boost	T-Pedals Metak Boost
DISC-1005	BLD-DISC-TPEDALS-01	Fuzz	T-Pedals Metak Fuzztron
DISC-1006	BLD-DISC-TPEDALS-01	Boost	T-Pedals Nuke Booster
DISC-1007	BLD-DISC-TPEDALS-01	Boost	T-Pedals Overboost
DISC-1008	BLD-DISC-TPEDALS-01	Other	T-Pedals Strobot
DISC-1009	BLD-DISC-TPEDALS-01	Fuzz	T-Pedals Super Hoffman
DISC-1010	BLD-DISC-TPEDALS-01	Fuzz	T-Pedals T-Fuzz
DISC-1011	BLD-DISC-TPEDALS-01	Overdrive	T-Pedals Watt-Drive
DISC-1012	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals American Overdrive
DISC-1013	BLD-DISC-METALPEDALS-01	Boost	Metal Pedals Amp Blaster
DISC-1014	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals Big Rocker
DISC-1015	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Black Gravity
DISC-1016	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals Blue Crunch
DISC-1017	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Bomb Shell - Distortion
DISC-1018	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals Demon Drive
DISC-1019	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Dirty Bitch
DISC-1020	BLD-DISC-METALPEDALS-01	Fuzz	Metal Pedals Fuzstortion
DISC-1021	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Green Box
DISC-1022	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Hard Core - Distortion/Overdrive
DISC-1023	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Hard Core XXX - Distortion
DISC-1024	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals JH-3 Johnny Hiland signature Overdrive/Distortion
DISC-1025	BLD-DISC-METALPEDALS-01	Compressor	Metal Pedals LimCom Plus
DISC-1026	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals Mad Bull - Overdrive/Distortion
DISC-1027	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals Pro Country
DISC-1028	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals Pushover
DISC-1029	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals Raw Hide - Overdrive
DISC-1030	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Screaming Whore
DISC-1031	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Screaming Whore II
DISC-1032	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Snake Bite
DISC-1033	BLD-DISC-METALPEDALS-01	Overdrive	Metal Pedals The Rancher
DISC-1034	BLD-DISC-METALPEDALS-01	Boost	Metal Pedals Ultra-Boost
DISC-1035	BLD-DISC-METALPEDALS-01	Distortion	Metal Pedals Ultra-Man
DISC-1036	BLD-DISC-HEAVY-01	Other	Heavy Electronics Ascend
DISC-1037	BLD-DISC-HEAVY-01	Other	Heavy Electronics Descend
DISC-1038	BLD-DISC-HEAVY-01	Distortion	Heavy Electronics El Oso - Bass Distortion
DISC-1039	BLD-DISC-HEAVY-01	Fuzz	Heavy Electronics Grind Fuzz
DISC-1040	BLD-DISC-HEAVY-01	Distortion	Heavy Electronics Hwy-77
DISC-1041	BLD-DISC-HEAVY-01	Other	Heavy Electronics Push
DISC-1042	BLD-DISC-HEAVY-01	Other	Heavy Electronics Radio Havana
DISC-1043	BLD-DISC-HEAVY-01	Other	Heavy Electronics Red Eyes
DISC-1044	BLD-DISC-HEAVY-01	Other	Heavy Electronics Rodeo Loop
DISC-1045	BLD-DISC-HEAVY-01	Modulation	Heavy Electronics Saturn - Modulation Driver
DISC-1046	BLD-DISC-HEAVY-01	Distortion	Heavy Electronics Sonic Oppressor
