DISC-0900	BLD-DISC-BJFE-01	Fuzz	BJFE Arctic White Fuzz
DISC-0901	BLD-DISC-BJFE-01	Overdrive	BJFE Baby Blue Overdrive
DISC-0902	BLD-DISC-BJFE-01	Boost	BJFE Baby Pink Booster
DISC-0903	BLD-DISC-BJFE-01	Fuzz	BJFE Bone Bender MkI
DISC-0904	BLD-DISC-BJFE-01	Fuzz	BJFE Bone Bender MkII
DISC-0905	BLD-DISC-BJFE-01	Fuzz	BJFE Candy Apple Fuzz
DISC-0906	BLD-DISC-BJFE-01	Distortion	BJFE Dyna Red Distortion
DISC-0907	BLD-DISC-BJFE-01	Distortion	BJFE Emerald Green Distortion Machine
DISC-0908	BLD-DISC-BJFE-01	Fuzz	BJFE Face 109 Fuzz
DISC-0909	BLD-DISC-BJFE-01	Fuzz	BJFE Fuzz 68
DISC-0910	BLD-DISC-BJFE-01	Overdrive	BJFE Honey Bee Overdrive
DISC-0911	BLD-DISC-BJFE-01	Enhancer	BJFE Little Green Emphaser
DISC-0912	BLD-DISC-BJFE-01	Overdrive	BJFE Little Green Wonder Overdrive
DISC-0913	BLD-DISC-BJFE-01	Boost	BJFE Little Red Trebler
DISC-0914	BLD-DISC-BJFE-01	Vibe	BJFE Mint Green Mini Vibe
DISC-0915	BLD-DISC-BJFE-01	Overdrive	BJFE Model D
DISC-0916	BLD-DISC-BJFE-01	Overdrive	BJFE Model G
DISC-0917	BLD-DISC-BJFE-01	Overdrive	BJFE Model H
DISC-0918	BLD-DISC-BJFE-01	Overdrive	BJFE Model R
DISC-0919	BLD-DISC-BJFE-01	Compressor	BJFE Pale Green Compressor
DISC-0920	BLD-DISC-BJFE-01	Overdrive/Distortion	BJFE Payphone Green Overdrive Distortion
DISC-0921	BLD-DISC-BJFE-01	Compressor	BJFE Pine Green Compressor
DISC-0922	BLD-DISC-BJFE-01	Fuzz	BJFE Pink Purple Fuzz
DISC-0923	BLD-DISC-BJFE-01	Boost	BJFE Red Rooster Booster
DISC-0924	BLD-DISC-BJFE-01	EQ	BJFE Sea Blue EQ
DISC-0925	BLD-DISC-BJFE-01	Overdrive	BJFE Silver Lawn Overdrive
DISC-0926	BLD-DISC-BJFE-01	Fuzz	BJFE Snow White Fuzz
DISC-0927	BLD-DISC-BJFE-01	Fuzz	BJFE Sparkle Face
DISC-0928	BLD-DISC-BJFE-01	Fuzz	BJFE Square Wave
DISC-0929	BLD-DISC-BJFE-01	Filter	BJFE VCF
DISC-0930	BLD-DISC-GUILD-01	Fuzz	Guild (by Applied) Fuzz Box
DISC-0931	BLD-DISC-GUILD-01	Wah/Distortion	Guild (by Applied) FW-3 Distortion Wah Volume
DISC-0932	BLD-DISC-GUILD-01	Other	Guild (by Applied) SP-5 Siren and Surf & Turf Pedal
DISC-0933	BLD-DISC-GUILD-01	Boost	Guild (by Applied) Stinger Gain Pedal
DISC-0934	BLD-DISC-GUILD-01	Wah/Volume	Guild (by Applied) VW-1 Volume Wah
DISC-0935	BLD-DISC-GUILD-01	Overdrive	Guild (by Aria) MM-500 Tweedy Bird
DISC-0936	BLD-DISC-GUILD-01	Wah/Volume	Guild (by fOXX) VW-400 Wah & Volume
DISC-0937	BLD-DISC-GUILD-01	Fuzz	Guild (by Top Gear) Grizzly Fuzz
DISC-0938	BLD-DISC-GUILD-01	Distortion	Guild (by Top Gear) Roadrunner
DISC-0939	BLD-DISC-GUILD-01	Boost	Guild Brian May Power Booster
DISC-0940	BLD-DISC-GUILD-01	Boost	Guild Brian May Treble Booster
DISC-0941	BLD-DISC-GUILD-01	Fuzz	Guild Foxey Lady Distortion & Sustain Unit
DISC-0942	BLD-DISC-GUILD-01	Rotary	Guild RV-1 Rotoverb
DISC-0943	BLD-DISC-GUILD-01	Synth	Guild Timbre Generator
DISC-0944	BLD-DISC-GUILD-01	Fuzz	Guild Trioct
DISC-0945	BLD-DISC-MJM-01	Fuzz	MJM 2-Knob Brit Bender Original Fuzz
DISC-0946	BLD-DISC-MJM-01	Fuzz	MJM 3-Knob Brit Bender Fuzz
DISC-0947	BLD-DISC-MJM-01	Overdrive	MJM Blues Devil
DISC-0948	BLD-DISC-MJM-01	Fuzz	MJM China Fuzz
DISC-0949	BLD-DISC-MJM-01	Boost	MJM Dallas Boost
DISC-0950	BLD-DISC-MJM-01	Fuzz	MJM Foxey Fuzz
DISC-0951	BLD-DISC-MJM-01	Overdrive	MJM Luxora Overdrive
DISC-0952	BLD-DISC-MJM-01	Fuzz	MJM King Buzz
DISC-0953	BLD-DISC-MJM-01	Fuzz	MJM London Fuzz Germanium
DISC-0954	BLD-DISC-MJM-01	Fuzz	MJM London Fuzz II Silicon
DISC-0955	BLD-DISC-MJM-01	Overdrive	MJM Phantom Overdrive
DISC-0956	BLD-DISC-MJM-01	Boost	MJM RM Boost
DISC-0957	BLD-DISC-MJM-01	Octave Fuzz	MJM Roctavios
DISC-0958	BLD-DISC-MJM-01	Vibe	MJM Sixties Vibe
DISC-0959	BLD-DISC-MJM-01	Wah	MJM Ulysses Wah
DISC-0960	BLD-DISC-DMB-01	Overdrive	DMB Pedals Americana
DISC-0961	BLD-DISC-DMB-01	Fuzz	DMB Pedals Bumble Bass Fuzz
DISC-0962	BLD-DISC-DMB-01	Boost	DMB Pedals Cosmic Boost
DISC-0963	BLD-DISC-DMB-01	Boost	DMB Pedals Cosmic Crunch
DISC-0964	BLD-DISC-DMB-01	Overdrive	DMB Pedals Foxy Pirate
DISC-0965	BLD-DISC-DMB-01	Overdrive	DMB Pedals Lexi
DISC-0966	BLD-DISC-DMB-01	Looper	DMB Pedals Loopy
DISC-0967	BLD-DISC-DMB-01	Delay	DMB Pedals Lunar Echo
DISC-0968	BLD-DISC-DMB-01	Compressor	DMB Pedals Spankenstein Compressor
DISC-0969	BLD-DISC-DMB-01	Overdrive	DMB Pedals Stellar Drive
DISC-0970	BLD-DISC-DMB-01	Tap Tempo	DMB Pedals Tap That
DISC-0971	BLD-DISC-DMB-01	Utility	DMB Pedals The Volumizer
DISC-0972	BLD-DISC-DMB-01	Overdrive	DMB Pedals Tweakin Tweed
DISC-0973	BLD-DISC-DMB-01	Looper	DMB Pedals Union Jack Looper
DISC-0974	BLD-DISC-DMB-01	Fuzz	DMB Pedals Whiskey Bender
