DISC-3101	BLD-DISC-32-01	Fuzz	Klinger Custom Pedals MkI Fuzz
DISC-3102	BLD-DISC-32-01	Fuzz	Klinger Custom Pedals Bender MkII
DISC-3103	BLD-DISC-32-01	Fuzz	Klinger Custom Pedals Chroma Zone Fuzz
DISC-3104	BLD-DISC-32-01	Fuzz	Klinger Custom Pedals Buzz Fuzz
DISC-3105	BLD-DISC-32-01	Fuzz	Klinger Custom Pedals Jimi Fuzz
DISC-3106	BLD-DISC-32-01	Octave Fuzz	Klinger Custom Pedals Psychedelic Fuzz Machine
DISC-3107	BLD-DISC-32-01	Distortion	Klinger Custom Pedals Brown Sound
DISC-3108	BLD-DISC-32-01	Fuzz	Klinger Custom Pedals Fuzz/Boost
DISC-3110	BLD-DISC-32-02	Other	KMA Audio Machines AB/Y
DISC-3111	BLD-DISC-32-02	Modulation	KMA Audio Machines Astrospurt - Junction Gate Field-Effect Phaser
DISC-3112	BLD-DISC-32-02	Other	KMA Audio Machines Belfry - Buffer
DISC-3113	BLD-DISC-32-02	Distortion	KMA Audio Machines Chief Disrupter - Fundamental Fuzz/Distortion
DISC-3114	BLD-DISC-32-02	Modulation	KMA Audio Machines Cirrus - Spatial Temporal Modifier
DISC-3115	BLD-DISC-32-02	Fuzz	KMA Audio Machines Dead Stag
DISC-3116	BLD-DISC-32-02	Other	KMA Audio Machines Endgame - Duality Calibrator
DISC-3117	BLD-DISC-32-02	Fuzz	KMA Audio Machines Fuzzly Bear
DISC-3118	BLD-DISC-32-02	Distortion	KMA Audio Machines Guardian of the Wurm - Metal Distortion with Noise Gate
DISC-3119	BLD-DISC-32-02	Modulation	KMA Audio Machines Horizont - Interdimensional Multispatial JFET Phaser
DISC-3120	BLD-DISC-32-02	Overdrive	KMA Audio Machines Logan - Transcend Drive
DISC-3121	BLD-DISC-32-02	Octaver	KMA Audio Machines Mandrake - Octo-Shrieker
DISC-3122	BLD-DISC-32-02	Fuzz	KMA Audio Machines Minos - Germanium Fuzz
DISC-3123	BLD-DISC-32-02	Octave Fuzz	KMA Audio Machines Moai Maea
DISC-3124	BLD-DISC-32-02	Other	KMA Audio Machines Pylon - ATB Noise Gate
DISC-3125	BLD-DISC-32-02	Octaver	KMA Audio Machines Queequeg - Sub Generator
DISC-3126	BLD-DISC-32-02	Octaver	KMA Audio Machines Queequeg 2 - Sub Generator
DISC-3127	BLD-DISC-32-02	Other	KMA Audio Machines SAM - Supply Aid Machine
DISC-3128	BLD-DISC-32-02	Other	KMA Audio Machines Stereo AB/Y
DISC-3129	BLD-DISC-32-02	Boost	KMA Audio Machines Strokkur - Germanium Treble Booster
DISC-3130	BLD-DISC-32-02	Boost	KMA Audio Machines Sweet Sinner - Gemanium Treble Booster
DISC-3131	BLD-DISC-32-02	Filter	KMA Audio Machines Tyler - The Frequency Splitter
DISC-3132	BLD-DISC-32-02	Distortion	KMA Audio Machines Wurhm - Limited Edition HM Distortion
DISC-3133	BLD-DISC-32-02	Distortion	KMA Audio Machines Wurm - Distortion
DISC-3140	BLD-DISC-32-03	Distortion	Kittycaster FX Double Date
DISC-3141	BLD-DISC-32-03	Fuzz	Kittycaster FX Mohair Fuzztortion
DISC-3142	BLD-DISC-32-03	Boost	Kittycaster FX Meerkat - Wide Range Boost
DISC-3143	BLD-DISC-32-03	Fuzz	Kittycaster FX Kittyface BC183L Silicon
