MOD-0139	AC Noises	URLA	Original	2022-present	CMOS fuzz + dual resonant filter	Experimental pedal combining a CMOS fuzz with a synth-based dual resonant filter. Fuzz section provides Volume and Blend; filter adds Volume, Cutoff and Peak. Contemporary builder documentation identifies an analog jFET dry-blend stage and an MS-20-derived dual-filter concept.	VERIFIED	https://acnoises.com/products/urla-cmos-fuzz-dual-resonant-filter	The CMOS fuzz plus dual resonant-filter architecture, five-control layout and blend stage are strong external identifiers. AC Noises dates its origins to 2016 and identifies Andrea Ragusa and Claudia Bellotti as founders.
MOD-0140	Bardic Audio Devices	2 Stroke Beaver / Shelob's Lair	Original / Small Batch	2022	Op-amp Big Muff-style fuzz/distortion	Extended-range op-amp Muff with eight clipping options, five-band graphic EQ, clean blend and footswitchable HM-2-style EQ. Small batches were produced under both 2 Stroke Beaver and Shelob's Lair artwork; contemporary evidence states the two names share the same circuit identity.	VERIFIED	https://bardicaudiodevices.bigcartel.com/product/2-stroke-beaver	Do not create two product identities for 2 Stroke Beaver and Shelob's Lair. Preserve the artwork/name variation as a specimen or edition layer.
MOD-0141	Black Mass Electronics	Kill Chain	Original	2022-present	Fuzz / fuzz-tortion	Aggressive fuzz with a simple fixed-filter voicing and three-position low-frequency character. The center position is tighter and more distortion-like, the left adds low end for standard fuzz character, and the right delivers maximum low-end emphasis.	VERIFIED	https://blackmasselectronics.com/en-eu/products/kill-chain	The three-position voicing control, intentionally fixed filtering and simple control philosophy are strong identification markers. Contemporary release evidence dates the lineup introduction to October 2022.
MOD-0142	KMA Machines	Chief Disruptor	Original	2022-present	Muff-style fuzz/distortion	Feature-dense fuzz/distortion with Vintage, Tight and Heavy gain structures, pre/post clean blend, active Bass/Treble EQ, switchable parametric Mid EQ/boost, top-boost and expression input. KMA documentation dates the product through a December 2022 quick-start guide.	VERIFIED	https://kmamachines.com/machines/chief-disruptor/	Preserve the three gain structures, footswitchable parametric mid section, clean-blend placement switch and expression capability as external/function identifiers.
MOD-0143	EarthQuaker Devices	Special Cranker	Original	2022-present	Discrete overdrive / distortion enhancer	All-discrete analog medium-gain overdrive derived from the discontinued Speaker Cranker concept but expanded to Level, More and Tone with selectable germanium or silicon clipping. EQD's May 2022 video manual documents the product launch period and control behavior.	VERIFIED	https://www.youtube.com/watch?v=4LGhKfQ8IWs	Keep Speaker Cranker as predecessor lineage, not as the same product. The three-control layout, More control and Germanium/Silicon selector identify Special Cranker.
MOD-0144	Fjord Fuzz	Kvasir D882	Original / Collaboration	2022	Dynamic silicon Fuzz Face variant	Fuzz Face-derived fuzz developed from transistor experiments during Berserk development and associated with a collaboration involving Ruban Nielson. Uses D882 power transistors and three main controls: Volume, Bias and Thickness/EQ.	VERIFIED	https://www.guitarpedalx.com/news/the-fjord-fuzz-kvasir-d882-silicon-power-transistor-fuzz-is-a-uniquely-textured-fuzz-pretty-much-ideal-for-shoegaze	The D882 transistor choice, Bias/Thickness control set and collaboration lineage are high-value identification clues. Do not collapse it into the Berserk family despite shared development history.
MOD-0145	SolidGoldFX	76 MKII	MKII	2022-present	Silicon octave fuzz	Updated interpretation of the Univox/Standard Fuzz family using a JFET input and a quartet of Toshiba transistors, with octave bypass and separate Color and Texture tone controls. Current builder documentation identifies Montreal, Canada production and soft-touch relay bypass.	VERIFIED	https://solidgoldfx.com/collections/currently-active/products/76-mkii-fuzz	Preserve the MKII as a distinct production identity from the earlier 76. The JFET input, Toshiba transistor set, dual tone stacks and octave bypass are strong external markers.
MOD-0146	ThorpyFX	Boneyard Germanium Multi-Bender	Original	2022	Germanium multi-Bender fuzz	Compact multi-Bender using selected germanium transistors, with Level, Attack, Feed, Tone and a two-/three-transistor Mode plus separate tone-bypass and fuzz footswitches. Developed as an all-editions-in-one Tone Bender-style product.	VERIFIED	https://www.guitarpedalx.com/news/thorpyfx-masters-the-germanium-multi-bender-format-with-its-superbly-visceral-versatile-and-veritable-fuzz-factory-of-tone-benders---the-boneyard-fuzz	The two-/three-transistor mode and interactive Feed/Attack controls are strong identifiers. Preserve its multi-Bender family identity without treating individual target voicings as separate products.
MOD-0147	Wampler Pedals	Triumph Overdrive	Original	2022-present	Dual-voice overdrive	Collective Series overdrive based around Bad Monkey and Boss SD-1 influences, with Volume, Gain, Bass, Mids and Treble plus Smooth/Punch voicing. Wampler announced the Collective Series in December 2022 at a $99 price point.	VERIFIED	https://www.wamplerpedals.com/products/distortion-overdrive/triumph/	The Collective Series identity, five-control layout and Smooth/Punch switch are strong specimen clues. Preserve the Bad Monkey/SD-1 lineage as design influence rather than direct product identity.
MOD-0148	Wampler Pedals	Phenom Distortion	Original	2022-present	JFET high-gain distortion	Collective Series distortion built from multiple JFET gain stages rather than op-amp/clipping-diode stages. Wampler introduced it alongside Triumph in December 2022, describing it as a ground-up design with an old-5150-style tonal direction.	VERIFIED	https://www.wamplerpedals.com/products/distortion-overdrive/phenom/	The five-control layout, JFET gain-stage architecture and Collective Series identity distinguish Phenom from Wampler's older Plextortion family. Preserve it as a separate product rather than a Plextortion generation.
