MOD-0327	Tubesteader	Gainlord	Original	2025	Plexi + JCM800 dual-channel tube preamp	Dual-channel tube preamp combining Plexi and JCM800-style gain voices.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	GPX 2025 Gold; dual-channel architecture and tube format are major identification fields.
MOD-0328	Brelliott	TODP Tube OverDrive Pro	Original	2025	Modular tube overdrive	Modular tube overdrive with interchangeable tube and clipping modules.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Modularity is a core product identity and should be preserved as a configuration field.
MOD-0329	Chase Bliss x Analog.Man	Brothers AM	Collaboration	2025	Dual-channel King of Tone-style overdrive	Two-channel programmable drive with multiple gain modes and optional treble-boost functionality.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Collaboration identity, dual-channel architecture and dip-switch feature set are key identifiers.
MOD-0330	Crazy Tube Circuits	Venus ECC832 Tube Driver	Original	2025	Tube overdrive	Compact tube overdrive using an ECC832 tube with bias and multi-band tone controls.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	ECC832 format and Bias/Tight controls distinguish it from other Tube Driver interpretations.
MOD-0331	Drunk Beaver	Trainer TS-15 MKII	MKII	2025	Amp-style overdrive	Second-generation garage-rock amplifier-style overdrive.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	MKII is an explicit generation boundary.
MOD-0332	Hangman FX	DAGG'R	Original	2025	Dynamic gain / gate / fuzz-overdrive	Interactive gain-ramping pedal that dynamically moves between overdrive and fuzz behavior.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Gain-ramping controls and automatic response are the defining identification features.
MOD-0333	Hangman FX	Lord GermFet	Original	2025	Germanium + JFET dual overdrive	Dual-channel drive combining germanium and JFET gain stages.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Germanium/JFET split and channel-order control are key identifiers.
MOD-0334	JHS Pedals	Kilt 10	Special Edition	2025	Expandora-style overdrive/distortion/fuzz	Expanded Kilt platform with additional clipping range and higher-headroom operation.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Treat Kilt 10 as a distinct edition/generation state rather than flattening into Kilt.
MOD-0335	Lichtlaerm Audio	Aquaria V2 Extended Range Klone	V2	2025	Extended-range Klon-style overdrive	Second-generation extended-range Klon-style drive with expanded controls.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	V2 is an explicit generation marker and should remain searchable.
MOD-0336	Mad Professor	MK2 Simble	MK2	2025	Dumble-style overdrive	Second-generation Simble Dumble-style overdrive.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	MK2 is an explicit generation boundary.
