MOD-0243	Blammo Electronics	Tomb Sender Fuzz MKIII Transparent Lexan Edition	MKIII / Transparent Lexan Edition	2020	Tone Bender-style germanium fuzz	Third-generation Tomb Sender with transparent Lexan enclosure, three germanium transistors, bias/gain/tone controls and noise-gate switching.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Edition and enclosure are high-value identification clues; keep transparent and conventional enclosure records distinct if evidence supports it.
MOD-0244	Catalinbread	Giygas Fuzz	Original	2020	Silicon fuzz	Highly versatile silicon fuzz with tilt EQ, mids, blend, level and fuzz controls; GPX highlighted its broad tonal range.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Preserve the five-control layout and broad EQ architecture as product-level identifiers.
MOD-0245	DanDrive Pedal	Secret Machine	Edition / Iteration	2020	Zonk Machine-style germanium fuzz	DanDrive Zonk-family fuzz iteration associated with Doyle Bramhall II, following Secret Engine and Secret Weapon variants.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Do not collapse Secret Engine, Secret Weapon and Secret Machine into one undifferentiated record.
MOD-0246	Dusky Electronics	Augustus Octave Fuzz	Original	2020	Octave fuzz	Octave fuzz selected in GPX's 2020 annual fuzz census.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Preserve Augustus as its own Dusky product identity pending primary-source enrichment.
MOD-0247	Fjord Fuzz	Fenris Super-Fuzz	Original	2020	Super-Fuzz-style fuzz	Fjord Fuzz Super-Fuzz family product appearing in GPX's 2020 annual fuzz field.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Preserve Super-Fuzz lineage separately from Fjord's Fuzz Face and Tone Bender families.
MOD-0248	Fuzzrocious	Croak Double Filter Fuzz	Original	2020	Dual-filter fuzz	Experimental fuzz combining two filters with Fuzzrocious gain behavior.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	The dual-filter architecture is the principal external identifier.
MOD-0249	JHS Pedals	3 Series Fuzz	Original	2020	Fuzz	Compact JHS 3 Series fuzz product included in the 2020 annual fuzz field.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Preserve the 3 Series product identity separately from later JHS fuzz families.
MOD-0250	Mad Professor	FUZZ32	Original	2020	Germanium fuzz	Germanium fuzz included in GPX's 2020 annual fuzz field.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Colourway and production edition details should be tracked separately when verified.
MOD-0251	Reeves Electro	2N2Face Lexan	Edition	2020	Fuzz Face-style germanium fuzz	Transparent Lexan-edition fuzz product in the Reeves Electro catalog and GPX 2020 field.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Preserve Lexan edition as a specimen/edition field rather than merging enclosure variants.
MOD-0252	ToneTuga Effects	Salvage Feedback Fuzz	Original	2020	Feedback fuzz	Experimental feedback-oriented fuzz included in GPX's 2020 annual fuzz census.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Preserve feedback behavior as the product's key functional identity.
MOD-0253	Wren and Cuff	J Mascis Garbage Face	Signature	2020	Big Muff-style fuzz	J Mascis-associated Garbage Face fuzz included in GPX's 2020 annual fuzz field.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	Artist/signature identity and production edition should be retained separately from other Wren and Cuff Muff products.
MOD-0254	Zander Circuitry	Siclone V3	V3	2020	Silicon fuzz	Third-generation Siclone silicon chaos/fuzz product included in GPX's 2020 annual fuzz field.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-fuzz-pedals-for-the-year	V3 is an explicit generation boundary and should remain searchable.
MOD-0255	Jackson Audio	Golden Boy	Signature	2020	Blues Breaker overdrive + boost	Joey Landreth signature programmable overdrive and boost with Blues Breaker lineage, gain cycling, clipping and EQ control.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-overdrive-and-distortion-pedals-for-the-year	Preserve programmable control and artist signature as part of the product identity.
MOD-0256	Jackson Audio	El Guapo	Original	2020	Programmable distortion / overdrive	Programmable gain pedal combining JCM800 and Tube Screamer-style voices, included in GPX's 2020 launch census.	RESEARCH	https://www.guitarpedalx.com/news/best-of-new-guitar-pedals-released-in-and-around-the-2020-winter-namm-show	Treat the programmable switching architecture as an identification clue.
MOD-0257	JHS Pedals	PG-14	Signature	2020	Paul Gilbert distortion	Paul Gilbert signature distortion with parametric mids and push control, included in GPX's 2020 launch field.	RESEARCH	https://www.guitarpedalx.com/news/best-of-new-guitar-pedals-released-in-and-around-the-2020-winter-namm-show	Artist signature and multi-control mid section are key specimen clues.
MOD-0258	MidValleyFX	Peaks V2	V2	2020	Rectifier-style high-gain distortion	Second-generation Peaks high-gain distortion included in GPX's 2020 annual overdrive/distortion field.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-overdrive-and-distortion-pedals-for-the-year	Keep V2 separate from earlier Peaks production.
MOD-0259	Nabla Custom	1987 V2	V2	2020	Plexi + Rangemaster-style drive	Second-generation drive combining Plexi-style gain with Rangemaster-oriented boost behavior.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-overdrive-and-distortion-pedals-for-the-year	Preserve V2 and dual-voice architecture separately.
MOD-0260	Pettyjohn Electronics	ODI	Original	2020	Overdrive	Pettyjohn overdrive included among GPX's 2020 notable gain pedals.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-overdrive-and-distortion-pedals-for-the-year	Builder identity and production enclosure should anchor future primary-source reconciliation.
MOD-0261	Shnobel Tone	Daily Drive	Original	2020	Overdrive	Boutique overdrive included in GPX's 2020 annual overdrive/distortion selection.	RESEARCH	https://www.guitarpedalx.com/news/2020-best-of-new-overdrive-and-distortion-pedals-for-the-year	Preserve Daily Drive separately from Shnobel's other gain products.
