MOD-0168	29 Pedals	Toki Fuzz Driver	Original	2024-present	Fuzz / overdrive	A two-gain-stage fuzz/driver with three highly interactive switching controls. The builder presents it as an original design rather than a direct recreation of another famous fuzz circuit; contemporary 2024 coverage emphasizes its mid-gain, textured and saturating range.	VERIFIED	https://www.guitarpedalx.com/news/29-pedals-toki-fuzz-driver-is-a-grittier-more-textured-and-saturating-mid-gain-overdrive--fuzz	Strong external clues are the three interactive toggles, compact 29 Pedals format and the overlap between mid-gain overdrive and fuzz. Keep it separate from the FLWR despite shared control topology.
MOD-0169	Beetronics FX	Nectar Tone Sweetener	Original	2024-present	Overdrive / fuzz	A broad-range gain pedal spanning boost, overdrive, distortion and fuzz territory, described by Premier Guitar as capable of many shades across the gain spectrum while retaining a smooth, creamy fuzz character.	VERIFIED	https://www.premierguitar.com/gear/reviews/year-in-gear-2024	Treat the broad gain range as an identification characteristic, not a reason to collapse Nectar into a generic fuzz record. Preserve the Beetronics product identity and 2024 release context.
MOD-0170	Keeley Electronics	Octa Psi Transfigurating Fuzz	Original	2024-present	Octave / experimental fuzz	Modern fuzz/processing design selected among GPX's 2024 finalists. Its title and contemporary coverage place it in the octave/experimental fuzz branch rather than a straightforward vintage recreation.	RESEARCH	https://www.guitarpedalx.com/news/2024-best-new-fuzz-pedals-of-the-year	Primary builder documentation should be added before promoting detailed architecture or generation claims. Preserve the 2024 finalist record as a discovery anchor.
MOD-0171	Horrothia Effects	Lütz	Original	2024-present	Three-transistor full-range fuzz	A highly configurable classic-fuzz platform using three selected silicon transistors, with Fuzz Face and Tone Bender territory plus harmonic-octave and oscillation possibilities. Seven controls and three footswitches form a major part of its specimen identity.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/horrothia-effects-crafts-the-extraordinarily-expansive-high-fidelity-super-versatile-3-transistor-lutz-full-range-classic-fuzz	Preserve Lütz as an original Horrothia product rather than labeling it a Fuzz Face or Tone Bender clone. Control layout, filter sections, Bias and Cap Defeat are high-value identification clues.
MOD-0172	Cornerstone Music Gear	Nero Dumble-Fuzz	Original	2024-present	Fuzz / overdrive hybrid	A mostly op-amp Fuzz Face-style fuzz blended with Cornerstone's Gladio-style Dumble overdrive section. Volume, Gain, Comp, Tone and dual Bias controls define a broad fuzz-to-overdrive range.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/cornerstones-new-nero-dumble-fuzz-is-a-brilliantly-nuanced-take-on-a-classic-vintage-fuzz-packed-with-smart-design-details-and-features---inside-and-out	Keep the Gladio relationship as lineage/collaboration context, not as product identity. The dual-bias architecture and blend behavior are useful specimen clues.
MOD-0173	Danelectro	Nichols 1966	Original	2024-present	Fuzz / distortion / overdrive	Danelectro product designed around Steve Ridinger's 1960s concept, offering Fuzz, Drive, Volume and Tone plus a two-position voicing switch. Contemporary launch coverage describes its range from searing fuzz to amp-like overdrive.	VERIFIED	https://www.premierguitar.com/news/danelectro-nichols-1966	The historic-concept lineage is part of the product story, but the 2024 retail identity is distinct. Preserve both the original-design story and the modern production object.
MOD-0174	Death By Audio	Octave Clang	Original	2024-present	Octave fuzz	A new Death By Audio octave-fuzz design documented as an idiosyncratic treatment of the octave-fuzz concept, with the builder's characteristic aggressive and experimental approach.	VERIFIED	https://www.premierguitar.com/gear/reviews/year-in-gear-2024	Keep the Death By Audio design identity separate from generic octave-fuzz lineage. Artwork, enclosure and control layout should be captured as specimen evidence during image-verification passes.
MOD-0175	Spaceman Effects	Rumblefuzz II	II	2024-present	Fuzz	Second-generation Rumblefuzz documented in GPX's 2024 fuzz finalist list. The model designation itself establishes a generation boundary that should be preserved independently from later production variants.	RESEARCH	https://www.guitarpedalx.com/news/2024-best-new-fuzz-pedals-of-the-year	Do not infer the exact circuit delta between Rumblefuzz and Rumblefuzz II without primary documentation. Preserve II as a separate generation record with chronology currently anchored to 2024 coverage.
MOD-0176	Spaceman Effects	Spacerocket II	II	2024-present	Octave fuzz	Second-generation Spacerocket octave-fuzz product appearing in GPX's 2024 fuzz finalist coverage.	RESEARCH	https://www.guitarpedalx.com/news/2024-best-new-fuzz-pedals-of-the-year	The Roman-numeral generation label is reliable; technical differences from Spacerocket require builder-source verification before promotion.
MOD-0177	Wampler Pedals	Mofetta	Original	2024-present	Overdrive / distortion	A modern interpretation of the Ibanez/Maxon MT10 Mostortion, retaining the low-to-mid-gain amp-like voice and three-band EQ while adding a Texture switch that introduces MOSFET gain-stage clipping for a more aggressive mode. First release was a 600-unit run.	VERIFIED	https://www.wamplerpedals.com/products/distortion-overdrive/mofetta/	Keep Mofetta separate from MT10 Mostortion. The 1990 Mostortion is the historical lineage object; Mofetta is the 2024 Wampler production identity with its own enclosure, control set and clipping behavior.
MOD-0178	JHS Pedals	The Violet	Original / Lario Basilio Signature	2024-present	Distortion	JHS artist-signature distortion associated with Lario Basilio and included among GPX's 2024 distortion winners. It occupies the Marshall-style / British distortion branch of the year's modern dirt catalog.	RESEARCH	https://www.guitarpedalx.com/news/2024-best-new-distortion-pedals-of-the-year	Preserve the artist-signature relationship explicitly. Detailed control and lineage claims should be confirmed against JHS primary product documentation before promotion.
MOD-0179	God City Instruments	Brutalist Distortion	Original	2024-present	Distortion	A 2024 God City Instruments high-gain distortion identified by GPX as one of the year's notable new distortion pedals, with a strong heavy/abrasive modern identity.	RESEARCH	https://www.guitarpedalx.com/news/2024-best-new-distortion-pedals-of-the-year	Treat the 2024 census appearance as a discovery anchor. Add primary builder documentation and specimen photos before locking exact control or production details.
MOD-0180	Sinvertek	MGAT-1 Golden Era	Original	2024-present	MIAB / high-gain preamp	A modern high-gain preamp/distortion selected as GPX's 2024 distortion winner. It is positioned as a broad Marshall-era / golden-era gain machine rather than a direct reproduction of one retail pedal.	VERIFIED	https://www.guitarpedalx.com/news/2024-best-new-distortion-pedals-of-the-year	Preserve the amp-family lineage as descriptive context. Do not turn the phrase Golden Era into a specific historical amp claim without builder documentation.
MOD-0181	Poly Effects	Ample 56	Original	2024-present	Amp-in-a-box / preamp	A major 2024 overdrive/preamp platform that GPX describes as offering 56 amp-in-a-box choices, making the product architecture and preset/modeling layer central to its identity.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2024-best-new-boost-and-overdrive-pedals-of-the-year	The 56-model count and digital/control architecture are important identification clues. Preserve the device as a Poly Effects product rather than flattening it into a single amp-style overdrive lineage.
MOD-0182	Tavysh Effects	HARM	Original	2024-present	Multi-gain / saturation	A multi-gain machine spanning overdrive, distortion and fuzz-like harmonic/saturation textures, selected by GPX as its 2024 overdrive winner. GPX describes twelve degrees of saturation across clipping, mids, fuzz/harmonics and EQ sections.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2024-best-new-boost-and-overdrive-pedals-of-the-year	Treat the multi-domain architecture as the defining identity. Preserve the product as a Tavysh design rather than trying to force a single traditional circuit family label.
MOD-0183	ThorpyFX	Chris Buck Electric Lightning	Signature	2024-present	Tube preamp / overdrive / boost	Chris Buck signature valve pedal and boost platform. Contemporary 2024 coverage describes a Marshall Plexi-style tube preamp with an independent low-end-enhanced boost section.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2024-best-new-boost-and-overdrive-pedals-of-the-year	Preserve artist signature and tube-preamp architecture as product identity. Confirm production revisions and exact valve implementation from ThorpyFX primary documentation.
MOD-0184	Tubesteader	ROY	Original	2024-present	Dual tube preamp / overdrive	Twin-channel tube preamp styled after the Vox AC30 Top Boost, with separate gain/volume controls per channel and shared Tone Cut, Bass and Treble controls. GPX selected it as the 2024 overdrive bronze winner.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2024-best-new-boost-and-overdrive-pedals-of-the-year	Keep ROY separate from the Lightkeeper family. The dual-channel format, tube-preamp identity and shared EQ controls are strong specimen markers.
