builder	model	category	light_description	photo_source	status
Abominable Electronics	Cat Dirt Mini	Distortion / Fuzz	Compact dirt pedal built around an aggressive distortion/fuzz voice, documented in multiple artwork editions.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Demon Lung	Fuzz	High-gain fuzz in the Hyper Fuzz family, aimed at thick, aggressive saturation and sustained low-end weight.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Don't Shred on Me	Distortion	Heavy distortion designed for forceful, saturated guitar tones and tightly focused high-gain attack.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Don't Shred on Me Deluxe	Distortion	Expanded high-gain distortion with additional tonal control for aggressive, saturated riff and lead sounds.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Hail Satan	Distortion / Fuzz	High-gain dirt pedal blending dense distortion with fuzz-like saturation and a powerful low-end character.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Hail Satan Deluxe	Distortion / Fuzz	Expanded Hail Satan-style high-gain dirt with additional shaping for dense distortion and fuzz textures.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Hellmouth	Distortion / Fuzz	Aggressive high-gain dirt pedal aimed at heavy, compressed saturation and thick riff-oriented textures.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Oppressive Cult Destroyer	Distortion	Heavy distortion voiced for dense, grinding gain and forceful low-frequency response.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Throne Torcher	Distortion	HM-2-inspired distortion with additional shaping intended for thick, chainsaw-like high-gain textures.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Toke Machine	Octave Fuzz	Octave fuzz designed around pronounced upper-harmonic content and saturated fuzz response.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	Yeti Fuzz	Fuzz	Vintage germanium-style fuzz offering warm, saturated response with strong harmonic character.	https://www.effectsdatabase.com/model/abominable	INVENTORY
Abominable Electronics	x Mid-Fi Electronics Skullmulcher	Fuzz / Distortion	Collaborative dirt pedal combining Abominable and Mid-Fi approaches for dense, abrasive fuzz and distortion textures.	https://www.effectsdatabase.com/model/abominable	INVENTORY
FuzzHugger(fx)	1134 Fuzz	Fuzz	Fuzz pedal centered on saturated, harmonically complex gain with an emphasis on texture and response.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	AB-Synth	Fuzz / Synth	Fuzz and synth-like dirt pedal capable of unstable, harmonically rich and oscillating textures.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	AB-Synth Dream	Fuzz / Synth	Expanded AB-Synth-style fuzz with synth-like saturation, texture and highly interactive response.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	Algal Bloom Fuzz	Fuzz / Overdrive	Wide-range fuzz moving from mellow and gritty overdrive into thick, harmonically rich fuzz with strong note definition.	https://www.effectsdatabase.com/model/fuzzhugger/algalbloom	INVENTORY
FuzzHugger(fx)	Arc Flash	Fuzz	Texture-focused fuzz built for expressive saturation, unstable edge and aggressive harmonic content.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	Bass Bloom	Bass Fuzz	Bass-oriented fuzz designed to retain substantial low-end while adding thick, harmonically rich saturation.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	Chalice	Fuzz	Saturated fuzz with a broad gain character and textural response suited to thick, sustained sounds.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	Dark Boost	Boost / Overdrive	Dark-voiced boost and drive unit intended to add gain and body while emphasizing a heavier tonal character.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	Fuzz Huger	Fuzz	Core FuzzHugger dirt design focused on saturated fuzz and expressive texture.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
FuzzHugger(fx)	Great Wall	Fuzz / Distortion	Dense, wall-like fuzz and distortion texture with strong sustain and heavy harmonic saturation.	https://www.effectsdatabase.com/model/fuzzhugger	INVENTORY
