builder	model	category	light_description	photo_source	status
Pause&Effects	Aeras	Bass Octave Fuzz	Hungarian handmade octave fuzz based on the Ampeg Scrambler, with blend/texture control and optional boost for guitar and bass.	https://pauseeffects.com/products/aeras-bass-octave-fuzz	INVENTORY
Pause&Effects	Camping de Luxe	Fuzz / Boost	Vintage-radio styled enclosure housing a selectable vintage gain circuit, including Rangemaster, Fuzz Face, Vox Tone Bender V828, and Tone Bender MKII options.	https://pauseeffects.com/products/camping-de-luxe	INVENTORY
Pause&Effects	Camping Record	Fuzz / Boost	Vintage-radio styled gain pedal from the Hungarian vintage-radio series with selectable classic fuzz/boost circuits.	https://pauseeffects.com/collections/all	INVENTORY
Pause&Effects	Dahlia	Fuzz	Young Artist series germanium Tone Bender MKII fuzz with internal bias and individually created artwork.	https://pauseeffects.com/products/daria-germanium-tone-bender-mkii-fuzz	INVENTORY
Pause&Effects	Farmako	Fuzz	Germanium Tone Bender MK1.5 fuzz with bias control and modern or original-spec construction options.	https://pauseeffects.com/products/farmako-germanium-tone-bender-mk1-5-fuzz	INVENTORY
Pause&Effects	Faros	Fuzz	Silicon Fuzz Face-style fuzz with bias control and BC108B transistors.	https://pauseeffects.com/products/faros-silicon-fuzz-face	INVENTORY
Pause&Effects	Fengari	Fuzz	Germanium Tone Bender MKII-style fuzz with bias control and selectable transistor sets.	https://pauseeffects.com/products/fengari-germanium-tone-bender-mkii-fuzz	INVENTORY
Pause&Effects	Feta	Fuzz	Germanium Vox Tone Bender V828-style fuzz with bias control and selectable transistor/construction options.	https://pauseeffects.com/products/feta-germanium-vox-tone-bender-v828-fuzz	INVENTORY
Pause&Effects	Filos	Fuzz	Germanium Tone Bender MKIII-style fuzz using Tungsram/Tesla germanium transistors.	https://pauseeffects.com/products/filos-germanium-tone-bender-mkiii-fuzz	INVENTORY
Pause&Effects	Fotia	Fuzz	Germanium Fuzz Face-style fuzz with bias control and selectable NOS germanium transistors.	https://pauseeffects.com/products/fotia-germanium-fuzz-face	INVENTORY
Pause&Effects	Graetz Page	Fuzz / Boost	Vintage-radio gain pedal using the visual language of a Graetz radio, with classic gain-circuit options.	https://pauseeffects.com/collections/all	INVENTORY
Pause&Effects	Helium	Fuzz	Octave fuzz in the Greek Alphabet series.	https://pauseeffects.com/collections/all	INVENTORY
Pause&Effects	Ichos	Overdrive / Boost	Silicon Colorsound PowerBoost/Overdriver-style gain pedal with active bass/treble shaping and master volume.	https://pauseeffects.com/products/ichos-overdriver	INVENTORY
Pause&Effects	Micro	Overdrive	Bluesbreaker-style low-to-mid-gain overdrive with extra clipping option and increased headroom.	https://pauseeffects.com/products/micro-bluesbreaker-style-overdrive	INVENTORY
Pause&Effects	Orionton (Terta version)	Fuzz / Boost	Vintage Terta picnic-radio styled enclosure with selectable Rangemaster, Fuzz Face, Vox Tone Bender V828, or Tone Bender MKII circuit.	https://pauseeffects.com/products/orionton	INVENTORY
Pause&Effects	Orionton (Videoton version)	Fuzz / Boost	Vintage Videoton picnic-radio styled enclosure with selectable classic gain circuits.	https://pauseeffects.com/collections/all	INVENTORY
Pause&Effects	Psychi	Distortion	Medium-gain op-amp distortion with germanium diode clipping and active Baxandall tone stack, based on MXR Distortion+ and DOD 250 designs.	https://pauseeffects.com/products/psychi-germanium-clipping-distortion	INVENTORY
Pause&Effects	Rio	Boost	Germanium treble-to-full-frequency booster with selectable range/boost behavior.	https://pauseeffects.com/products/rio-germanium-treble-booster	INVENTORY
Pause&Effects	Strand	Fuzz / Boost	Vintage Videoton-radio styled enclosure with selectable Rangemaster, Fuzz Face, Vox Tone Bender V828, Tone Bender MKII, or Tone Bender MKI circuits.	https://pauseeffects.com/products/strand	INVENTORY
Pause&Effects	Thalassa	Overdrive	Medium-gain op-amp overdrive with LED and germanium clipping plus active Baxandall EQ, suitable for guitar and bass.	https://pauseeffects.com/products/thalassa-germanium-clipping-overdrive	INVENTORY
Pause&Effects	Yefira	Overdrive	Germanium overdrive based on the Tortenmann TA-100, with NOS Tungsram germanium devices and output boost.	https://pauseeffects.com/products/yefira-tortenmann-ta-100	INVENTORY
S.L.Amps	NewBlues Overdrive	Overdrive	Budapest-built low-to-medium-gain overdrive with volume, gain, tone, and texture controls.	https://slamplification.com/index.php/guitar-effect-pedals/	INVENTORY
S.L.Amps	PHIL	Overdrive	Budapest-built transparent Klon-style overdrive with adjusted low mids, treble response, buffered bypass, and charge-pump headroom.	https://slamplification.com/index.php/guitar-effect-pedals/	INVENTORY
