builder	model	category	light_description	photo_source	status
JYUGEHM STOMPS	Par Amour	Distortion	Hand-wired Japanese distortion developed with professional guitarist Masayoshi Kikuchi collaboration; current official product listing with exterior imagery.	https://jyugehmstomps.com/ ; https://guitarmagazine.jp/gear/2026-0717-jyughem-pedal-builder/	CENTRAL
JYUGEHM STOMPS	Jamais Vu	Overdrive	Official JYUGEHM STOMPS overdrive product; positioned as an alternate-world overdrive and current catalog item.	https://jyugehmstomps.com/	CENTRAL
JYUGEHM STOMPS	Ciao Bella	Drive/Booster	Utility-oriented drive/booster; retained as central_pending because the product spans drive and boost functions.	https://jyugehmstomps.com/	CENTRAL_PENDING
JYUGEHM STOMPS	ir AVANTE NEW	Distortion/High Gain	Amplifier-like high-gain pedal in current official catalog; central dirt.	https://jyugehmstomps.com/	CENTRAL
JYUGEHM STOMPS	Stardust Paradise	Unknown	Announced coming-soon model in official catalog; retained as discovery record until category and fuller product documentation exist.	https://jyugehmstomps.com/	DISCOVERY_ONLY
BARBAROSSA	CHIMAERA	Overdrive	Japanese flagship overdrive with tube-amp concept; current/renewed catalog record and exterior product photography.	https://birdlandguitars.com/birdland/article/bar_effector ; https://www.acousticisland.net/product-page/barbarossa-chimaera	CENTRAL
BARBAROSSA	GARGOYLE	Overdrive/Distortion	Japanese flagship distortion-overdrive with original machined enclosure; current made-to-order dealer documentation and exterior imagery.	https://birdlandguitars.com/birdland/article/bar_effector ; https://www.acousticisland.net/product-page/barbarossa-gargoyle-distortion-over-drive-1	CENTRAL
BARBAROSSA	URANUS	Overdrive	Renewed flagship-range overdrive evolved from an earlier modified model; current dealer documentation and exterior imagery.	https://birdlandguitars.com/birdland/article/bar_effector ; https://www.acousticisland.net/product-page/barbarossa-uranus	CENTRAL
BARBAROSSA	CRONUS	Distortion/Overdrive	Current/new-model flagship-range distortion-overdrive documented alongside CHIMAERA, GARGOYLE and URANUS.	https://newtool.jp/barbarossa/ ; https://birdlandguitars.com/birdland/article/bar_effector	CENTRAL
BARBAROSSA	WIVERN	Overdrive	Cost-performance model derived from the core CHIMAERA/GARGOYLE design philosophy; end-of-sale status documented with exterior photography.	https://birdlandguitars.com/birdland/article/bar_effector ; https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff02/llp-ef-2840500002535	CENTRAL
URMA Sound	Like A ENIGMA v4.5	Overdrive	Current Japanese handmade overdrive; official product page documents V1-V4.5 lineage, current version, exterior treatment and controls.	https://urmasound.official.ec/items/144416907	CENTRAL
URMA Sound	Japanium Fuzz 312/100	Fuzz	Current handmade vintage-reference fuzz using selected Japanese germanium transistors; official current catalog record with exterior image.	https://urmasound.official.ec/items/all	CENTRAL
URMA Sound	ZFZ-1A+SP	Fuzz	Current variable-bias silicon fuzz presented as modernized Zonk-2 lineage; official product page and exterior photography.	https://urmasound.official.ec/items/140121963	CENTRAL
URMA Sound	16D-1A	Overdrive/Fuzz	Current hand-wired drive/fuzz hybrid in official catalog; retained central.	https://urmasound.official.ec/items/all	CENTRAL
URMA Sound	Elec Dist	Distortion	Current CynicalPop fx one-knob distortion based on a 1970s classic distortion concept; official catalog record with exterior image.	https://urmasound.official.ec/items/all	CENTRAL
URMA Sound	RGM-2A	Booster/Fuzz	Range Master-derived 3-mode booster with fuzzy mode; retained relationship-only because primary product identity is booster.	https://urmasound.official.ec/items/149601069	RELATIONSHIP_ONLY
URMA Sound	SHD-1A	Booster	Super Hard On-derived clean booster; relationship-only outside central dirt.	https://urmasound.official.ec/items/all	RELATIONSHIP_ONLY
