MOD-0190	Bardic Audio Devices	2 Stroke Beaver	Original	2022-present	5-band op-amp Muff-style fuzz	Expanded Muff-style fuzz with clipping choices, 5-band graphic EQ, clean blend and a footswitchable HM-2 frequency profile; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Treat the EQ, clipping selector and HM-2 switch as external identification clues.
MOD-0191	Big Ear Pedals	Slice of Pie	Original	2022-present	Triangle Muff-style fuzz	Triangle Big Muff-style fuzz in a pizza-themed enclosure, included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Preserve the novelty enclosure as an identification feature rather than treating it as decoration.
MOD-0192	Black Mass Electronics	The First Herald V2	V2	2022-present	Ram's Head-style Muff fuzz + boost	Second-generation First Herald with Muff-style fuzz, clipping options and an integrated boost, included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Keep V2 distinct from the earlier First Herald family record.
MOD-0193	Coffee Shop Pedals	Affogato	Original	2022-present	Programmable Muff-style fuzz	Muff-derived fuzz with 3-band EQ and three recallable presets, using an analog signal path with digital preset/control management; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Preset behavior and three-band EQ are primary external identifiers.
MOD-0194	Colortone Pedals	Fuzzball	Original	2022-present	Black Russian-style Muff fuzz	Black Russian-style Muff fuzz with mid shaping and a distinctive extended tone response; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Preserve Black Russian lineage separately from the builder's own product identity.
MOD-0195	Drunk Beaver	Ivan Mazepa	Original	2022-present	Poltava fuzz-wah / Muff-voiced fuzz	Two-mode fuzz based on the 1970s Poltava Fuzz-Wah family, with an additional Muff-oriented voice and bias control; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	The Poltava lineage and two-mode identity are key identification anchors.
MOD-0196	Fjord Fuzz	Berserk V2	V2	2022-present	Silicon Fuzz Face-style fuzz	Second-generation silicon Fuzz Face-style fuzz with Volume, Thickness and Gain controls; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Keep V2 distinct from the earlier Berserk generation.
MOD-0197	Fjord Fuzz	Freia	Original	2022-present	Uni-Fuzz style fuzz	Warm, saturating fuzz designed as a companion to the Frei Uni-Vibe; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Record the Frei/Freia pairing as part of the product's historical context.
MOD-0198	Frost Giant Electronics	Soma V2	V2	2022-present	Expanded doom / Meathead-style fuzz	Five-control expansion of Frost Giant's One-Knob Massif concept, with tone, bias and mids controls; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Preserve V2 as an explicit generation rather than collapsing it into Massif/Soma lineage.
MOD-0199	Heather Brown Electronicals	Sensation Fuzzdrive	Original	2022-present	Fuzz-drive	Fuzz-forward gain pedal with multi-stage saturation, mids and bass controls, included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Classify as fuzz-drive rather than forcing it into pure fuzz or overdrive.
MOD-0200	Reeves Electro	Zo Silicon Zonk	Original	2022-present	Silicon Zonk fuzz	Silicon Zonk-style fuzz with Dwell, Texture and Drift controls; included in GPX's 2022 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2022-best-new-fuzz-pedals-of-the-year	Texture and Drift control behavior are useful external identifiers.
