name	entity_type	region	era_bucket	dirt_evidence	research_status	source_refs	notes
EC Pedals / EC Custom Shop	Builder	Israel	2010s	Two distortion pedals, bass fuzz and overdrive in initial line	DISCOVERED	https://www.effectsdatabase.com/interviews/brands/ecpedals ; https://www.effectsdatabase.com/model/ecpedals	Primary interview-level evidence from founder Eldar Cohen; full catalog census required.
CircuitFX	Builder	Thailand	1980s-present	Handmade pedal building and modifications	DISCOVERED	https://www.effectsdatabase.com/interviews/brands/circuitfx	Historical Thai builder and educator; determine which pedal models belong in the archive's dirt scope.
Dawner Prince	Builder	Croatia	2000s-present	Diktator distortion and broader stompbox catalog	DISCOVERED	https://www.effectsdatabase.com/interviews/brands/dawnerprince	Croatian boutique pioneer documented by founder Zoran Kraljevic; complete builder census later.
EBS	Builder	Sweden	1980s-present	Bass gain/fuzz/drive products within broad effects catalog	DISCOVERED	https://www.effectsdatabase.com/model/ebs	Swedish bass-effects manufacturer founded in 1988; verify exact dirt products and boundaries for this archive.
Spicetone Music Technology	Builder	Estonia	2010s-present	Polyphonic overdrive and fuzz systems	DISCOVERED	https://liveweb.spicetone.com/6appeal/features/	Estonian manufacturer with in-country production evidence; full catalog census later.
Barbas FX	Builder candidate	Portugal	2000s-present	Pedal brand listed in Portuguese maker directory	CENSUS_ONLY	https://www.effectsdatabase.com/country/portugal	Dirt-specific product evidence not yet isolated; investigate before canonical builder inclusion.
Bizarre Engineering	Builder candidate	Portugal	2000s-present	Pedal brand listed in Portuguese maker directory	CENSUS_ONLY	https://www.effectsdatabase.com/country/portugal	Dirt-specific evidence pending.
Club Of The Knobs	Builder candidate	Portugal	2000s-present	Pedal/synth effects brand listed in Portuguese maker directory	CENSUS_ONLY	https://www.effectsdatabase.com/country/portugal	Dirt-scope confirmation pending.
Mace Pedals	Builder candidate	Portugal	2000s-present	Pedal brand listed in Portuguese maker directory	CENSUS_ONLY	https://www.effectsdatabase.com/country/portugal	Dirt-specific evidence pending.
Voltage Spikes Electronics	Builder candidate	Portugal	2000s-present	Pedal brand listed in Portuguese maker directory	CENSUS_ONLY	https://www.effectsdatabase.com/country/portugal	Dirt-specific evidence pending.
Analog Sound	Builder candidate	Romania	2000s-present	Pedal maker listed in Effects Database country index	CENSUS_ONLY	https://www.effectsdatabase.com/country/romania	Needs product-level dirt confirmation.
Becos	Builder candidate	Romania	2000s-present	Pedal maker listed in Effects Database country index	CENSUS_ONLY	https://www.effectsdatabase.com/country/romania	Needs product-level dirt confirmation.
Gerhat	Builder candidate	Slovakia	2000s-present	Pedal maker listed in Effects Database country index	CENSUS_ONLY	https://www.effectsdatabase.com/country/slovakia	Needs product-level dirt confirmation.
ZTA Devices	Builder candidate	Slovakia	2000s-present	Pedal maker listed in Effects Database country index	CENSUS_ONLY	https://www.effectsdatabase.com/country/slovakia	Needs product-level dirt confirmation.
Couch Electronics	Builder candidate	Slovenia	2000s-present	Pedal maker listed in Effects Database country index	CENSUS_ONLY	https://www.effectsdatabase.com/country/slovenia	Needs product-level dirt confirmation.
JaMit FX	Builder candidate	Slovenia	2000s-present	Pedal maker listed in Effects Database country index	CENSUS_ONLY	https://www.effectsdatabase.com/country/slovenia	Needs product-level dirt confirmation.
ADAG Audio	Builder candidate	Indonesia	2000s-present	Pedal maker listed in Indonesian Effects Database index	CENSUS_ONLY	https://www.effectsdatabase.com/country/indonesia	Needs dirt-specific product confirmation.
fmpedals	Builder candidate	Indonesia	2000s-present	Pedal maker listed in Indonesian Effects Database index	CENSUS_ONLY	https://www.effectsdatabase.com/country/indonesia	Needs dirt-specific product confirmation.
Jogja Soundcraft	Builder candidate	Indonesia	2000s-present	Pedal/effects maker listed in Indonesian Effects Database index	CENSUS_ONLY	https://www.effectsdatabase.com/country/indonesia	Needs dirt-specific product confirmation.
Kunz Pedals	Builder candidate	Indonesia	2000s-present	Pedal maker listed in Indonesian Effects Database index	CENSUS_ONLY	https://www.effectsdatabase.com/country/indonesia	Needs dirt-specific product confirmation.
Revolt!	Builder	Indonesia	2000s-present	Handmade affordable guitar pedals	DISCOVERED	https://www.effectsdatabase.com/interviews/brands/revolt	Founder interview confirms pedal manufacturing in Indonesia; complete catalog census required.
A3 Stompbox	Builder	South Korea	2020s-present	DM distortion and hand-wired analog effects	DISCOVERED	https://pedalfilter.com/a3-stompbox/dm	Third-party evidence confirms a South Korean hand-wired pedal operation; primary-source verification still desirable.
J.KUN Pedals	Builder candidate	South Korea	2020s-present	Handmade guitar pedals and audio equipment	CENSUS_ONLY	https://reverb.com/shop/js-gear-depot-233/about	Current Korean independent builder; dirt-specific catalog confirmation pending.
FengzaiPedals	Builder	China	2020s-present	Handmade guitar stompbox effects	DISCOVERED	https://reverb.com/shop/fengzaipedals/about	Current Chinese builder with explicit handmade stompbox activity; catalog scope needs enumeration.
Sinvertek	Builder	China	2010s-present	No.5 Distortion; N5 family; Shod-A and other gain products	DISCOVERED	https://equipboard.com/brands/sinvertek	Chinese boutique gain-pedal manufacturer; full builder catalog remains to be enumerated.
Amuzik	Builder candidate	China	2010s-present	G-Fuzz and multiple budget guitar effects	DISCOVERED	https://equipboard.com/brands/amuzik	Marketplace-heavy Chinese manufacturer candidate; formal physical-manufacturer attribution needs verification.
