builder	model	category	light_description	photo_source	status
Beetronics	Tuna Fuzz	Fuzz	Compact fuzz designed for thick saturated tones with a punchy, direct response.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Octahive V2	Octave Fuzz	High-octave fuzz with a strong upper-octave character and saturated fuzz foundation.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Vezzpa Octave Stinger	Octave Fuzz	Dual-voice octave fuzz combining a broad fuzz mode with an aggressive high-octave stinger voice.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Swarm Fuzz Harmonizer	Fuzz / Harmonizer	Fuzz harmonizer combining saturated fuzz with layered pitch voices for dense and animated dirt textures.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Royal Jelly Fuzz/OD Blender	Overdrive / Fuzz	Blendable fuzz and overdrive pedal allowing the two dirt voices to be mixed for thicker or more articulate gain.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Overhive Mid-Gain Overdrive	Overdrive	Mid-gain overdrive designed for responsive amplifier-style breakup and warm, harmonically rich drive.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Fatbee Overdrive	Overdrive	Compact overdrive voiced for tube-like breakup, moving from lighter drive into thicker gain.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Nectar Tone Sweetener	Overdrive / Fuzz	Dual-mode drive pedal covering vintage-style crunch through richer overdrive and a dedicated fuzz voice.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Abelha Tropical Fuzz	Fuzz	Three-voice fuzz inspired by Brazilian psychedelic textures, ranging from distinct vintage fuzz colors to thicker saturation.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Beetronics	Wannabee Beelateral Buzz	Overdrive	Dual-channel overdrive combining two distinct drive voices with selectable options and flexible series routing.	https://www.beetronicsfx.com/collections/all-pedals-1	INVENTORY
Benson Amps	Germanium Boost	Boost	Germanium booster designed as a versatile gain stage for adding volume, harmonic color and amplifier drive.	https://www.bensonamps.com/guitarpedals	INVENTORY
Benson Amps	Preamp Pedal	Boost / Overdrive / Fuzz	FET-based amplifier-in-a-box pedal offering clean boost, overdrive and fuzz with two-band EQ and rich harmonic response.	https://www.bensonamps.com/guitarpedals/preamp	INVENTORY
Benson Amps	Germanium Preamp Pedal	Boost / Overdrive / Fuzz	Germanium-enhanced version of the Benson Preamp, combining a lower-gain response with rich overdrive, boost and fuzz textures.	https://www.bensonamps.com/guitarpedals/germaniumpreamp	INVENTORY
Benson Amps	Portable Distortion 424 MKII	Distortion	Compact amplifier-style distortion/preamp pedal designed for saturated gain in a portable format.	https://www.bensonamps.com/guitarpedals	INVENTORY
Benson Amps	Deep Sea Diver Fuzz-Echo	Fuzz / Echo	Fuzz pedal combined with echo, providing saturated dirt alongside repeat-based ambience.	https://www.bensonamps.com/guitarpedals	INVENTORY
Benson Amps	Störkn B0kš	Fuzz	Germanium Tone Bender MkI-style fuzz with a vintage-oriented saturated response.	https://www.bensonamps.com/guitarpedals	INVENTORY
Browne Amplification	Protein Dual Overdrive V3	Overdrive	Dual overdrive combining complementary blue and green drive voices with a third stacked combination for fuller gain.	https://browneamps.com/store/p/protein-dual-overdrive-v3	INVENTORY
Browne Amplification	Protein Dual Overdrive V2.2	Overdrive	Earlier documented Protein version pairing complementary overdrive voices and a useful stacked third-channel combination.	https://browneamps.com/store/p/protein-dual-overdrive	INVENTORY
Browne Amplification	Ethane Dual Overdrive	Overdrive	Dual-channel overdrive designed around complementary gain voices for flexible stacking and amplifier-style breakup.	https://browneamps.com/	INVENTORY
Browne Amplification	Carbon X Dual Overdrive	Overdrive	Dual overdrive combining two gain sections for flexible low-to-medium gain sounds and stacked drive.	https://browneamps.com/	INVENTORY
Browne Amplification	The Fixer	Boost / Buffer	Dual-purpose boost and buffer designed to preserve signal clarity while providing additional level and amplifier push.	https://browneamps.com/	INVENTORY
Browne Amplification	Alkene Overdrive	Overdrive	Responsive overdrive designed for articulate amplifier-style breakup and usable gain across the control range.	https://browneamps.com/	INVENTORY
Browne Amplification	Carbon Overdrive	Overdrive	Single-channel overdrive designed for articulate low-to-medium gain and amp-pushing applications.	https://browneamps.com/	INVENTORY
Browne Amplification	Gritador	Overdrive	High-gain overdrive with a forceful saturated response and strong note definition.	https://browneamps.com/	INVENTORY
Browne Amplification	T4 Fuzz	Fuzz	Fuzz pedal built around thick saturation and expressive harmonic texture.	https://browneamps.com/	INVENTORY
Daredevil Pedals	Deep Dish-tortion	Distortion	Compact distortion with a saturated, aggressive voice designed for heavier gain applications.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	Necros	Fuzz / Distortion	Limited-edition fuzz/distortion combining thick saturation with an aggressive, dark gain character.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	Double Cocked	Distortion / Filter	Custom-edition distortion with cocked-wah-style filtering for focused, aggressive gain textures.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	Ten Tone Anniversary Fuzz	Fuzz	Hand-built silicon fuzz with a single volume control, slightly gated response and thick, aggressive sustain.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	HYPE Fet Boost V2	Boost	FET boost designed for aggressive level increase and strong interaction with other dirt pedals and amplifiers.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	DRIVE-Bi Dual Gain Distortion	Distortion	Dual-gain distortion offering multiple drive stages for flexible saturated tones and stacking.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	REAL COOL FUZZ	Fuzz	Vintage-oriented fuzz designed for thick, direct saturation and classic-style harmonic texture.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	Northern Creeper Fuzz	Fuzz	Fuzz pedal with a dense, aggressive voice aimed at saturated and sustaining textures.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	Shrineburner Fuzz	Fuzz	Limited-edition fuzz with a thick, saturated response and forceful upper harmonics.	https://www.daredevilpedals.com/	INVENTORY
Daredevil Pedals	Silver Solo Silicon Boost	Boost	Silicon booster designed to add level and gain while retaining a direct, responsive character.	https://www.daredevilpedals.com/	INVENTORY
Vexed Brain	I.S.I.F. +	Distortion	Mutant D+ and 250-style distortion with symmetrical/asymmetrical red-LED clipping and expanded low-frequency response.	https://www.vexedbrain.com/shop/p/isif-	INVENTORY
Vexed Brain	I.S.I.F. ++	Distortion	Expanded I.S.I.F. design with active three-band EQ and output buffer for deeper tonal shaping and low-tuning use.	https://www.vexedbrain.com/	INVENTORY
Vexed Brain	S.S.S.	Fuzz / Distortion	Knobless fuzz/distortion combining a heavy three-transistor fuzz with HM-2-style EQ, with internal trim controls.	https://www.vexedbrain.com/shop/p/sss	INVENTORY
Vexed Brain	Sepulcrum	Distortion	OCD-adjacent distortion supplemented with an HM-2 tone section for aggressive chainsaw-style gain.	https://www.vexedbrain.com/shop/p/sepulcrum	INVENTORY
Vexed Brain	Sepulcrum DLX	Distortion	Expanded Sepulcrum variant retaining the core aggressive distortion architecture with additional control flexibility.	https://www.vexedbrain.com/shop	INVENTORY
Vexed Brain	Lycanthropist	Distortion	Heavy distortion inspired by the Sonic Titan family, aimed at saturated, aggressive amplifier-style gain.	https://www.vexedbrain.com/all-items	INVENTORY
Trap Door Electronics	Dot Dot Doom	Fuzz	Analog fuzz designed for extreme, heavy saturation and dense distorted textures.	https://www.trapdoorelectronics.com/shop	INVENTORY
