builder	model	category	light_description	photo_source	status
HONDA SOUND WORKS	Fujiyama Drive	Overdrive	Long-running HSW amplifier-inspired overdrive family; surviving records include standard, limited and Super Bass/Fujiyama variants, making it a distinct historical builder/product corridor.	https://www.effectsdatabase.com/model/hsw ; https://hondasoundworks.wixsite.com/honda/large-grid	CENTRAL
HONDA SOUND WORKS	Fab Drive	Overdrive	Japanese HSW overdrive documented among the builder's core dirt products; period community records and surviving catalog indexes preserve it as a distinct model.	https://www.effectsdatabase.com/model/hsw ; https://mixi.jp/view_bbs.pl?comm_id=102137&id=511869	CENTRAL
HONDA SOUND WORKS	Fab Cream	Overdrive	HSW overdrive model preserved in the surviving product index and specialist documentation; exterior specimen photography is available through secondary listings.	https://www.effectsdatabase.com/model/hsw	CENTRAL
HONDA SOUND WORKS	Crazy Fuzz	Fuzz	Historical HSW fuzz model documented in the Effects Database catalog; retained as a separate fuzz identity.	https://www.effectsdatabase.com/model/hsw	CENTRAL
HONDA SOUND WORKS	Mad Fuzz	Fuzz	Historical HSW fuzz family with later derivative variants; surviving HSW documentation provides transistor-era model descriptions and photographs.	https://hondasoundworks.wixsite.com/honda/large-grid	CENTRAL
HONDA SOUND WORKS	ISO Fuzz	Fuzz	Limited/special HSW fuzz product with surviving specimen photography and user documentation; preserved as a distinct product record.	https://www.effectsdatabase.com/model/hsw ; https://yama-kizaichu.hatenablog.com/entry/archives/2919	CENTRAL
KGR HARMONY	ARARE	Overdrive	Handmade Japanese overdrive designed by Keijiro Fukushima and housed in a cast Nambu-tekki iron enclosure; first released in January 2020 after extended enclosure/circuit prototyping.	https://kgrharmonyusa.com/ ; https://note-infomart.jp/n/ncf33fd3908f7?hl=en	CENTRAL
A.Y.A TOKYO JAPAN	Drivesta	Overdrive	Japanese handmade overdrive/distortion with three-band EQ, multiple clipping modes and switchable buffer; long-running core A.Y.A product with extensive surviving photographs.	https://www.digimart.net/cat13/shop5121/DS09527721/ ; https://aya.la.coocan.jp/moni_eng.html	CENTRAL
A.Y.A TOKYO JAPAN	Super Atomic Distortion (SAD)	Distortion	Higher-gain A.Y.A dirt model with three-way distortion/booster/overdrive modes; documented as a companion to Drivesta in the builder's historical lineup.	https://effector-guitar.com/aya-tokyo-japan/ ; https://guitarmagazine.jp/news/2024-1011-hizumi-book/	CENTRAL
TANABE.TV	ZENKUDO	Overdrive	Toshihiko Tanabe's foundational handmade overdrive, developed from a personal 2007 design request; natural Japanese abalone-top enclosure and hand-wired construction are documented by Tanabe and interview sources.	https://www.tanabe.tv/top/kudou/ ; https://www.effectsdatabase.com/interviews/brands/tanabe	CENTRAL
TANABE.TV	DUMKUDO	Overdrive	Tanabe overdrive optimized for single-coil use with three switchable voices; documented as a core handmade order product and associated with Robben Ford.	https://tanabe.tv/top/kudou/index-e.html ; https://www.effectsdatabase.com/interviews/brands/tanabe	CENTRAL
TANABE.TV	May Queen	Overdrive	Tanabe overdrive built around Brian May-oriented voicing, with multiple compression/voice modes and distinctive abalone-top presentation.	https://tanabe.tv/top/kudou/index-e.html ; https://www.tanabe.tv/top/kudou/	CENTRAL
TANABE.TV	Santanabe	Overdrive	Tanabe overdrive developed for Carlos Santana-oriented sustaining lead tones; official documentation lists multiple voicing modes and identifies the model as a core order product.	https://tanabe.tv/top/kudou/index-e.html ; https://www.guitarpedalx.com/news/tanabes-santanabe-drive-totally-nails-those-carlos-santana-singing-sustaining-lead-tones	CENTRAL
TANABE.TV	SUNKUDO FUZZ	Fuzz	Three-germanium-transistor Tanabe fuzz aimed at a controlled middle ground between fuzz and distortion; official documentation gives the product description and ordering details.	https://tanabe.tv/top/kudou/index-e.html ; https://www.tanabe.tv/top/kudou/	CENTRAL
VIRTUES	monica	Overdrive	Tokyo/Yokohama-area boutique overdrive with a documented bipolar-transistor clipping stage and JFET-input architecture; current product photography and specifications are available from specialist documentation.	https://pedalfilter.com/virtues/monica	CENTRAL
