builder	model	category	light_description	photo_source	status
Volume & Power Company	Power Lines Distortion	Overdrive / Distortion	Low-gain asymmetrical soft-clipping overdrive/distortion built in Renens, Switzerland.	https://www.volumeandpower.com/	INVENTORY
Volume & Power Company	Silicon Bright Boost	Treble Boost	One-knob silicon treble booster intended to push an amplifier or precede fuzz.	https://www.volumeandpower.com/	INVENTORY
Volume & Power Company	Germanium Booster	Treble Boost	NPN germanium treble booster adapted from Rangemaster practice, with adjustable gain trim.	https://www.volumeandpower.com/effectpedals/germanium-boost	INVENTORY
Greuter Audio	Germanium OD	Overdrive / Fuzz	Hand-built Swiss overdrive/fuzz inspired by Tone Bender Mk II, using selected germanium transistors.	https://www.greuteraudio.ch/shop	INVENTORY
Greuter Audio	Jumbo Fuzz	Fuzz	Silicon fuzz inspired by 1970s Italian Big Muff-style circuits, also suited to bass.	https://www.greuteraudio.ch/shop	INVENTORY
Greuter Audio	Moonlight	Fuzz / Overdrive	Germanium Fuzz Face-style fuzz with bias and bass controls.	https://www.greuteraudio.ch/shop/fuzz	INVENTORY
Greuter Audio	Star Bender	Fuzz	Germanium fuzz inspired by Tone Bender Mk III/IV families, with bias and tone controls.	https://www.greuteraudio.ch/shop/fuzz	INVENTORY
Greuter Audio	ToBias Bender	Fuzz	Reworked Tone Bender-family fuzz documented by Greuter as an updated collaborative design.	https://www.greuteraudio.ch/shop/pedals	INVENTORY
Greuter Audio	Fuller Drive	Overdrive	Handmade Swiss low-to-medium gain overdrive with dynamic amplifier-like response.	https://www.greuteraudio.ch/shop	INVENTORY
Greuter Audio	Fuller Drive WAH 10th Anniversary	Overdrive / Wah	10th-anniversary combination pedal coupling Fuller Drive overdrive with an independent wah/filter section.	https://www.greuteraudio.ch/	INVENTORY
RhPf Electronics	Mostard	Boost	Original Swiss spicy boost design from RhPf's current catalog.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Tri-Harmonic Phalanx	Boost / EQ	Tri-band enhancer/boost design in RhPf's original catalog.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Shodhana	Overdrive	Balanced original overdrive in RhPf's current catalog.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Mosferatwo	Overdrive	Multi-stage MOSFET overdrive with touch-sensitive gain behavior.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Mosphoros	Overdrive	MOSFET-focused overdrive introduced as a later original RhPf design.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Mo(s)ghoul	Distortion	Reactive MOSFET distortion aimed at alternative, shoegaze, stoner and doom applications.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Basilisk	Distortion	Swiss high-gain distortion with a deliberately aggressive chainsaw-oriented character.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Capharnaüm	Fuzz	Original fuzz design in the RhPf catalog.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
RhPf Electronics	Mosrawr	Fuzz	Velcro-style fuzz using RhPf's recurring MOSFET design language.	https://rhpfelectronics.com/rhpf-electronics-handmade-guitar-pedals-in-switzerland/products/	INVENTORY
Iceberg Effects	Miniwatt Tube Overdrive - Internal Tube	Overdrive	Hand-built Dutch tube overdrive with the tube mounted internally.	https://www.icebergeffects.nl/	INVENTORY
Iceberg Effects	Miniwatt Tube Overdrive - External Tube	Overdrive	Miniwatt family state with externally accessible tube presentation.	https://www.icebergeffects.nl/	INVENTORY
Iceberg Effects	Stratum Classic Dual Overdrive V1	Dual Overdrive	Earlier documented Stratum dual-overdrive state, preceding the current V2 bypass architecture.	https://www.icebergeffects.nl/support/manuals	INVENTORY
Iceberg Effects	Stratum Classic Dual Overdrive V2	Dual Overdrive	Current V2 dual-overdrive platform with linked footswitch/bypass modes.	https://www.icebergeffects.nl/support/footswitch-bypass-system	INVENTORY
Iceberg Effects	Strijp Dual Overdrive V1	Dual Overdrive	Earlier documented Strijp dual-overdrive state.	https://www.icebergeffects.nl/support/manuals	INVENTORY
Iceberg Effects	Strijp Dual Overdrive V2	Dual Overdrive	Current V2 dual-overdrive state with innovative linked bypass system.	https://www.icebergeffects.nl/support/footswitch-bypass-system	INVENTORY
Iceberg Effects	Strijp-S Overdrive	Overdrive	Single-channel Strijp-family overdrive state.	https://www.icebergeffects.nl/products	INVENTORY
Salamander Pedals	Smudge Overdrive	Overdrive / Fuzz	Handmade Slovakian point-to-point overdrive that can range into fuzz; uses vintage NOS components.	https://reverb.com/item/80755131-salamander-pedals-smudge-od	INVENTORY
Salamander Pedals	Smudge 10 Years Anniversary	Overdrive / Fuzz	2024 anniversary run of ten individually numbered Smudge art pedals.	https://reverb.com/item/86485017-salamander-pedals-bep-10-years-anniversary-smudge-overdrive-fuzz-s-n-8-out-of-10-handcrafted-in-slovakia	INVENTORY
