MOD-0446	BOSS	JB-2 Angry Driver	Original	2017	Dual overdrive	BOSS/JHS collaboration combining Blues Driver and Angry Charlie identities in one six-mode dual-drive enclosure, with selectable individual, series and parallel operation.	VERIFIED	https://www.boss.info/us/products/jb-2/	BOSS dated its introduction September 8, 2017 for the 40th anniversary of the compact-pedal line; collaboration status is a major provenance clue.
MOD-0447	Chase Bliss Audio	Brothers Analog Gainstage	Original	2017	Multi-mode boost/overdrive/fuzz	Two independent analog gain channels provide six boost/drive/fuzz voices, with digitally controlled routing and preset recall while keeping the audio path analog.	VERIFIED	https://coastsonic.com/blogs/news/new-from-chase-bliss-brothers	Contemporary January 17, 2017 announcement gives March 20 release timing; collaboration with Resonant Electronic Design is part of the product history.
MOD-0448	J. Rockett Audio Designs	Rockaway Archer	Original	2017	Overdrive + EQ	Archer-family overdrive adapted for Steve Stevens with a six-band graphic EQ replacing the conventional tone section and providing large cut/boost range.	VERIFIED	https://www.premierguitar.com/j-rockett-audio-designs-introduces-the-steve-stevens-rockaway-archer	Premier Guitar dated the announcement February 22, 2017; signature artist relationship and six-band faceplate are strong identification clues.
MOD-0449	Wampler Pedals	Dracarys	Original	2017	High-gain distortion	Brian Wampler's modern high-gain distortion developed after studying contemporary metal tones, with a dedicated voicing aimed at tight, aggressive response.	VERIFIED	https://www.wamplerpedals.com/blog/latest-news/2017/03/dracarys-release-the-fire/	Wampler announced the release March 1, 2017; preserve the artist/genre-development story as provenance rather than as a circuit claim.
MOD-0450	Friedman Amplification	Fuzz Fiend	Original	2017	Tube fuzz	Tube-driven fuzz using a high-voltage 12AX7A preamp stage, with a momentary Rage control and a broad EQ section.	VERIFIED	https://www.premierguitar.com/friedman-amplification-announces-the-fuzz-fiend-and-motor-city-drive	April 4, 2017 coverage documents the product; physical tube/power-supply requirements are useful specimen clues.
MOD-0451	Friedman Amplification	Motor City Drive	Original	2017	Tube overdrive	Tube-driven overdrive using a high-voltage 12AX7A preamp stage with a five-control preamp-style tone stack and wide gain range.	VERIFIED	https://www.effectsdatabase.com/model/friedman/motorcitydrive	Contemporary 2017 coverage and catalog evidence establish NAMM-era introduction; retain tube-drive identity as the defining product feature.
MOD-0452	Friedman Amplification	Dirty Shirley	Original	2017	Amp-style overdrive	Marshall-inspired overdrive voiced after the Dirty Shirley amplifier, with enhanced control over its mid-focused classic-rock response.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	2017 annual coverage identifies Dirty Shirley among the year's notable dirt releases; exact first-production date remains to be reconciled.
MOD-0453	Friedman Amplification	Buxom Boost	Original	2017	Boost	Wide-range boost associated with Friedman's 2017 pedal expansion and designed to shape and drive an amplifier without behaving as a conventional high-gain distortion box.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	Retain 2017 census status separately from exact launch chronology.
MOD-0454	BYOC	Crown Jewel	Original	2017	Multi-mode overdrive / distortion	Full-size configurable overdrive and distortion platform emphasizing selectable voicings and broad external control over gain character.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	GPX places Crown Jewel in the 2017 field; deeper builder documentation should establish exact production phases later.
MOD-0455	AmpTweaker	TightFuzz Jr	Jr	2017	Dual-voicing fuzz	Compact fuzz combining germanium and silicon-oriented response choices, with controls aimed at tightening or opening the fuzz character.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	Preserve Jr designation exactly because enclosure/model naming is important for specimen identification.
MOD-0456	KMA Audio Machines	Minos Germanium Fuzz	Original	2017	Germanium fuzz	Germanium fuzz combining Tone Bender MkII and Superfuzz-inspired tonal territory with wide gain behavior from gritty drive to thick fuzz.	VERIFIED	https://www.effectsdatabase.com/model/kma/minos	Effects Database dated the record September 25, 2017 and identifies NAMM-era KMA lineage references; keep the inspiration relationship distinct from product identity.
MOD-0457	KMA Audio Machines	Wurm	Original	2017	High-gain distortion	Extended-range high-gain distortion associated with the HM-2 style of riff distortion and the Berlin boutique's growing heavy-music line.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	GPX identifies Wurm in the 2017 KMA landscape; exact first-production date and early/late specimen differences remain a later audit task.
MOD-0458	Fuzzrocious	Blast Furnace	Original	2017	Gated fuzz	Gated and mid-scooped fuzz appearing in Fuzzrocious's 2017 product field, emphasizing abrupt decay and aggressive texture.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	Annual coverage is discovery evidence; Fuzzrocious is known for iterative editions, so future specimen work should reconcile enclosure and graphics changes.
MOD-0459	Fuzzrocious	Cat King	King	2017	High-gain distortion / fuzz	King-sized Cat Tail family distortion with a Rat-oriented character and expanded control/layout compared with the regular Cat Tail.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	Preserve King as a product/size designation rather than merging it into the regular Cat Tail record.
MOD-0460	Fuzzrocious	LunaReclipse	Original	2017	Multi-clipping overdrive / distortion	Compact multi-clipping platform using a single rotary selector to move through a wide range of clipping characters from boost through distortion.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	GPX describes LunaReclipse as a 12-position clipping platform; the control interface is an especially useful identification clue.
MOD-0461	Fulltone	Mas Malo	Original	2017	Distortion / fuzz	High-gain distortion/fuzz product listed in Fulltone's 2017 field, retaining enough crossover behavior to sit between conventional distortion and fuzz categories.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	Keep dual-category classification because contemporary coverage explicitly treated it as distortion/fuzz.
MOD-0462	Keeley Electronics	D&M Drive	Original	2017	Dual overdrive	Serial dual-drive collaboration associated with Dan and Mick, combining two complementary drive sections in one enclosure.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	2017 annual coverage identifies the D&M Drive as a contemporary Keeley dual-drive product; collaboration provenance should be preserved.
MOD-0463	Keeley Electronics	Filaments	Original	2017	High-gain distortion	Keeley's first concerted metal-oriented distortion effort, with extended tone shaping for heavy gain sounds.	VERIFIED	https://www.premierguitar.com/gear/reviews/keeley-filaments-review	Premier Guitar's August 24, 2017 review explicitly calls Filaments Keeley's first metal-oriented distortion; exact release date remains separate from review date.
MOD-0464	Walrus Audio	Jupiter V2	V2	2017	Fuzz	Updated Jupiter fuzz with increased gain, revised volume/tone behavior and an internal gate adjustment, paired with a new enclosure finish/artwork.	VERIFIED	https://www.effectsdatabase.com/model/walrus/jupiter/v2	Contemporary record dated February 13, 2017; V2 label and internal gate control are useful generation clues.
MOD-0465	Walrus Audio	Iron Horse V2	V2	2017	Distortion	Updated Iron Horse distortion with smoother gain range, expanded treble on the tone control and easier unity-gain setting.	VERIFIED	https://www.effectsdatabase.com/model/walrus/ironhorse/v2	2017 demos document the revision and explicitly describe Level, Tone and Distortion changes; V2 should remain distinct from the original Iron Horse.
MOD-0466	Walrus Audio	Warhorn	Original	2017	Overdrive	Overdrive product appearing in Walrus Audio's 2017 release field, retained as a distinct gain model rather than folded into later combo pedals.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	GPX 2017 annual coverage is the current broad census source; exact chronology requires deeper Walrus catalog reconciliation.
MOD-0467	Wampler Pedals	Tumnus Deluxe	Deluxe	2017	Klon-style overdrive	Expanded Tumnus-family overdrive with three-band EQ and a higher-gain mode in a larger enclosure.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	Preserve Deluxe as a distinct variant state and keep Klon lineage separate from Wampler product identity.
MOD-0468	JHS Pedals	Calhoun Dual Overdrive	Original	2017	Dual overdrive	Artist-associated dual overdrive from JHS, presented as two complementary gain voices in one enclosure.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	2017 annual coverage provides discovery evidence; preserve collaboration/artist relationship separately from product name.
MOD-0469	JHS Pedals	Moonshine V2	V2	2017	Overdrive	Second-generation Moonshine overdrive retained as a separate JHS product state in 2017 coverage.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2017-new-guitar-pedals-of-the-year	V2 is an explicit variant designation and should not be silently merged with the original Moonshine record.
