builder	model	category	light_description	photo_source	status
Soul Power Instruments	Hands Of Death	Distortion	Historical SPI distortion documented in 2013 as a thick, forceful distortion with defined low-gain attack and heavier low-mid saturation at higher gain.	https://www.shimamura.co.jp/update/shops/shizuoka/amp-effector/59869/	INVENTORY
Soul Power Instruments	Snakepit	Distortion	Historical SPI dirt model listed in the 2017 dealer catalog; preserved as a distinct discontinued distortion family until further chronology is found.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Brown Sound Equation	Distortion	High-gain distortion commissioned by a dealer request and designed to push transistor amps toward a brown-sound character, with a SHAPE control.	https://www.shimamura.co.jp/update/shops/shizuoka/amp-effector/59869/	INVENTORY
Soul Power Instruments	Adultronix	Overdrive	Historical SPI overdrive listed in the 2017 catalog as a separate model preceding the Adultronix2 generation.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Freestyle	Overdrive	Historical SPI dirt model listed in the 2017 catalog; retained as a distinct model pending deeper product-description recovery.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Fusion	Overdrive	Historical SPI dirt model listed in the 2017 catalog; retained as a distinct model pending deeper product-description recovery.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Desperado	Overdrive	Historical SPI overdrive documented in the 2013-2017 dealer catalogs and preserved as a separate product family from Desperado II.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Spell Bound	Overdrive	Historical SPI overdrive listed in the 2017 dirt catalog.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Spanking Purplins	Overdrive	Historical SPI dirt model listed in the 2017 catalog; spelling preserved from the dealer record.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	The Fuzz Who Fell To Japan	Fuzz	Historical SPI fuzz listed in the 2017 dealer catalog; title preserved as documented.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	DIRK SIDE	Distortion	Historical SPI dirt model listed in the 2017 dealer catalog.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Desperado II	Overdrive	Second-generation historical SPI overdrive documented alongside the original Desperado in the 2017 catalog.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Diva	Overdrive	Historical SPI dirt model listed in the 2017 catalog.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
Soul Power Instruments	Centurion	Overdrive	Historical SPI dirt model listed in the 2017 catalog.	https://www.shimamura.co.jp/shop/shizuoka/product/20170528/116	INVENTORY
