builder	model	category	light_description	photo_source	status
Providence	FDT-1F Flame Drive	Overdrive	Historical Providence Flame Drive generation retained as a named overdrive product in the manufacturer lineage.	https://www.effectsdatabase.com/model/providence	INVENTORY
Providence	BASS DRIVER	Overdrive	Providence bass-oriented drive pedal preserved as a named dirt product in the historical catalog.	https://www.effectsdatabase.com/model/providence	INVENTORY
Providence	FDR-1F Flame Drive 1F	Overdrive	Japanese Providence Flame Drive 1F product state documented in historical retail records.	https://www.effectsdatabase.com/model/providence	INVENTORY
Providence	SOV-1 Stampede Overdrive	Overdrive	Early Providence Stampede overdrive lineage already established in the manufacturer history.	https://www.effectsdatabase.com/model/providence/stampede/sov1	INVENTORY
Providence	SOV-2 Stampede Overdrive	Overdrive	Current Providence Stampede overdrive generation preserved in the first-party lineup.	https://www.providence-ltd.com/products/pedal/index.html	INVENTORY
Providence	SDT-1 Stampede DT	Distortion	Early Providence Stampede DT distortion state preserved as a historical product family member.	https://www.effectsdatabase.com/model/providence/standard/sdt1	INVENTORY
Providence	SDT-2 Stampede DT	Distortion	Historical Providence Stampede DT distortion generation with wide gain range.	https://www.effectsdatabase.com/model/providence/standard/sdt2	INVENTORY
Providence	SDT-3 Stampede DT	Distortion	Current Providence Stampede DT generation.	https://www.effectsdatabase.com/model/providence/standard/sdt3	INVENTORY
Noah'sark	Green Over Drive	Overdrive	Historical Noah'sark house-brand overdrive preserved in Ikebe-related Japanese catalog records.	https://www.effectsdatabase.com/model/noahsark	RESEARCH_RELATIONSHIP
Noah'sark	Yellow Over Drive	Overdrive	Historical Noah'sark house-brand overdrive preserved in the Japanese private-label catalog.	https://www.effectsdatabase.com/model/noahsark	RESEARCH_RELATIONSHIP
Noah'sark	Purple Fuzz	Fuzz	Historical Noah'sark house-brand fuzz preserved in the Japanese private-label catalog.	https://www.effectsdatabase.com/model/noahsark	RESEARCH_RELATIONSHIP
Noah'sark	Distortion M	Distortion	Historical Noah'sark distortion model preserved in the Ikebe-related house-brand catalog.	https://www.effectsdatabase.com/model/noahsark	RESEARCH_RELATIONSHIP
Noah'sark	Distortion B	Distortion	Historical Noah'sark distortion model preserved in the Japanese private-label catalog.	https://www.effectsdatabase.com/model/noahsark	RESEARCH_RELATIONSHIP
One Control	Natural Drive 4K	Overdrive	One Control 4K-generation natural overdrive in the BJF design lineage.	https://one-control.com/collections/all/overdrive	INVENTORY
One Control	Honey Bee OD 4K	Overdrive	One Control compact 4K presentation of the Honey Bee overdrive lineage.	https://one-control.com/collections/bjfe-in-your-hand-series	INVENTORY
One Control	Dyna Red Distortion 4K	Distortion	One Control 4K presentation of the Dyna Red Distortion lineage.	https://one-control.com/collections/bjfe-in-your-hand-series	INVENTORY
One Control	Shades Of Green O.D. Deluxe	Overdrive	One Control BJFE-in-your-hand presentation of the Shades Of Green overdrive lineage.	https://one-control.com/collections/bjfe-in-your-hand-series	INVENTORY
