builder	model	category	light_description	photo_source	status
A.Y.A	BM-Fuzz 70	Fuzz	Japanese boutique fuzz with a fat, strong response that ranges from natural distortion into dirty fuzz.	https://www.effectsdatabase.com/model/aya/bmfuzz70	INVENTORY
A.Y.A	BM-Fuzz 80	Fuzz	Tokyo-built fuzz designed to move from natural distortion-box sounds into dirty fuzz, with a broad tone control.	https://www.effectsdatabase.com/model/aya/bmfuzz80	INVENTORY
A.Y.A	Bass Fuzz	Fuzz	Bass-oriented fuzz from A.Y.A's Japanese catalog, aimed at adding saturated fuzz while retaining useful low-end character.	https://www.effectsdatabase.com/model/aya	INVENTORY
A.Y.A	Drivesta	Overdrive	A.Y.A overdrive model intended for amp-like drive and dynamic gain response.	https://www.effectsdatabase.com/model/aya	INVENTORY
A.Y.A	Frontgate Bass Drive	Overdrive	Bass overdrive designed to retain low-end clarity while moving from clean boost into gritty distortion.	https://www.effectsdatabase.com/model/aya/frontgate	INVENTORY
Acid Fuzz	NKT275 Acid Fuzz Face	Fuzz	Limited-run germanium Fuzz Face-style fuzz using selected NKT275 devices, with a straightforward vintage fuzz response.	https://www.effectsdatabase.com/model/acidfuzz/fuzzface	INVENTORY
Acid Fuzz	Professional MkII	Fuzz	Hand-built recreation of the 1960s Professional MkII Tone Bender character, emphasizing smooth saturation, sustain and germanium texture.	https://www.effectsdatabase.com/model/acidfuzz/mk2	INVENTORY
Acid Fuzz	Mk1.5	Fuzz	Hand-built recreation of the Sola Sound Mk1.5 Tone Bender, voiced for germanium fuzz with strong cleanup and adjustable bias.	https://www.effectsdatabase.com/model/acidfuzz/mk15	INVENTORY
Acid Fuzz	Acid Fuzzer MkI	Fuzz	Vintage-style MkI Tone Bender-inspired fuzz with a small-run history and hand-selected germanium devices.	https://www.effectsdatabase.com/model/acidfuzz/acidfuzzer	INVENTORY
Acid Fuzz	Acid Fuzzer Mark III	Fuzz / Overdrive	Jumbo MkIII-style germanium fuzz with a smooth, saturated voice that can back down toward overdrive at lower fuzz settings.	https://www.effectsdatabase.com/model/acidfuzz/acidfuzzer/mk3	INVENTORY
Acid Fuzz	Italian Fuzz	Fuzz	Hand-built recreation of the 1966 Vox Tone Bender sound, with germanium fuzz texture and adjustable bias.	https://www.effectsdatabase.com/model/acidfuzz/italian	INVENTORY
Acid Fuzz	The Zoink Machine	Fuzz	Articulate Zonk-style germanium fuzz with strong note definition, chord clarity and useful cleanup from the guitar volume.	https://www.effectsdatabase.com/model/acidfuzz/zoinkmachine	INVENTORY
Aclam	The Mocker	Fuzz	A modern recreation of the Vox UL730 fuzz sound, expanded with Bias and Tone controls for classic-to-modern fuzz textures.	https://www.effectsdatabase.com/model/aclam/mocker	INVENTORY
Aclam	Go Rocky Go	Overdrive / Distortion	Vox Conqueror-inspired preamp/drive pedal combining clean preamp character with built-in vintage-style distortion and mid-range boost.	https://www.effectsdatabase.com/model/aclam/gorockygo	INVENTORY
Aclam	Dr Robert	Overdrive / Distortion	Vox UL730-inspired amp/preamp pedal designed to reproduce its characteristic gain and fuzz-leaning distortion behavior.	https://www.effectsdatabase.com/model/aclam/drrobert	INVENTORY
A&M Custom Effects	Crash Central	Distortion	100% analog hand-made hard-rock and heavy-metal distortion with gain, tone and a character-changing switch.	https://www.effectsdatabase.com/model/am/crashcentral	INVENTORY
A&M Custom Effects	Metal Maniac	Distortion	High-gain analog distortion built for heavy metal, emphasizing strong gain and tube-like tonal character.	https://www.effectsdatabase.com/model/am/metalmaniac	INVENTORY
Adventure Audio	Glacial Zenith	Overdrive / Distortion / Fuzz	Flexible drive pedal designed to span clean boost, overdrive, distortion and fuzz, with switchable low-end voicings.	https://www.effectsdatabase.com/model/adventure/glacialzenith	INVENTORY
Analog Alien	Fuzz Bubble 45	Fuzz / Overdrive / Distortion	Dual-section pedal pairing a vintage tube-amp-style overdrive/distortion with a Fuzz Face-style fuzz, covering mild grit through saturated fuzz.	https://www.effectsdatabase.com/model/analogalien/fuzzbubble45	INVENTORY
Analog Alien	Alien Twister	Fuzz / Overdrive / Distortion	All-analog gain pedal spanning vintage fuzz, defined distortion and responsive overdrive with a bias control and strong output range.	https://www.effectsdatabase.com/model/analogalien/srv45	INVENTORY
Analog Alien	Tone Dragon	Overdrive / Fuzz	Expressive overdrive/boost that can move from rock and blues drive into wall-of-fuzz saturation, with bias and active tone shaping.	https://www.effectsdatabase.com/model/analogalien/tonedragon	INVENTORY
Alexander Pedals	Clang	Overdrive	Programmable/modern drive pedal with a broad overdrive character and Alexander's digital control approach.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Defender	Overdrive / Distortion / Fuzz	Digital dirt platform offering separate OD, distortion and fuzz modes, with additional pitch and filter processing available.	https://www.effectsdatabase.com/model/alexander/defender	INVENTORY
Alexander Pedals	Hot Pink Drive	Overdrive	Alexander Pedals drive model built for flexible, saturated overdrive tones.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Jubilee	Overdrive	Silver-series overdrive designed around an expressive, amp-like gain response.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Princess Clang	Overdrive	Royal Overdrive model pairing Alexander's gain voice with a distinct character-oriented presentation.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Radiacmeter Dist-O-Drive	Distortion / Overdrive	Alexander dirt pedal designed to cover distortion and overdrive textures in a compact stompbox format.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Animals Pedal	Angel Bear Face Fuzz	Fuzz	Fuzz model from the Animals Pedal line focused on vintage-style saturated guitar textures.	https://www.effectsdatabase.com/model/animals	INVENTORY
Animals Pedal	Fishing Is As Fun As Fuzz	Fuzz	Thick, wall-like fuzz with a distortion-like edge and a refined later version aimed at broader guitar and amp compatibility.	https://www.effectsdatabase.com/model/animals/fishingisasfun	INVENTORY
Animals Pedal	I Was A Wolf In The Forest Distortion	Distortion	British-style rock distortion designed to range from light crunch and creamy overdrive into thicker, more saturated distortion.	https://www.effectsdatabase.com/model/animals/wolfintheforest	INVENTORY
Animals Pedal	Major Over Drive	Overdrive	British tube-amp-inspired overdrive covering slightly dirty cleans, crunch, brown-sound territory and higher-gain lead sounds.	https://www.effectsdatabase.com/model/animals/major	INVENTORY
Animals Pedal	Rover Fuzz	Fuzz	Tone Bender-inspired fuzz with adjustable woolly density, capable of focused overdrive-like tones through compressed, sustained fuzz.	https://www.effectsdatabase.com/model/animals/rover	INVENTORY
Animals Pedal	Rust Rod Fuzz	Fuzz	Ram's Head Big Muff-inspired fuzz with thick sustain and a broad saturated voice.	https://www.effectsdatabase.com/model/animals/rustrod	INVENTORY
Animals Pedal	Surfing Polar Bear Bass Overdrive	Overdrive	Bass overdrive designed to retain bass character while providing anything from light grit to a more aggressive driven sound.	https://www.effectsdatabase.com/model/animals/surfingpolarbear	INVENTORY
Animals Pedal	Tioga Road Cycling Distortion	Distortion	Rat-style distortion collaboration with a fatter low end and switchable clipping responses from cleaner drive to heavier distortion.	https://www.effectsdatabase.com/model/animals/tiogaroadcycling	INVENTORY
Animals Pedal	Vintage Van Driving Is Very Fun	Overdrive	Straightforward overdrive designed to brighten and add useful drive texture, working across single-coils and humbuckers.	https://www.effectsdatabase.com/model/animals/vintagevan	INVENTORY
All-Pedal	Alcmene	Overdrive	Klon-style overdrive with germanium clipping, active treble control and a gain range that can push into heavier distortion.	https://www.effectsdatabase.com/model/allpedal/alcmene	INVENTORY
All-Pedal	Love Machine	Octave Fuzz	Vintage-style fuzz with a blendable octave-up voice, aimed at chewy, organic saturation and cutting octave textures.	https://www.effectsdatabase.com/model/allpedal/lovemachine	INVENTORY
All-Pedal	Devil's Triad Essentials	Overdrive / Boost	Compact drive-and-boost section derived from the Devil's Triad, developed with Jeff Loomis for versatile guitar gain sounds.	https://www.effectsdatabase.com/model/allpedal/devilstriad/essentials	INVENTORY
Beetronics	Abelha	Fuzz	Tropical-styled fuzz from Beetronics' California-built catalog, emphasizing thick vintage-inspired fuzz character.	https://www.effectsdatabase.com/model/beetronics	INVENTORY
Beetronics	OctaHive	Octave Fuzz	High-octave fuzz combining saturated fuzz with a strong octave-up character for cutting lead and psychedelic textures.	https://www.effectsdatabase.com/model/beetronics	INVENTORY
Beetronics	Overhive	Overdrive	Mid-gain overdrive designed for warm, honeyed drive tones with enough flexibility for different pickup and amp combinations.	https://www.effectsdatabase.com/model/beetronics	INVENTORY
Beetronics	Royal Jelly	Overdrive / Fuzz	Dual-purpose drive pedal combining overdrive and fuzz voices in a highly interactive gain design.	https://www.effectsdatabase.com/model/beetronics	INVENTORY
Beetronics	Tuna Fuzz	Fuzz	Fuzz pedal from the Beetronics catalog built around thick, saturated fuzz character.	https://www.effectsdatabase.com/model/beetronics	INVENTORY
Beetronics	Wannabee	Overdrive / Fuzz	Beelateral Buzz gain pedal combining two complementary dirty voices for flexible saturated tones.	https://www.effectsdatabase.com/model/beetronics	INVENTORY
Benson Amps	Germanium Fuzz	Fuzz / Overdrive	Germanium fuzz voiced to move from clean boost and overdrive into aggressive fuzz while preserving dynamic interaction with the guitar.	https://www.effectsdatabase.com/model/benson/fuzz/germanium	INVENTORY
