builder	model	category	light_description	photo_source	status
West Tokyo Waves	Brutalist Fuzz	Fuzz / Distortion	Handmade Tokyo fuzz with octave/gated behavior, independent clean boost and concrete enclosure; documented as the first designed pedal of West Tokyo Waves.	https://www.westtokyowaves.com/product-page/brutalist-fuzz	INVENTORY
West Tokyo Waves	Noise Swash	Noise / Dirt-Adjacent	Tokyo handmade noise device and early West Tokyo Waves release, developed as an update of the 4ms noise-pedal concept; retain outside core dirt counting until category policy is finalized.	https://www.westtokyowaves.com/	CANDIDATE
West Tokyo Waves	Structures	Overdrive / Fuzz	Seven-transistor handmade Tokyo overdrive/fuzz with individually weathered concrete/metal finishes; current 2026 product.	https://www.westtokyowaves.com/	INVENTORY
Animal Factory Amplification	Godeater+	Bass Distortion	Mumbai boutique bass distortion with expanded low-end and sidechain/crossover-oriented signal shaping; current first-party pedal.	https://animalfactoryamps.com/collections/effect-pedals/pedals	INVENTORY
Animal Factory Amplification	Ozymandias	Overdrive / Distortion	Mumbai dual-channel boutique drive pedal documented as part of Animal Factory's current original-circuit pedal line.	https://animalfactoryamps.com/collections/effect-pedals/pedals	INVENTORY
Animal Factory Amplification	Dirty Mirror	Fuzz	Mumbai dual-parallel fuzz pedal combining two dirt paths with delay/wet-dry interaction; developed from the Coma Reactor core and documented by the builder.	https://animalfactoryamps.com/blogs/news/introducing-dirty-mirror	INVENTORY
Animal Factory Amplification	Pit Viper v2	Distortion	Discontinued Animal Factory distortion pedal preserved as a historical catalog product from the Mumbai operation.	https://animalfactoryamps.com/collections/all/pedals	INVENTORY
MASF Pedals	ORDO	Fuzz / Boost / Overdrive	Japanese boutique dirt pedal documented in current Japanese dealer catalogs; retain as a named MASF dirt product.	https://lep-international.jp/en/collections/all/masfpedals	INVENTORY
MASF Pedals	Paranoid	Distortion / Fuzz	Japanese MASF dirt pedal documented by Japanese retailers as distortion/fuzz.	https://www.j-guitar.com/products/list/?brand=810	INVENTORY
MASF Pedals	POSSESSED	Noise / Dirt-Adjacent	Japanese MASF experimental pedal with strong noise-oriented identity; retain as a dirt-adjacent research record rather than inflate central fuzz/OD/DIST counts.	https://lep-international.jp/collections/masf-pedals	CANDIDATE
MASF Pedals	thornoscillator	Noise / Fuzz	Japanese MASF experimental noise/fuzz device documented in current dealer catalogs.	https://lep-international.jp/en/collections/all/masfpedals	CANDIDATE
MASF Pedals	Epilepsy	Distortion / Glitch	Japanese MASF experimental dirt/glitch product documented by Japanese retailers; classification should be finalized during Protocol B.	https://store.shopping.yahoo.co.jp/ninevolt-y/masfpedals.html	CANDIDATE
ZenZero Electronics	FuzU	Fuzz / Distortion	Japanese boutique high-gain fuzz/distortion documented in the 2023 Japanese boutique survey and retailer coverage.	https://www.guitarpedalx.com/news/gpx-blog/an-a-z-of-less-well-known-japanese-boutique-pedal-brands	INVENTORY
ZenZero Electronics	Habu Heavy Metal Distortion	Distortion	Japanese compact high-gain distortion from the ZenZero catalog documented in boutique-builder coverage.	https://www.guitarpedalx.com/news/gpx-blog/an-a-z-of-less-well-known-japanese-boutique-pedal-brands	INVENTORY
ZenZero Electronics	Red Crown	Overdrive / Distortion	Japanese compact overdrive/high-energy distortion from the ZenZero catalog documented in boutique-builder coverage.	https://www.guitarpedalx.com/news/gpx-blog/an-a-z-of-less-well-known-japanese-boutique-pedal-brands	INVENTORY
