builder	model	category	light_description	photo_source	status
BREÑA FX	BZ-1	Fuzz	Zonk Machine-inspired boutique fuzz from the Simi Valley builder's current catalog.	https://www.brenafx.com/	INVENTORY
BREÑA FX	Pinky Tuscadero - MKI Hybrid	Fuzz	Hybrid germanium/silicon Tone Bender-family fuzz state in BREÑA FX's current shop.	https://www.brenafx.com/	INVENTORY
BREÑA FX	One Knob Fuzz	Fuzz	Minimalist one-knob fuzz offered by BREÑA FX in a small wedge enclosure.	https://www.brenafx.com/	INVENTORY
BREÑA FX	Double Driver	Overdrive / Boost	Dual-stage gain/boost model in BREÑA FX's current catalog.	https://www.brenafx.com/	INVENTORY
BREÑA FX	MkTwo Pro	Fuzz	Tone Bender MKII Professional-inspired fuzz using vintage-style germanium transistor selection.	https://www.brenafx.com/product/mktwo-pro-008	INVENTORY
BREÑA FX	Mercury Pre-Amp Booster	Boost / Preamp	Germanium-flavored amplifier-style booster/preamp in BREÑA FX's current catalog.	https://www.brenafx.com/	INVENTORY
BREÑA FX	MK1.5 Tonebender	Fuzz	1966 Sola Sound MK1.5 Tone Bender-inspired fuzz, retained as a historical boutique state.	https://www.brenafx.com/product/mk1-5-009	INVENTORY
BREÑA FX	BP-3	Fuzz / Distortion / Boost	Harmonic Percolator-based design with silicon, germanium, and diode-lift clipping states.	https://www.brenafx.com/product/bp-3-012-minor-blem	INVENTORY
BREÑA FX	Tone Slayer	Fuzz / Boost	Two-stage fuzz-and-boost design pairing an Italian Tone Bender-inspired fuzz with a Rangemaster-style boost.	https://www.brenafx.com/product/tone-slayer-001	INVENTORY
BREÑA FX	V2 RAT	Distortion	Boutique Rat-family distortion state in BREÑA FX's shop archive.	https://www.brenafx.com/	INVENTORY
BREÑA FX	'71 MKIV	Fuzz	Tone Bender MKIV-family boutique fuzz state documented in the BREÑA FX shop.	https://www.brenafx.com/	INVENTORY
BREÑA FX	Alhambra	Fuzz	Vintage-inspired fuzz model retained in the builder's historical/current shop catalog.	https://www.brenafx.com/	INVENTORY
Teos Music	1987 Distortion	Distortion / Overdrive	High-gain British-voiced distortion in the current Teos Music catalog.	https://teosmusic.net/categorie-produit/overdrive/	INVENTORY
Teos Music	45 Overdrive	Overdrive / Boost	Low-gain JTM45-style overdrive designed as an edge-of-breakup foundation.	https://teosmusic.net/categorie-produit/overdrive/	INVENTORY
Teos Music	Black Label Dual Overdrive	Dual Overdrive / Boost	Dual-channel configurable overdrive platform in the Teos Music catalog.	https://teosmusic.net/categorie-produit/overdrive/	INVENTORY
Teos Music	Black Pearl Dual Overdrive	Dual Overdrive / Boost	Two-channel configurable overdrive designed for stacking.	https://teosmusic.net/en/	INVENTORY
Teos Music	British Drive	Overdrive / Fuzz	Plexi-inspired amp-in-a-box with selectable OD/fuzz operation and low-end modes.	https://teosmusic.net/en/product/british-drive-overdrive-fuzz/	INVENTORY
Teos Music	Centauride Overdrive	Overdrive / Boost	Modern transparent overdrive/boost in the Teos Music lineup.	https://teosmusic.net/categorie-produit/overdrive/	INVENTORY
Teos Music	Dirty Shire Overdrive	Overdrive / Distortion	High-gain British-style drive in the current Teos Music range.	https://teosmusic.net/categorie-produit/overdrive/	INVENTORY
Teos Music	Erebor Crunch Drive	Overdrive / Distortion	Higher-gain crunch drive positioned between the low-gain and modern high-gain Teos designs.	https://teosmusic.net/categorie-produit/overdrive/	INVENTORY
Teos Music	Gladiator Overdrive	Overdrive / Boost	Low-gain amp-style overdrive and boost in the Teos lineup.	https://teosmusic.net/categorie-produit/overdrive/	INVENTORY
Teos Music	Gladiator Preamp / Overdrive	Preamp / Overdrive	Preamp-oriented Gladiator family state documented in Teos Music's comparison guide.	https://teosmusic.net/en/quel-overdrive-choisir-comme-son-principal/	INVENTORY
Teos Music	Katana Overdrive	Overdrive / Boost	Medium-gain overdrive combining Tube Screamer-style mids with Timmy-inspired transparency.	https://teosmusic.net/produit/katana-overdrive/	INVENTORY
Teos Music	Silver Monster MKII	Overdrive / Distortion	Structured high-gain Teos drive in the current family lineup.	https://teosmusic.net/en/quel-overdrive-choisir-comme-son-principal/	INVENTORY
Teos Music	T-Express	Distortion / Overdrive	High-gain structured drive identified in Teos Music's current range guide.	https://teosmusic.net/en/quel-overdrive-choisir-comme-son-principal/	INVENTORY
Richón	Ketchup Overdrive	Overdrive	Chilean boutique overdrive from Ricardo Guzmán's condiment-named pedal line.	https://www.biobiochile.cl/noticias/2015/10/25/richon-los-amplificadores-y-pedales-de-guitarra-chilenos-hechos-a-la-medida.shtml	INVENTORY
Richón	Mustard Distortion	Distortion	Chilean boutique distortion from the Richón pedal line documented in 2015.	https://www.biobiochile.cl/noticias/2015/10/25/richon-los-amplificadores-y-pedales-de-guitarra-chilenos-hechos-a-la-medida.shtml	INVENTORY
Richón	BBQ Boost/Distortion	Boost / Distortion	Combination boost/distortion pedal documented in the Richón Chile catalog report.	https://www.biobiochile.cl/noticias/2015/10/25/richon-los-amplificadores-y-pedales-de-guitarra-chilenos-hechos-a-la-medida.shtml	INVENTORY
Emma Dangers	Muff 70	Fuzz	Hand-built Chilean fuzz model documented in the independent Emma Dangers catalog.	https://emmadangers.wordpress.com/	INVENTORY
Heartbreaker Audio	Vintage Drive	Overdrive / Boost	Handmade Turkish Class-A overdrive using asymmetric silicon and germanium clipping and JFET input buffering.	https://www.hbpedal.com/	INVENTORY
