builder	model	category	light_description	photo_source	status
Analog Man	Astro Tone	Fuzz	Fuzz with a less-compressed response than a Fuzz Face, sitting between fuzz and distortion and able to act as a booster into a large amplifier.	https://www.effectsdatabase.com/model/analogman/astrotone	INVENTORY
Analog Man	Beano Boost	Overdrive / Boost	Treble-boost style gain pedal intended to push an amplifier into singing, harmonically rich breakup.	https://www.effectsdatabase.com/model/analogman	INVENTORY
Analog Man	King Of Tone	Overdrive / Distortion	Dual-channel overdrive designed to preserve guitar and amplifier character while moving from warm, open overdrive toward smoother tube-style distortion.	https://www.effectsdatabase.com/model/analogman/kingoftone	INVENTORY
Analog Man	Peppermint Fuzz	Fuzz	High-gain germanium fuzz with a buzzy, raw 1960s character, ranging from warmer Fuzz Face-like tones to hard-edged fuzz.	https://www.effectsdatabase.com/model/analogman/peppermintfuzz	INVENTORY
Analog Man	Prince Of Tone	Overdrive / Distortion	Compact single-channel gain pedal with clean boost, overdrive and distortion modes derived from the King Of Tone concept.	https://www.effectsdatabase.com/model/analogman/princeoftone	INVENTORY
Analog Man	Sun Face	Fuzz	Hand-built Fuzz Face-style fuzz family aimed at early germanium fuzz character, with response that varies with transistor selection and guitar volume.	https://www.effectsdatabase.com/model/analogman	INVENTORY
Analog Man	Sun Lion	Fuzz / Treble Boost	Combination of a Beano-style treble booster and Sun Face-style fuzz in one enclosure.	https://www.effectsdatabase.com/model/analogman/sunlion	INVENTORY
Analog Man	SunBender	Fuzz	Tone Bender-inspired fuzz family with vintage-style sustain, gain and cleanup characteristics.	https://www.effectsdatabase.com/model/analogman	INVENTORY
A Sound Of Failure	Death Driver	Overdrive / Distortion	High-gain drive/distortion designed for aggressive, saturated guitar tones.	https://www.effectsdatabase.com/model/asoundoffailure/deathdriver	INVENTORY
A Sound Of Failure	Sonic Harm	Fuzz / Distortion	Harmonic dirt effect combining fuzz and distortion character for thick, overtone-rich sounds.	https://www.effectsdatabase.com/model/asoundoffailure/sonicharm	INVENTORY
6 Degrees FX	Amplitude ELEVEN	Overdrive	Class-A style dual overdrive/preamp with active EQ and selectable clipping voices ranging from softer germanium character to tighter silicon response.	https://www.effectsdatabase.com/model/6degrees/amplitude11	INVENTORY
6 Degrees FX	R3 Distortion	Distortion	RAT-derived distortion with selectable germanium, asymmetrical and silicon clipping voices, covering classic rock through high-gain articulate distortion.	https://www.effectsdatabase.com/model/6degrees/r3	INVENTORY
6 Degrees FX	Rodeo Drive	Overdrive	Modified Bluesbreaker-style overdrive voiced toward cranked Marshall-style rock tones with expanded EQ control.	https://www.effectsdatabase.com/model/6degrees/rodeodrive	INVENTORY
6 Degrees FX	Sally Drive	Overdrive	Amp-like overdrive designed for dynamic response, touch sensitivity and classic-to-modern driven tones.	https://www.effectsdatabase.com/model/6degrees/sallydrive	INVENTORY
6 Degrees FX	Millie Fuzz	Fuzz	Fuzz pedal from the 6 Degrees FX dirt range, aimed at saturated and responsive classic fuzz textures.	https://www.effectsdatabase.com/model/6degrees	INVENTORY
7G FX	DS-1 Distortion	Distortion	Compact distortion pedal intended for classic rock and harder saturated drive tones.	https://www.effectsdatabase.com/model/7gfx	INVENTORY
7G FX	OD-1 Over Drive	Overdrive	Straightforward overdrive designed to add gain and amplifier-style breakup while remaining responsive to picking dynamics.	https://www.effectsdatabase.com/model/7gfx	INVENTORY
A&M Custom Effects	Crash Central	Distortion	Crunch-focused distortion for aggressive rhythm and lead tones.	https://www.effectsdatabase.com/model/amcustomeffects	INVENTORY
A&M Custom Effects	Crazyboy	Fuzz	Dual-fuzz concept offering multiple saturated fuzz voices.	https://www.effectsdatabase.com/model/amcustomeffects	INVENTORY
A&M Custom Effects	Metal Maniac	Distortion	High-gain distortion aimed at heavy guitar tones with strong saturation and aggressive attack.	https://www.effectsdatabase.com/model/amcustomeffects	INVENTORY
A&M Custom Effects	Twin Pro	Overdrive	Two-sided overdrive designed to cover low-to-medium gain drive textures.	https://www.effectsdatabase.com/model/amcustomeffects	INVENTORY
