builder	model	category	light_description	photo_source	status
BSM	Albuquerque	Overdrive / Boost	Artist-specific booster/drive from the BSM catalog, voiced for a focused, amp-pushing classic-rock response.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	Ambassador	Treble Boost	Boutique treble booster built around a focused upper-frequency gain character for pushing amplifiers.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	AP-WA Andy Powell Treble Booster	Treble Boost	Artist-specific treble booster voiced around Andy Powell's classic-rock signal character.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	BM-Q Special Treble-Booster	Treble Boost	Special-edition Brian May-oriented treble booster designed for focused upper-mid gain and amplifier drive.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	BM-Q Treble-Booster	Treble Boost	Brian May-oriented treble booster providing focused upper-mid gain and a strong amplifier-pushing response.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	CM 71/73	Overdrive / Boost	Vintage-style gain pedal drawing on early-1970s British amplification characteristics, from boost into driven tones.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	FassBender Fuzz Machine	Fuzz	Vintage-style fuzz combining a Bender-family voice with thick saturation and pronounced harmonic attack.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	FuzzBender Fuzz Machine	Fuzz	Bender-derived fuzz with a thick, aggressive response suited to classic British-style saturated tones.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	HS Hornby-Skewes Treble Booster	Treble Boost	Hornby-Skewes-style treble booster designed for focused frequency shaping and gritty amplifier drive.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	J-Fuzz	Fuzz	Vintage-oriented fuzz pedal offering saturated gain and a harmonically rich classic fuzz character.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	Overdrive Supreme	Overdrive	High-quality boutique overdrive aimed at responsive amplifier-style breakup and thicker driven tones.	https://www.effectsdatabase.com/model/bsm	INVENTORY
BSM	Spectrum Fuzz Booster	Fuzz / Treble Boost	Fuzz-booster combining controllable treble emphasis with fuzz, capable of moving from boosted attack to thicker saturated textures.	https://www.effectsdatabase.com/model/bsm/spectrum	INVENTORY
Vick Audio	1861 - Civil War Fuzz	Fuzz	Russian-era Muff-family fuzz with thick sustain, strong low-end body and saturated distortion character.	https://www.effectsdatabase.com/model/vickaudio	INVENTORY
Vick Audio	66 Triangle Big Muff	Fuzz	Triangle-era Big Muff reproduction delivering broad, sustaining fuzz with a full and open response.	https://www.effectsdatabase.com/model/vickaudio	INVENTORY
