builder	model	category	light_description	photo_source	status
EC Pedals	Zombie Distortion	Distortion	Israeli two-knob distortion and the first pedal sold under the EC brand, documented by founder Eldar Cohen as a high-gain compact design.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	The Mystical Sustainer	Distortion / Sustainer	Wide-gain distortion and sustaining drive, documented by the builder as a versatile low-to-high-gain product.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Angry Ape	Bass Fuzz	Gate-controlled bass fuzz from the original EC lineup.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Overlord Overdrive	Overdrive	Core EC guitar overdrive from the original Israeli lineup.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Overlord Bass Overdrive	Bass Overdrive	Bass version of the Overlord concept.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Hot Rodded Booster	Boost	Gain-adjacent booster from the original EC catalog.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Michael Benson FuzzDriver	Fuzz / Overdrive	Signature fuzz/drive product associated with Michael Benson.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Muff's Head	Fuzz	EC fuzz model documented in the historical catalog.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Murinae	Distortion / Fuzz	EC dirt product retained from the historical catalog.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Orphaned Drive	Overdrive	Orphaned Land signature drive produced by EC Pedals.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Orphaned Bass Drive	Bass Overdrive	Orphaned Land signature bass drive produced by EC Pedals.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Primestortion	Distortion	EC distortion model in the later historical catalog.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Rusty Cooley Overdrive	Overdrive	Dual-channel signature overdrive for guitarist Rusty Cooley.	https://www.effectsdatabase.com/model/ecpedals	INVENTORY
EC Pedals	Fat Rock	Distortion	Historical EC distortion product documented in 2013 coverage.
https://pedaiseefeitos.com/entrevista/entrevista-ec-pedals/	INVENTORY
EC Pedals	TighMetal Pro	Distortion	Historical EC high-gain distortion product documented alongside Fat Rock in 2013 coverage.
https://pedaiseefeitos.com/entrevista/entrevista-ec-pedals/	INVENTORY
