builder	model	category	light_description	photo_source	status
MASF PEDALS / AXCNOX	Epilepsy	Fuzz/Noise	High-gain fuzz combined with uncontrolled oscillation; current Japanese dealer documentation identifies it as a handmade MASF Pedals product and preserves exterior imagery.	https://ninevolt.jp/en/products/epilepsy ; https://reverb.com/item/64086331-masf-epilepsy-fuzz	CENTRAL
MASF PEDALS / AXCNOX	Kidnapper	Fuzz/Noise	Octave-down fuzz derived for harsh-noise use, with switchable octave intervals; documented as a MASF Pedals fuzz/noise effect with exterior product imagery.	https://ninevolt.jp/products/kidnapper ; https://masfstore.figity.com/en	CENTRAL
MASF PEDALS / AXCNOX	Lavender Head	Fuzz	High-gain fuzz designed around psychedelic, heavy and noisy guitar textures; first-party MASF Store documentation provides an exterior image set.	https://masfstore.figity.com/en/products/lavender-head ; https://ninevolt.jp/collections/masf-pedals	CENTRAL
MASF PEDALS / AXCNOX	Life Convulsion	Fuzz	High-output upper-octave fuzz using Volume/Gain interaction as a major part of its sound; Japanese dealer documentation preserves the product identity and exterior imagery.	https://ninevolt.jp/products/lifeconv ; https://reverb.com/item/81953135-masf-life-convulsion	CENTRAL
MASF PEDALS / AXCNOX	Paranoid	Overdrive/Distortion/Fuzz	Deep drive pedal based around early Black Sabbath-associated tones with three modes spanning heavier and more extreme textures; official/first-party-adjacent dealer documentation provides product photography.	https://ninevolt.jp/products/paranoid ; https://toy-love.hatenablog.com/entry/20130704/1372941601	CENTRAL
MASF PEDALS / AXCNOX	ORDO	Overdrive/Distortion/Fuzz	Wave-shaper drive pedal with selectable one-to-three shaping stages capable of booster, overdrive, distortion and fuzz textures; dealer documentation provides product identity and images.	https://lep-international.jp/products/masfordo	CENTRAL
MASF PEDALS / AXCNOX	POSSESSED	Noise/Signal-processor	Five-control extreme-sound pedal whose own documentation says it does not primarily produce heavy distortion and is intended to interact with other effects; retained outside central dirt.	https://masfstore.figity.com/en/products/possessed ; https://ninevolt.jp/collections/all/masfpedals	RELATIONSHIP_ONLY
MASF PEDALS / AXCNOX	STARRY WISDOM	Fuzz	Bass-oriented fuzz with blend, filter and gain controls; historical Japanese dealer documentation identifies it specifically as a bass fuzz.	https://ninevolt.jp/collections/masf-pedals ; https://toy-love.hatenablog.com/entry/20130704/1372941601	CENTRAL
MASF PEDALS / AXCNOX	Tortam	Fuzz/Experimental	Historical MASF pedal documented in the Japanese dealer catalog and 2016 LEP documentation; retained as a dirt-family record pending a stronger first-party product description.	https://lepintl.jimdofree.com/pdf4/ ; https://lep-international.jp/collections/all/masfpedals	CENTRAL_PENDING
MASF PEDALS / AXCNOX	13u22130x	Distortion/Octave	Current M.A.S.F. pedal combining distortion with a two-octave-down octavizer, documented by the builder's current store with five exterior product images.	https://masfstore.figity.com/en/products/13u22130x	CENTRAL
MASF PEDALS / AXCNOX	Kollaps	Tremolo	Tremolo effect in the MASF catalog; excluded from central dirt because its primary function is modulation.	https://ninevolt.jp/collections/masf-pedals	RELATIONSHIP_ONLY
MASF PEDALS / AXCNOX	RAPTIO	Glitch/Hold	Glitch/hold effect with momentary operation and variable repetition/hold behavior; excluded from central dirt because it is primarily a time-based experimental effect.	https://masfstore.figity.com/en/products/raptio	RELATIONSHIP_ONLY
MASF PEDALS / AXCNOX	SCM	Noise/Experimental	Experimental noise effect based around percussive/impact sound; excluded from central dirt.	https://ninevolt.jp/collections/masf-pedals	RELATIONSHIP_ONLY
MASF PEDALS / AXCNOX	Ma.S Model OSC03	Oscillator	Oscillator product in the wider MASF family; excluded from central dirt.	https://lep-international.jp/collections/all/masfpedals	RELATIONSHIP_ONLY
MASF PEDALS / AXCNOX	thornoscillator	Oscillator/Noise	Oscillator/noise-oriented MASF product; excluded from central dirt.	https://ninevolt.jp/collections/masf-pedals	RELATIONSHIP_ONLY
