builder	model	category	light_description	photo_source	status
TRINITY EFFECTS	LEGENDARY TONE	Overdrive	One-knob point-to-point drive launched in 2025; designed to move from clean boost and crunch into overdrive and strong fuzz-like saturation depending on guitar/amp interaction.	https://toneblue.com/blog/7786/	INVENTORY
TRINITY EFFECTS	ZENTAUR	Overdrive	Japanese handmade transparent-style overdrive; dealer documentation describes a Klon-based foundation with higher gain than the original concept.	https://store.ishibashi.co.jp/search?limit=24&q=D.N.Effects&s5%5B0%5D=S%EF%BC%9A%E6%96%B0%E5品	INVENTORY
TRINITY EFFECTS	LT FUZZ	Fuzz	Japanese handmade fuzz pedal from the Trinity Effects LT family; surviving retailer records show serialized units LTF007 and LTF008 with exterior product photography.	https://store.ishibashi.co.jp/search?limit=24&q=D.N.Effects&s5%5B0%5D=S%EF%BC%9A%E6%96%B0%E5品	INVENTORY
TRINITY EFFECTS	FLUID DISTORTION	Distortion	Japanese handmade distortion pedal in the Fluid line; current retailer documentation identifies serialized units and provides exterior product photography.	https://store.ishibashi.co.jp/search?limit=24&q=D.N.Effects&s5%5B0%5D=S%EF%BC%9A%E6%96%B0%E5品	INVENTORY
TRINITY EFFECTS	FLUID ECHO	Echo	Non-dirt Trinity Effects pedal; retained as relationship context, not central dirt inventory.	https://store.ishibashi.co.jp/search?limit=24&q=D.N.Effects&s5%5B0%5D=S%EFBC%9A%E6%96%B0%E5品	RELATIONSHIP_ONLY
TRINITY EFFECTS	FLUID CHORUS	Chorus	Non-dirt Trinity Effects pedal; retained as relationship context, not central dirt inventory.	https://store.ishibashi.co.jp/search?limit=24&q=D.N.Effects&s5%5B0%5D=S%EFBC%9A%E6%96%B0%E5品	RELATIONSHIP_ONLY
Herbe&Chick	ORANGE	Overdrive	Japanese handmade overdrive with multiple switchable tone-character combinations; first-party shop documents 16 switch combinations and broad backing/lead drive use.	https://herbe-chick.stores.jp/items/612652c38696c73cc2631916	INVENTORY
Herbe&Chick	GAZON -Distortion- Rev.FINAL	Distortion	Japanese handmade distortion developed as the final revision of GAZON, with low/high gain switching and three-band active EQ.	https://store.ishibashi.co.jp/view/item/000000154988	INVENTORY
Herbe&Chick	PIXIE -Booster-	Booster	Japanese handmade gain booster; excluded from central dirt because its primary category is booster.	https://herbe-chick.stores.jp/	RELATIONSHIP_ONLY
Herbe&Chick	TRONC -Booster-	Booster	Japanese handmade booster; excluded from central dirt because its primary category is booster.	https://herbe-chick.stores.jp/	RELATIONSHIP_ONLY
Herbe&Chick	UNICORN -Preamp-	Preamp	Japanese handmade preamp; excluded from central dirt because its primary category is preamp.	https://herbe-chick.stores.jp/	RELATIONSHIP_ONLY
