builder	model	category	light_description	photo_source	status
KHP FX Audio	Ratten Distortion	Distortion	Vietnamese handmade distortion pedal from Da Nang, part of KHP FX Audio's core guitar-effect catalog.	https://www.khpfxaudio.com/	INVENTORY
KHP FX Audio	Ratten Distortion V3	Distortion	Later documented version of KHP FX Audio's Ratten Distortion line; retain version naming for chronology.	https://khpfxaudio.blogspot.com/	INVENTORY
KHP FX Audio	Ratten Distortion V4.1	Distortion	2026 documented revision of the Ratten Distortion family.	https://www.findglocal.com/VN/Da-Nang/111261071907534/KHP-FX-Audio-Guitar-Effects	INVENTORY
KHP FX Audio	Generator Distortion	Distortion	Vietnamese handmade distortion pedal documented in KHP FX Audio's current product catalog.	https://www.khpfxaudio.com/	INVENTORY
KHP FX Audio	Amnesia Fuzz / Distortion	Fuzz / Distortion	Handmade Vietnamese fuzz/distortion product in KHP FX Audio's current catalog.	https://www.khpfxaudio.com/	INVENTORY
KHP FX Audio	Immoral Duality V3	Overdrive / Boost / Preamp	Current KHP FX Audio multi-role dirt/preamp product with versioned catalog identity.	https://www.khpfxaudio.com/	INVENTORY
Blacksleep Audio	Logicvirus	Overdrive / Boost	Philippine boutique overdrive/boost designed around a Swedish chainsaw-adjacent use case, with additional EQ, gate and gain features.	https://blacksleepaudio.com/	INVENTORY
Blacksleep Audio	Pitchbog	Fuzz	Philippine boutique fuzz combining a Hyper Fuzz-inspired octave concept with an Elk Super Fuzz / Triangle Muff-derived foundation.	https://blacksleepaudio.com/	INVENTORY
Blacksleep Audio	Scourge 1	Distortion	Named custom-shop dirt pedal documented by Blacksleep Audio; retain as a custom-series product pending broader catalog chronology.	https://blacksleepaudio.com/	INVENTORY
PedalPimps	LTX Drive collaboration	Distortion / Overdrive	Philippines-based boutique pedal designer credited as the design collaborator for the JCraft LTX Drive; preserve as a relationship/product-design record rather than assume a complete independent catalog.	https://www.jcraftguitars.com/products/jcraft-ltx-drive-high-gain-distortion	RELATIONSHIP_RESEARCH
