builder	model	category	light_description	photo_source	status
KGR HARMONY	ARARE Overdrive	Overdrive	Japanese handmade overdrive built around KGR Harmony's Nanbu-tekki cast-iron enclosure concept; flagship model released in 2020 after collaborative enclosure development with Oitomi in Iwate.	https://kgrharmonyusa.com/	INVENTORY
KGR HARMONY	MIZORE Distortion	Distortion	Current KGR Harmony distortion in the Nanbu-tekki enclosure family, documented in the builder's active Japanese store.	https://kgrharmony.thebase.in/	INVENTORY
KGR HARMONY	SHIZUKU Booster	Booster / Drive-adjacent	Current Nanbu-tekki boost design from KGR Harmony; retained as dirt-adjacent because the builder positions it as a gain-stage utility rather than a primary dirt model.	https://kgrharmonyusa.com/	CANDIDATE
KGR HARMONY	KUROFUNE Fuzz	Fuzz	Current KGR Harmony fuzz using a Ram's Head-inspired voicing and cast-iron Nanbu-tekki enclosure.	https://kgrharmonyusa.com/	INVENTORY
KGR HARMONY	IRON808 Overdrive	Overdrive	Current KGR Harmony overdrive with a classic Japanese mid-forward drive concept, documented by the builder as part of the Nanbu-tekki pedal family.	https://kgrharmonyusa.com/	INVENTORY
Lemon & Ginger	Cashew Nuts FUZZ	Fuzz	Tokyo one-person handmade fuzz based on germanium-era Fuzz Face architecture; documented in the builder's earlier store as the foundational product lineage.	https://lemonginger.thebase.in/	INVENTORY
Lemon & Ginger	Fuzzman (1st)	Fuzz / Octave Fuzz	Limited first-generation octave fuzz, explicitly capped at 50 units; builder states later Fuzzman releases may return with changed appearance and circuit/component specifications.	https://lemon-and-ginger.com/products/fuzzman-1st	INVENTORY
Lemon & Ginger	muzz	Fuzz	Current Tokyo handmade fuzz evolving the builder's original muzz face / Cashew Nuts FUZZ concept while retaining its characteristic Fuzz Face-derived response.	https://lemon-and-ginger.com/products/muzz	INVENTORY
Lemon & Ginger	puzz	Fuzz	Current flagship fuzz model in Lemon & Ginger's Tokyo handmade catalog; retained pending deeper chronology and relationship mapping.	https://lemon-and-ginger.com/	INVENTORY
Lemon & Ginger	daidarabocchi	Fuzz / Distortion	Current high-output dirt model in the builder's flagship catalog; exact historical introduction date remains open for later chronology work.	https://lemon-and-ginger.com/	INVENTORY
Lemon & Ginger	CENTAROU	Overdrive	Current handmade drive pedal in Lemon & Ginger's flagship catalog; retained as a dirt model pending deeper model-history research.	https://lemon-and-ginger.com/	INVENTORY
Studio Daydream	Dhyana V2.1	Overdrive	Japanese boutique Dumble-style overdrive with Level, Gain, A.M.C. and Tone controls, documented in the builder's historical catalog and later market records.	https://www.guitarpedalx.com/news/gpx-blog/a-brief-overview-of-japans-studio-daydream-handmade-pedals	INVENTORY
Studio Daydream	JRM-OD V5.0	Overdrive	Current Japanese overdrive built around 1960s blackface amplifier voicing, with two-band EQ and three clip modes.	https://studiodaydream.net/products/jrm-od-v5-0	INVENTORY
Studio Daydream	KCM-OD Gold V9.0	Overdrive / Distortion	Japanese boutique Klone-style overdrive with expanded fat, clipping and bypass controls documented in Studio Daydream's established product range.	https://www.guitarpedalx.com/news/gpx-blog/a-brief-overview-of-japans-studio-daydream-handmade-pedals	INVENTORY
Studio Daydream	KMC-OD Silver V10	Overdrive	Japanese boutique Klone-style overdrive in the established Studio Daydream range, representing the simplified Silver configuration.	https://www.guitarpedalx.com/news/gpx-blog/a-brief-overview-of-japans-studio-daydream-handmade-pedals	INVENTORY
Studio Daydream	LDM-OD Rev. 8.0	Overdrive	Historical Studio Daydream dual-channel overdrive documented from Okayama, Japan; based on the Landgraff Dynamic Overdrive concept with added clipping and boost controls.	https://reverb.com/item/5284597-studio-daydream-ldm-od-overdrive-rev-8-0-japan	INVENTORY
Studio Daydream	HBOD Version 2	Overdrive	Historical Japanese boutique overdrive documented in the secondary market as BJFE Honey Bee-inspired; retained as a provenance lead pending stronger first-party chronology.	https://reverb.com/item/93055263-studio-daydream-hbod-version-2-bjfe-honey-bee-inspired	CANDIDATE
Shigemori	RUBY STONE	Overdrive	Japanese handmade overdrive using the brand's distinctive machined high-purity aluminum enclosure; retailer and catalog records identify it as a core Shigemori drive model.	https://store.ishibashi.co.jp/view/item/000000009499	INVENTORY
Shigemori	RUBY STONE PREMIUM	Overdrive	Compact Shigemori drive variant preserving the broader CUSTOM/DELUXE concept with a distinct gain range; treat as a related model-state, not a wholly unrelated builder product.	https://store.ishibashi.co.jp/view/item/000000027134	INVENTORY
Shigemori	MUSE	Overdrive	Evolution of RUBY STONE with a wider range and added bass control, documented as a Japanese handmade Shigemori drive.	https://store.ishibashi.co.jp/view/item/000000028777	INVENTORY
Shigemori	G.O.T BASS DRIVE	Overdrive	Japanese handmade bass overdrive with a simple Volume/Tone/Gain control set and machined aluminum monoblock enclosure.	https://www.mikigakki.com/shop/g/gMBS-GOTDRIV/	INVENTORY
KarDiaN	C10H12N2O / Serotonin	Overdrive	Japanese boutique overdrive from KarDiaN's Shiga workshop, developed around vintage overdrive research and a two-EQ midrange concept.	https://kardian.net/products/c10h12n2o	INVENTORY
KarDiaN	Serotonin Origin S.T.	Overdrive	Collaborative KarDiaN overdrive developed with legendary engineer Susumu Tamura after studying multiple vintage Tube Screamer-family units; preserve the designer relationship separately.	https://kardian.net/en/products/serotoninoriginst	INVENTORY
