MOD-0394	Audiostorm	Tone Lord Tone Era Solo Boost and Shaper	Original	2025	Boost / gain shaper	Compact boost and gain-shaping pedal in the 2025 GPX overdrive field.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Preserve exact model identity and control function.
MOD-0395	Blammo Electronics	TNYDÜMBLË Dual Channel Dumble Drive	Original	2025	Dual-channel overdrive	Dual-channel Dumble-style drive.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Exact spelling and dual-channel format are key identification fields.
MOD-0396	CatastroFX	Outbreak	Original	2025	Overdrive	High-velocity harmonic overdrive.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Preserve builder/model identity pending primary-source enrichment.
MOD-0397	Dr. No Effects	Power Driver	Original	2025	Overdrive	2025 GPX longlist drive product.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Preserve distinct builder/product record.
MOD-0398	Drunk Beaver	Denys Kavun	Original	2025	Overdrive	2025 GPX overdrive field product.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Exact builder/model identity is the primary catalog clue.
MOD-0399	Drunk Beaver	Hostomel Tube Driver	Original	2025	Tube overdrive	Tube Driver-style overdrive appearing in 2025 chronology.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Preserve Hostomel name and tube-driver lineage.
MOD-0400	Drunk Beaver	Kherson Drive Retro	Retro	2025	Overdrive	Retro-voiced drive documented in 2025 GPX chronology.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Retro designation is a meaningful product state.
MOD-0401	Flattley Guitar Pedals	Outlaw Plexi + Ace Tone Boost	Original	2025	Dual amp-style drive / boost	Plexi-style drive paired with Ace Tone-style boost.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Dual voice architecture is the primary identification field.
MOD-0402	Gigahearts	January	Original	2025	Overdrive	2025 GPX longlist overdrive.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Preserve distinct builder/model record.
MOD-0403	Hello Sailor Effects	Bees Dual Hybrid Rangemaster	Original	2025	Dual hybrid boost	Dual hybrid Rangemaster-style boost.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-boost-and-overdrive-pedals-of-the-year	Hybrid architecture and Rangemaster lineage are key clues.
