builder	model	category	light_description	photo_source	status
ADD+ Pedals	Blues Player	Overdrive	Turkish handmade analog overdrive with op-amp clipping, vintage-voiced response, and bass-friendly use.	https://www.addpluspedals.com/bluesplayer.php	INVENTORY
ADD+ Pedals	Blues Player 2	Overdrive	Dual overdrive variant in the ADD+ Blues Player family.	https://www.addpluspedals.com/stompboxes.php	INVENTORY
ADD+ Pedals	Blues Player Pro	Overdrive	Stacked dual Blues Player configuration with independently switchable soft and hard clipping.	https://www.addpluspedals.com/bluesplayerpro.php	INVENTORY
ADD+ Pedals	TubeDrive	Overdrive	ADD+ tube-style overdrive product listed in the builder's original gain catalog.	https://www.addpluspedals.com/stompboxes.php	INVENTORY
ADD+ Pedals	Distortion	Distortion	Vintage-character distortion with MOSFET or vintage clipping and selectable low/high-pass voicing.	https://www.addpluspedals.com/distortion.php	INVENTORY
ADD+ Pedals	Soul	Overdrive	ADD+ overdrive model in the long-running Turkish analog pedal catalog.	https://www.addpluspedals.com/stompboxes.php	INVENTORY
ADD+ Pedals	Bullseye	Overdrive	ADD+ overdrive model listed in the builder's gain catalog.	https://www.addpluspedals.com/stompboxes.php	INVENTORY
ADD+ Pedals	Ratortion3V2	Overdrive / Distortion	Multi-voicing distortion/overdrive with Germanium, Turbo, Classic, MOSFET and no-clipping options plus separate OD and distortion controls.	https://www.addpluspedals.com/ratortion.php	INVENTORY
ADD+ Pedals	PI	Fuzz	Stable modern fuzz designed to reduce pickup-dependent response variation.	https://www.addpluspedals.com/pi.php	INVENTORY
ADD+ Pedals	PI Dry-Wet	Bass Fuzz / Overdrive	Bass-oriented PI variant adding a dry-wet blend for preserving low-frequency fundamentals.	https://www.addpluspedals.com/pi_drywet.php	INVENTORY
ADD+ Pedals	FET-Boost	Boost / Overdrive	Single-knob FET boost with light crunch capability, retained as gain-adjacent.	https://www.addpluspedals.com/fet_boost.php	INVENTORY
Cheesy Instruments	Valve Kong	Overdrive	Istanbul handwired boutique overdrive from the Cheesy Instruments catalog.	https://equipboard.com/brands/cheesy-instruments	INVENTORY
Cheesy Instruments	Fuzzodharma	Fuzz	Istanbul boutique fuzz product documented in the Cheesy Instruments catalog.	https://equipboard.com/brands/cheesy-instruments	INVENTORY
Cheesy Instruments	Bit Killer	Overdrive	Istanbul handwired overdrive pedal in the Cheesy Instruments catalog.	https://equipboard.com/brands/cheesy-instruments	INVENTORY
Cheesy Instruments	Noiseswash	Overdrive / Fuzz	Experimental Istanbul dirt pedal combining overdrive/fuzz-like processing with noise-oriented character.	https://equipboard.com/brands/cheesy-instruments	INVENTORY
Cheesy Instruments	Alien Invasion	Overdrive	Istanbul boutique overdrive pedal documented in the Cheesy Instruments catalog.	https://equipboard.com/brands/cheesy-instruments	INVENTORY
