builder	model	category	light_description	photo_source	status
KAMINARI GUITARS	Chinese Food Overdrive	Overdrive	Mini-sized transparent-style overdrive with clean-boost through fuzzy-distortion range via mode switching; hand-wired and hand-painted.	https://kaminari-guitars.com/chinese-food-overdrive/ ; https://www.digimart.net/cat13/shop1484/DS10069232/	CENTRAL
KAMINARI GUITARS	Jiangshi Face Fuzz	Fuzz	Mini-sized silicon Fuzz Face-style fuzz; official documentation identifies NOS Hitachi 2SC281 transistors and a hand-wired/hand-painted build.	https://kaminari-guitars.com/jiangshi-face-fuzz/ ; https://shop.jeugia.co.jp/c/gr2/gr3/gr10/4562317462910-49	CENTRAL
KAMINARI GUITARS	Red Brick Overdrive	Overdrive	Wide-range overdrive inspired by Plexi-era Marshall; shares a discrete circuit platform with Yellow Brick but has different part values and voicing.	https://kaminari-guitars.com/red-brick-overdrive/	CENTRAL
KAMINARI GUITARS	Yellow Brick Overdrive	Overdrive	Wide-range overdrive inspired by Tweed Fender; lower-gain/darker companion to Red Brick on a shared discrete platform.	https://kaminari-guitars.com/yellow-brick-overdrive/	CENTRAL
KAMINARI GUITARS	Tower Bender Mk II	Fuzz	British-style germanium fuzz using selected NOS germanium transistors; official page provides exterior product images and build description.	https://kaminari-guitars.com/zh_tw/tower-bender-mk-ii/	CENTRAL
KAMINARI GUITARS	Black Brick Bass Overdrive	Overdrive	Bass overdrive derived from Red Brick, with SVT-inspired voicing and a shared discrete platform with Silver Brick.	https://kaminari-guitars.com/black-brick-bass-overdrive/	CENTRAL
KAMINARI GUITARS	Silver Brick Bass Overdrive	Overdrive	Bass overdrive derived from Red Brick, with 1970s Fender Bassman-inspired voicing and reduced low-end/drive versus Black Brick.	https://kaminari-guitars.com/silver-brick-bass-overdrive/	CENTRAL
KAMINARI GUITARS	Midnight Ace Fuzz	Fuzz	Big Muff-family fuzz explicitly presented by KAMINARI as an ACE TONE FM-3 recreation; hand-wired and hand-painted.	https://kaminari-guitars.com/midnight-ace-fuzz/	CENTRAL
KAMINARI GUITARS	Newport Muff '71Δ	Fuzz	2026 fuzz recreation targeting the early Triangle-era Big Muff sound; part of the Newport Muff family.	https://kaminari-guitars.com/ ; https://kaminari-guitars.com/en/	CENTRAL
KAMINARI GUITARS	Newport Muff '73Λ	Fuzz	2026 fuzz recreation targeting the 1973 violet Big Muff; part of the Newport Muff family.	https://kaminari-guitars.com/ ; https://kaminari-guitars.com/en/	CENTRAL
KAMINARI GUITARS	Newport Muff '76η	Fuzz	2026 fuzz recreation targeting a later Ram's Head-era Big Muff; part of the Newport Muff family.	https://kaminari-guitars.com/ ; https://kaminari-guitars.com/en/	CENTRAL
KAMINARI GUITARS	Bashamichi Drive	Overdrive	Transparent/Klon-style overdrive with separated gain/blend controls and selectable buffered or true bypass; hand-wired and hand-painted.	https://kaminari-guitars.com/bashamichi-drive/	CENTRAL
KAMINARI GUITARS	BOOSTAR	Booster	Clean booster designed to raise volume without changing tone or distortion amount; excluded from central dirt catalog.	https://kaminari-guitars.com/en/boostar/	RELATIONSHIP_ONLY
