MOD-0373	Drunk Beaver	Disambiguation MK2 Muff-Rat	MK2	2025	Muff-Rat hybrid fuzz/distortion	Second-generation Muff-Rat hybrid appearing in the 2025 fuzz census.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	MK2 is an explicit generation marker and the hybrid lineage is central to identification.
MOD-0374	Drunk Beaver	Irpin Bee Baa Fuzz	Original	2025	Bee Baa-style fuzz	Modern interpretation of the Shin-ei/Univox Bee Baa fuzz family.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Model name and Bee Baa lineage are primary catalog clues.
MOD-0375	EarthQuaker Devices	Barrows Mini TB MKII	MKII	2025	Tone Bender-style fuzz	Compact second-generation Barrows Mini fuzz associated with the Tone Bender family.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Mini and MKII designations establish a distinct production state.
MOD-0376	EarthQuaker Devices	Dirt Transmitter Rancho de la Luna Edition	Edition	2025	Fuzz / distortion	Special Rancho de la Luna edition of the Dirt Transmitter platform.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Named edition is a high-value identification and provenance field.
MOD-0377	EarthQuaker Devices	Fuzz Master General Legacy Reissue	Legacy Reissue	2025	Fuzz	Legacy reissue of the Fuzz Master General family.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Legacy Reissue designation distinguishes this production state from earlier Fuzz Master General examples.
MOD-0378	Electronic Audio Experiments	Glaive OpAmp Octave Fuzz	Original	2025	OpAmp octave fuzz	OpAmp-based octave fuzz appearing in the 2025 fuzz census.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	OpAmp and octave functions are major identification fields.
MOD-0379	Emmergy FX	Slowdriver FuzzDistortion	Original	2025	Fuzz / distortion	Shoegazer-oriented fuzz distortion appearing in June 2025 contemporary coverage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/end-of-year-pedal-chain-update-class-of-2025	GPX June chronology independently brackets its 2025 presence; preserve exact FuzzDistortion naming.
MOD-0380	Farmer Factory Effects	Horny 66	Germanium	2025	Germanium Fuzz Face-style fuzz	All-germanium transistor fuzz associated with the Fuzz Face family.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/end-of-year-pedal-chain-update-class-of-2025	Germanium construction and model identity are key specimen clues.
MOD-0381	Fjord Fuzz	Thor Wild Self-Oscillating Lightning Storm Fuzz	Original	2025	Self-oscillating fuzz	Extreme self-oscillating fuzz appearing in the 2025 fuzz field.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Self-oscillation and unusual product name provide strong identification clues.
MOD-0382	Fredric Effects	Demon Fuzz MK2	MK2	2025	Muff-style fuzz	Second-generation Demon Fuzz appearing in contemporary 2025 coverage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/end-of-year-pedal-chain-update-class-of-2025	MK2 is an explicit generation marker.
MOD-0383	Funny Little Boxes	Caught By The Fuzz Everyday OpAmp Fuzz	Original	2025	OpAmp fuzz	Everyday OpAmp fuzz appearing in June 2025 contemporary coverage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/end-of-year-pedal-chain-update-class-of-2025	Exact extended model name and OpAmp lineage should be preserved.
MOD-0384	Hello Sailor Effects	Rebel Rebel CV7001 VTB Fuzz	Original	2025	Fuzz	CV7001 VTB-based fuzz associated with the Rebel Rebel product family.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Exact transistor designation and model name are valuable identification fields.
MOD-0385	Intensive Care Audio	Death Muff	Original	2025	Big Muff-style fuzz	High-gain Muff-family fuzz appearing in November 2025 contemporary coverage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Muff lineage and model identity are primary catalog clues.
MOD-0386	Manson Guitar Works	Supermassive Black Fuzz	Original	2025	Fuzz	Large-format modern fuzz appearing in the 2025 fuzz field.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Product name, builder identity and control layout should be preserved as specimen clues.
MOD-0387	Moose Electronics	Electric Elk Ram's Head x Black Russian Muff	Hybrid / Collaboration	2025	Hybrid Muff fuzz	Hybrid product combining Ram's Head and Black Russian Muff lineage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Two explicit Muff lineages make this a particularly useful historical relationship record.
MOD-0388	Pasta Pedals	FrankenSTEEN Eau Claire Thunder Muff Fuzz	Original	2025	Muff-style fuzz	Named Muff fuzz with explicit Eau Claire Thunder lineage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Exact model name and named lineage should remain searchable.
MOD-0389	Rainger FX	Razor Fuzz with Virtual Pick Overtone Artefacts	Original	2025	Fuzz with overtone processing	Fuzz incorporating Rainger's Virtual Pick overtone system.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/end-of-year-pedal-chain-update-class-of-2025	Unusual Virtual Pick architecture is a major identification field and GPX chronology brackets its 2025 presence.
MOD-0390	RhPf Electronics	MOSRAWR	Original	2025	MOSFET fuzz	MOSFET-based fuzz appearing in the 2025 fuzz field.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Model name and MOSFET architecture are useful identification clues.
MOD-0391	SoundLad Liverpool	Hungry Beaver MK2 Multi-Muff	MK2	2025	Multi-Muff fuzz	Second-generation multi-Muff fuzz appearing in June 2025 contemporary coverage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/end-of-year-pedal-chain-update-class-of-2025	MK2 and Multi-Muff naming define a distinct searchable product state.
MOD-0392	ThorpyFX	Hanami Germanium CV-Fuzz	Germanium	2025	Germanium fuzz	Germanium CV fuzz appearing in May 2025 contemporary coverage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/end-of-year-pedal-chain-update-class-of-2025	Germanium and CV control identity distinguish this from other Thorpy fuzz products.
MOD-0393	ThorpyFX	Redacted Germanium Veteran	Germanium	2025	Germanium fuzz	Germanium Veteran fuzz appearing in November 2025 contemporary coverage.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2025-best-new-fuzz-pedals-of-the-year	Germanium designation and Veteran lineage are core identification fields.
