builder	model	category	light_description	photo_source	status
KATANASOUND	Kamikaze Overdrive	Overdrive	Core Katanasound overdrive product already established in the builder map; retained as a dedicated catalog record while brand history is reconciled with the Takagi Manufacturing / mt' Lab lineage.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
KATANASOUND	Kamikaze Supreme Overdrive	Overdrive	Expanded Katanasound overdrive model retained as a distinct product identity from the original Kamikaze.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
KATANASOUND	Raging Wave Classic Fuzz	Fuzz	Classic-fuzz Katanasound model retained as a separate dirt product in the documented builder family.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
KATANASOUND	Furious Man Multifaceted Fuzz	Fuzz	Multifaceted Katanasound fuzz model with surviving specimen photography; retained as a distinct product identity.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
KATANASOUND	Super Bass Octave Fuzz	Fuzz	Bass/octave fuzz model in the Katanasound catalog; retained as central dirt because bass fuzz is within archive scope.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
KATANASOUND	Thundercloud Overdrive Fuzz	Fuzz	Hybrid overdrive/fuzz Katanasound model retained as a distinct dirt product.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
KATANASOUND	Venomous Snake Octave Fuzz	Fuzz	Octave fuzz product in the Katanasound dirt family; retained as a separate model identity.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
KATANASOUND	Volcanic Eruption Octave Fuzz	Fuzz	Octave fuzz product in the Katanasound dirt family; retained as a separate model identity.	https://global.fcgrtokyo.com/ja/news/id/79.html	CENTRAL
SHIGEMORI	Stone Drive Custom	Overdrive	High-end handmade Japanese overdrive family with documented Ver.3 state and machined aluminum enclosure; added to complete the builder's known core dirt map beyond Ruby Stone/Muse.	https://www.effectsdatabase.com/model/shigemori/stonedrive	CENTRAL
SHIGEMORI	Stone Drive Custom Ver.3	Overdrive	Distinct production state of Stone Drive Custom with rear volume-boost function; retained as a relationship/generation record rather than a separate conceptual family.	https://www.effectsdatabase.com/model/shigemori/stonedrive	RELATIONSHIP_ONLY
SHIGEMORI	Ruby Stone Special	Overdrive	Limited Ruby Stone presentation/production state documented as a small-run variation; retained as relationship-only unless stronger substantive differences emerge.	https://www.effectsdatabase.com/model/shigemori/rubystone	RELATIONSHIP_ONLY
ASAMA ENGINEERING	Over Drive	Overdrive	Late-1970s/early-1980s Japanese early FET overdrive associated with the Coron OEM family; retained as marketed/manufacturer relationship rather than merged into Coron.	https://www.effectsdatabase.com/model/asama/overdrive	CENTRAL
SEIWA	Over Drive	Overdrive	Late-1970s/early-1980s Japanese overdrive produced by Coron and distributed under Seiwa; retained as a marketed-brand relationship with separate searchable identity.	https://www.effectsdatabase.com/model/seiwa/overdrive	CENTRAL
BIAS	Over Drive	Overdrive	Three-control variation of the early Coron FET overdrive family; retained as a separate marketed product because the documented control layout differs materially.	https://www.effectsdatabase.com/model/bias/overdrive	CENTRAL
STORM	Over Drive	Overdrive	Early Japanese Coron-produced FET overdrive marketed under Storm; retained as a separate searchable retail identity linked to the Coron family.	https://www.effectsdatabase.com/model/storm/coron/overdrive	CENTRAL
LUS​TER PROSERIES	DST-5 Distortion	Distortion	1980s Japanese-made analog distortion in a documented OEM series also sold under Axtar, Axtron, Columbus, Cutec, Pick Boy, Polaris, Profile+, Session and Vision names; factory identity remains unresolved in this batch.	https://www.effectsdatabase.com/model/luster/dst5	CENTRAL_PENDING
