builder	model	category	light_description	photo_source	status
Jersey Girl	Fulltender	Overdrive	Historic Japanese handmade overdrive released as the builder's best-selling drive in 1998, voiced around the feel of a full-volume tube amplifier and using Edge/Bottom character controls.	https://www.effectsdatabase.com/model/jerseygirl/fulltender	INVENTORY
Jersey Girl	Keekruder	Distortion	Historic Jersey Girl dirt model documented by Effects Database as a distortion product, part of the builder's early pedal catalog.	https://www.effectsdatabase.com/model/jerseygirl	INVENTORY
Jersey Girl	Plusdriver	Overdrive	Boostable Fulltender design combining the overdrive with a selectable pre/post booster; Effects Database dates the product to the early 2000s.	https://www.effectsdatabase.com/model/jerseygirl/plusdriver	INVENTORY
SEA SIDE SOUND	AVESTER	Overdrive	Saga-made handmade Dumble-style overdrive with SEASIDESOUND-specific voicing and wide, transparent response.	https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff02/llp-ef-2840500004010	INVENTORY
SEA SIDE SOUND	BRAVE	Overdrive	Handmade Saga overdrive with transparent medium-gain voicing and LEVEL, DRIVE, LOW and HIGH controls.	https://camp-fire.jp/projects/943383/view?list=search_result_projects_fresh_page2	INVENTORY
SEA SIDE SOUND	Iblis	Overdrive	TS-style overdrive with switchable clipping modes, documented as a regular SEASIDESOUND product that received a later revision.	https://www.hizumiya.com/SHOP/0037-005.html	INVENTORY
SEA SIDE SOUND	NYANTAUR	Overdrive	Ten-year-anniversary overdrive that reinterprets a legendary drive design in SEASIDESOUND's own style and includes germanium/silicon clipping selection.	https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff02/llp-ef-2840500005604	INVENTORY
SEA SIDE SOUND	NYAT	Distortion	Modernized take on an 80s-style distortion with SEASIDESOUND-specific tuning and an adjustable FILTER control.	https://store.ishibashi.co.jp/view/item/000000161642	INVENTORY
SEA SIDE SOUND	Nyan Bit Fuzz	Fuzz	One-knob handmade fuzz with a deliberately coarse, bit-crushed Famicom-like character; preserved in the Japanese retailer catalog.	https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff01/llp-ef-2840500004034	INVENTORY
SEA SIDE SOUND	BALOR	Distortion	Named distortion product in the Saga handmade SEASIDESOUND catalog, independently surfaced through Saga's regional product program.	https://item.rakuten.co.jp/f410004-saga/c/0000000015/	INVENTORY
Lastgasp Art Laboratories	L.A.L. 45 Yongo Shiki Kebadate Hizumaseki Super Fuzz	Fuzz	Historic L.A.L. Super Fuzz preserved in the documented Japanese Lastgasp catalog lineage.	https://www.effectsdatabase.com/model/lastgasp	INVENTORY
Lastgasp Art Laboratories	L.A.L. 46 Yontuku Shiki Kebadate Hizumaseki Sooper Fuzz	Fuzz	Historic L.A.L. fuzz preserved in the builder's documented catalog.	https://www.effectsdatabase.com/model/lastgasp	INVENTORY
Lastgasp Art Laboratories	L.A.L. 86 Hachiroku Shiki Kebadate Hizumaseki Oscillo Fuzz	Fuzz	Historic oscillating fuzz in the L.A.L. Japanese aircraft naming lineage, documented by Effects Database.	https://www.effectsdatabase.com/model/lastgasp	INVENTORY
Lastgasp Art Laboratories	L.A.L. 87 Hachinana Shiki Kebadate Hizumaseki Moduloscillo Fuzz	Fuzz	Historic fuzz with internal oscillator and modulation functions, documented as a 2005 Lastgasp product.	https://www.effectsdatabase.com/model/lastgasp/87	INVENTORY
Lastgasp Art Laboratories	L.A.L. 88 Hachihachi Shiki Kebadate Hizumaseki Super Oscillo Fuzz	Fuzz	Historic super oscillo fuzz/distortion with extensive oscillation functions, documented as a 2006 Lastgasp product.	https://www.effectsdatabase.com/model/lastgasp/88	INVENTORY
