builder	model	category	light_description	photo_source	status
22ND CENTURY LLC / NIJUUNISEIKI	SILICON BABY	Fuzz	Small-run handmade Japanese fuzz pedal by NIJUUNISEIKI LLC; product documentation describes a deliberately under-voltage/dead-battery-style 1960s garage-fuzz character with FUZZ, VOL and TONE controls.	https://auctions.yahoo.co.jp/jp/auction/t1168010689 ; https://www.ebay.com/itm/385785509473	CENTRAL
Fats Sound Laboratory	Fats Drive	Overdrive	Original flagship dual-gain overdrive; discontinued; later succeeded by Super FatsDrive.	https://kadowaki58.wixsite.com/fatssoundlaboratory/message-to-everyone	CENTRAL
Fats Sound Laboratory	Super FatsDrive	Overdrive	2018 flagship successor; dual-gain overdrive with original Fat bottom-control function.	https://kadowaki58.wixsite.com/fatssoundlaboratory/super-fatsdrive	CENTRAL
Fats Sound Laboratory	Fats VooDoo	Fuzzy Overdrive	Fuzzy overdrive combining fuzz-like low end with overdrive; derived from Super FatsDrive high-gain mode.	https://kadowaki58.wixsite.com/fatssoundlaboratory/fats-voodoo	CENTRAL
Fats Sound Laboratory	Fats Smoother	Overdrive	Mid-rich high-gain overdrive with proprietary ST control.	https://kadowaki58.wixsite.com/fatssoundlaboratory/fats-smoother	CENTRAL
Fats Sound Laboratory	Fats Shonan Driver	Overdrive	City Pop/A.O.R.-oriented overdrive with proprietary EDN control.	https://kadowaki58.wixsite.com/fatssoundlaboratory/%E8%A4%87%E8%A3%BD-fats-smoother	CENTRAL
Fats Sound Laboratory	Fats Accel	Overdrive/Distortion	High-gain overdrive/distortion with frequency-selective Accel function.	https://kadowaki58.wixsite.com/fatssoundlaboratory/fats-accel	CENTRAL
Fats Sound Laboratory	Fats Crunch	Overdrive	Texas-style power-crunch overdrive; later upgraded to Fats Crunch DX.	https://kadowaki58.wixsite.com/fatssoundlaboratory/message-to-everyone	CENTRAL_PENDING
Fats Sound Laboratory	Fats Crunch DX	Overdrive	Upgraded Fats Crunch with side gain-up switch.	https://kadowaki58.wixsite.com/fatssoundlaboratory/message-to-everyone	CENTRAL
Fats Sound Laboratory	Fats Boost	Booster	Historical booster; discontinued and superseded by Fats Bullet.	https://kadowaki58.wixsite.com/fatssoundlaboratory/message-to-everyone	RELATIONSHIP_ONLY
Fats Sound Laboratory	Fats Bullet	Booster/Fixed Wah	Successor to Fats Boost; not central dirt.	https://kadowaki58.wixsite.com/fatssoundlaboratory/message-to-everyone	RELATIONSHIP_ONLY
