builder	model	category	light_description	photo_source	status
Val Martins Amplification	Bullet Box	Overdrive / Distortion	Handmade French overdrive/boost with a naturally compressed response and Dumble-inspired voicing.	https://val-martins-amplification.com/boutique/pedales/overdrive/bullet-box-overdrive/	INVENTORY
Val Martins Amplification	CKC overdrive	Overdrive / Boost	French handmade clean-boost/overdrive in the Val Martins pedal catalog.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Cranked D (Original)	Overdrive / Distortion	Original Val Martins drive/distortion model listed in the current French pedal catalog.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Fat Load Drive	Distortion / Fuzz	French handmade dirt pedal spanning distortion and fuzz categories.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	First Drive (Original)	Overdrive	Original Val Martins overdrive family entry.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	First Drive (Sobriety)	Overdrive	Sobriety variant of the First Drive family, retained separately from the Original designation.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Harmonic Drive	Overdrive / Distortion	French handmade harmonic overdrive/distortion model.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Hells Bells (Original)	Distortion	Original Val Martins distortion family entry.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Hells Bells (Sobriety)	Distortion	Sobriety variant of the Hells Bells family.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	LoFuzz	Fuzz / Overdrive	French handmade fuzz/overdrive model.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Lotus (Original)	Overdrive	Original Lotus overdrive family entry.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Lotus (Sobriety)	Overdrive	Sobriety variant of the Lotus family.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Overdrive Twice Signature Michaal Benjelloun	Overdrive / Distortion / Fuzz	Signature Val Martins gain pedal associated with Michaal Benjelloun.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Perro Loco (Sobriety)	Distortion / Fuzz	Sobriety variant of the Perro Loco dirt family.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	San Ho Zay Fuzz	Fuzz	French handmade fuzz model in the current Val Martins catalog.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Shining (Original)	Fuzz	Original Shining fuzz family entry.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Sunrise	Overdrive	French handmade overdrive model.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Tekila (Original)	Distortion / Fuzz	Original Tekila dirt family entry.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	Tekila (Sobriety)	Distortion / Fuzz	Sobriety variant of the Tekila family.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	ThickerOd	Distortion / Fuzz / Overdrive	French handmade hybrid dirt pedal spanning overdrive, distortion and fuzz categories.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
Val Martins Amplification	What The Fuzz ?	Fuzz / Overdrive	French handmade fuzz/overdrive collaboration-related pedal in the current catalog.	https://val-martins-amplification.com/catalogue-pedales/	INVENTORY
