builder	model	category	light_description	photo_source	status
Greer Amps	390 Vintage OD Preamp	Overdrive / Distortion	Two-control vintage-style overdrive/preamp with a focused gain response, moving from light grit into more aggressive snarl.	https://www.effectsdatabase.com/model/greer/390	INVENTORY
Greer Amps	Batch O' Ass I	Overdrive / Distortion	Early Greer dirt design with a responsive gain character suited to gritty amplifier-style breakup and heavier drive.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Batch O' Ass II	Overdrive / Distortion	Second Batch O' Ass variation offering a gritty, amp-pushing gain voice with a broad drive response.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Black Fuzz	Fuzz	Fuzz with a thick saturated response, ranging from raw grit into dense sustaining fuzz.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Black Fuzz Custom	Fuzz	Custom version of the Black Fuzz with a saturated, harmonically dense response for thick fuzz textures.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Black Mountain - Crunch Drive	Overdrive / Distortion	Crunch-oriented drive designed around responsive amplifier-style breakup and heavier British-leaning gain.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Brown Bomber	Overdrive	Amp-style overdrive with a thick, dynamic character intended to move from touch-sensitive breakup into stronger drive.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Burning Goat Overdrive	Overdrive	Mid-gain overdrive with an expressive, harmonically rich response suited to pushing an amplifier.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Butter Tone	Overdrive	Smooth, responsive low-to-medium gain overdrive aimed at natural amplifier-like breakup and rounded sustain.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Claymore	Distortion	Heavy distortion with a focused attack and dense saturation for harder rock and high-gain applications.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Easy-C	Overdrive	Low-to-medium gain overdrive with a dynamic, amp-like response and an emphasis on touch sensitivity.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Fuzzy Wooly Bear	Fuzz	Woolly, saturated fuzz with a thick low end and strong sustain for dense vintage-leaning textures.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Ghetto Stomp	Fuzz / Distortion	Responsive dirt pedal spanning natural amp-style breakup into fuzz and distortion, with strong interaction from the guitar volume.	https://www.effectsdatabase.com/model/greer/ghettostomp	INVENTORY
Greer Amps	Gold Nugget	Overdrive	Boutique overdrive with a dynamic gain response intended for clear, articulate amplifier push.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Gorilla Warfare MKII	Distortion	High-gain distortion voiced for aggressive saturated attack and dense modern rock gain.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Green Giant	Overdrive / Distortion	Flexible drive covering gritty low gain through thicker amplifier-style saturation.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Hammer - Distortion	Distortion	Focused distortion with a hard-hitting saturated response for heavier rhythm and lead sounds.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Lightspeed - Organic Overdrive	Overdrive	Dynamic low-to-medium gain overdrive designed around articulate, natural amplifier-style breakup.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Mini Sweetback Driver	Overdrive	Compact version of Greer's Sweetback concept, offering touch-sensitive drive from clean push into thicker breakup.	https://www.effectsdatabase.com/model/greer	INVENTORY
Greer Amps	Mizuki Blue - Dual JFET Gain Stage Overdrive	Overdrive	Dual-JFET overdrive with a responsive, amplifier-like gain structure and articulate low-to-medium gain character.	https://www.effectsdatabase.com/model/greer	INVENTORY
EBS	Billy Sheehan Signature Drive	Overdrive	Bass overdrive designed around controlled saturation, strong low-end authority and a blendable drive character.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	Billy Sheehan Signature Drive Deluxe	Overdrive / Distortion	Expanded bass drive with flexible gain and tonal shaping, ranging from focused overdrive into heavier distortion.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	Black Haze - Overdrive	Overdrive	Bass-oriented overdrive designed for warm, responsive breakup while retaining substantial low-frequency weight.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	Black Haze 2	Overdrive	Updated Black Haze overdrive offering dynamic saturation and controlled low-end drive for bass applications.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	Drive Me Crazy - Distortion	Distortion	Bass distortion offering a broad gain range from gritty drive into dense, saturated distortion while preserving low-end presence.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	FuzzMo - Fuzz Mode Ultra High Gain Distortion	Fuzz / Distortion	High-gain bass dirt pedal capable of thick fuzz, aggressive distortion and saturated modern gain.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	MetalDrive - Universal Distortion Pedal	Distortion	High-gain distortion designed for bass and guitar with tight low end, strong attack and heavy saturation.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	MicroBass	Bass Preamp / Overdrive	Bass preamp with gain and equalization capable of adding clean level, amplifier-style breakup and controlled drive.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	MicroBass II	Bass Preamp / Overdrive	Expanded bass preamp offering flexible gain, EQ and signal shaping from clean preamp tones through overdrive.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	MicroBass 3 - Dual Channel Bass Preamp	Bass Preamp / Overdrive	Dual-channel bass preamp with independent tone shaping and gain options for clean, driven and blended sounds.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	MultiDrive	Overdrive / Distortion	Universal overdrive/distortion pedal with selectable gain character for bass and guitar, ranging from mild drive to heavier saturation.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	The Drive - Booster	Boost / Overdrive	Clean-to-gritty booster designed to add gain, level and amplifier drive while retaining bass response.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	The Ultimate Billy Sheehan Signature Drive	Overdrive / Distortion	Advanced bass overdrive combining controllable saturation with parallel signal shaping for punch, sustain and heavier distortion.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	ValveDrive	Overdrive	Tube-driven bass overdrive/preamp designed for warm, dynamic amplifier-style saturation.	https://www.effectsdatabase.com/model/ebs	INVENTORY
EBS	ValveDrive DI	Overdrive / Preamp	Tube-driven bass preamp and overdrive with DI functionality, ranging from clean shaping into warm saturated drive.	https://www.effectsdatabase.com/model/ebs	INVENTORY
Effects Pedal Boutique	Athana Signature Overdrive	Overdrive	808-style overdrive with selectable clipping and mid/boost options, covering clean push through smooth higher-gain drive.	https://www.effectsdatabase.com/model/effectspedalboutique/overdrive/athana	INVENTORY
Effects Pedal Boutique	Bluzking	Overdrive	Open, smooth overdrive designed for clean boost through low-to-medium gain with added clarity and sustain.	https://www.effectsdatabase.com/model/effectspedalboutique/bluzking	INVENTORY
Effects Pedal Boutique	Forrest Lee Jr. Double Overdrive	Overdrive	Dual-channel overdrive combining two drive stages for independent or stacked low-to-medium gain tones.	https://www.effectsdatabase.com/model/effectspedalboutique	INVENTORY
Effects Pedal Boutique	MIB Distortion Pro	Distortion	High-gain distortion with adjustable tone and saturation for heavier rock-oriented sounds.	https://www.effectsdatabase.com/model/effectspedalboutique	INVENTORY
Effects Pedal Boutique	SRB-808	Overdrive	Modified 808-style overdrive with increased gain, fuller low end and additional clarity compared with a conventional Tube Screamer-style voice.	https://www.effectsdatabase.com/model/effectspedalboutique/srb808	INVENTORY
Effects Pedal Boutique	SRB-808 Plus	Overdrive	Expanded 808-style overdrive with multiple clipping voices and a fat-boost option for clean boost through higher-gain drive.	https://www.effectsdatabase.com/model/effectspedalboutique/srb808/plus	INVENTORY
Effects Pedal Boutique	SRB-808 Plus 2 in 1	Overdrive	Dual SRB-808-style overdrive in one enclosure, allowing independent use or stacked gain for heavier lead sounds.	https://www.effectsdatabase.com/model/effectspedalboutique/srb808/plus/2in1	INVENTORY
Effects Pedal Boutique	SRB-808 Plus Tri-Plex	Overdrive	Three-section 808-style drive platform intended for multiple gain stages, stacking and broad overdrive combinations.	https://www.effectsdatabase.com/model/effectspedalboutique	INVENTORY
