builder	model	category	light_description	photo_source	status
Death By Audio	Absolute Destruction	Fuzz	Extreme fuzz and overload pedal with gain and overload controls that can move from thick saturated fuzz into collapsing, gated and octave-heavy breakdown.	https://www.effectsdatabase.com/model/deathbyaudio/absolutedestruction	INVENTORY
Death By Audio	Apocalypse	Fuzz / Distortion	High-gain fuzz/distortion designed for dense, aggressive saturation and extreme wall-of-sound textures.	https://www.effectsdatabase.com/model/deathbyaudio	INVENTORY
Death By Audio	Bass War	Bass Fuzz	Heavy bass fuzz designed to retain substantial low-end while producing thick, saturated distortion and fuzz.	https://www.effectsdatabase.com/model/deathbyaudio	INVENTORY
Death By Audio	Crossover Fuzz	Fuzz / Filter	Dual-band analog fuzz and filter that processes low and high frequencies separately for tightly sculpted or chaotic fuzz textures.	https://www.effectsdatabase.com/model/deathbyaudio/crossoverfuzz	INVENTORY
Death By Audio	Evil Fuzz	Fuzz	Two-mode fuzz ranging from a more controllable driving fuzz that cleans up with guitar volume to a louder, harsher saturated fuzz.	https://www.effectsdatabase.com/model/deathbyaudio/evilfuzz	INVENTORY
Death By Audio	Fuzz War	Fuzz	Dense high-gain fuzz built around a huge saturated wall of sound, with a broad tonal range from thick low-heavy fuzz to cutting distortion.	https://www.effectsdatabase.com/model/deathbyaudio/fuzzwar	INVENTORY
Death By Audio	Interstellar Overdriver	Overdrive	All-analog overdrive ranging from a light boost to harmonically rich saturated drive, intended to push and color an amplifier rather than act as a transparent booster.	https://www.effectsdatabase.com/model/deathbyaudio/interstellaroverdriver	INVENTORY
Death By Audio	Octave Clang	Octave Fuzz	Analog octave-up effect combining clang-like harmonics with fuzz, octave textures and aggressive gain that can become abrasive and drone-like.	https://www.effectsdatabase.com/model/deathbyaudio/octaveclang	INVENTORY
Death By Audio	Soundwave Breakdown	Fuzz	Highly interactive fuzz built around extreme bias and filtering, capable of fuzz, distortion, buzz, synth-like and unstable broken-signal textures.	https://www.effectsdatabase.com/model/deathbyaudio/soundwavebreakdown	INVENTORY
Death By Audio	Supersonic Fuzz Gun	Fuzz	High-gain fuzz with an aggressive, saturated character designed for large, abrasive and sustaining fuzz textures.	https://www.effectsdatabase.com/model/deathbyaudio	INVENTORY
Death By Audio	Thee Treble Overload	Treble Boost / Distortion	Stereo treble boost and distortion combining focused upper-frequency boost with saturated drive for added presence and attack.	https://www.effectsdatabase.com/model/deathbyaudio	INVENTORY
Death By Audio	Waveformer Destroyer	Fuzz / Distortion	Multi-voice distortion and fuzz platform offering eight internally selectable sounds from overdrive and distortion to extreme fuzz.	https://www.effectsdatabase.com/model/deathbyaudio/waveformerdestroyer	INVENTORY
EarthQuaker Devices	Acapulco Gold	Distortion	Power-amp-style distortion built for enormous, saturated output with a simple control scheme and a strong low-to-high gain response.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Barrows	Fuzz	Fuzz pedal with a dark, saturated voice and a flexible gain range suited to thick modern fuzz tones.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Bellows	Fuzz / Overdrive	Dynamic fuzzdriver-style dirt pedal covering responsive overdrive through compressed, saturated fuzz with strong amplifier interaction.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Blaster Fuzz	Fuzz	Fuzz pedal centered on a direct, aggressive fuzz voice with strong saturation and a straightforward control set.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Blumes	Bass Overdrive	Low-signal bass overdrive voiced around mid-focused clipping while preserving low-end response and attack.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Chelsea	Fuzz / Overdrive	Low-end-focused fuzzdriver that combines overdrive-style punch with thick saturated fuzz for bass-rich guitar and bass tones.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Chrysalis	Overdrive	Flexible overdrive designed for amp-like breakup with adjustable gain and tonal shaping from cleaner push to thicker drive.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Cloven Hoof	Fuzz	Four-stage muff-family fuzz with a tighter low end and more aggressive, articulate voicing than a traditional muff-style fuzz.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Crimson Drive	Overdrive	Germanium overdrive with a dynamic response and amp-like breakup, moving from low-gain warmth toward thicker saturated drive.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Dirt Transmitter	Fuzz / Distortion	Versatile dirt pedal with a broad gain range from gritty overdrive-like textures to saturated fuzz and distortion.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Dunes	Overdrive	Compact multi-mode overdrive with a mid-focused drive character and added tone-shaping options for boost through heavier overdrive.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Erupter Perfect Fuzz	Fuzz	High-output fuzz focused on strong attack, sustain and a direct, saturated fuzz sound with minimal controls.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Fuzz Master General	Fuzz	Vintage-voiced fuzz built around a thick, harmonically rich response that can move from articulate fuzz into saturated sustain.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Hizumitas	Fuzz	Heavy sustaining fuzz with a thick low end and powerful, harmonically dense character designed for large saturated textures.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Hoof Fuzz	Fuzz	Germanium/silicon hybrid muff-style fuzz ranging from warm gritty overdrive-like tones to huge sustaining fuzz, with a tighter response than many traditional muffs.	https://www.effectsdatabase.com/model/earthquaker/hooffuzz	INVENTORY
EarthQuaker Devices	Monarch	Overdrive	Dynamic overdrive designed around amplifier-style breakup, providing responsive low-to-medium gain with a strong touch-sensitive character.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Palisades	Overdrive	Multi-mode overdrive offering a wide range of gain, clipping and mid-voicing combinations for low-gain drive through thicker stacked sounds.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
EarthQuaker Devices	Plumes	Overdrive	Compact mid-focused overdrive with multiple clipping modes ranging from clean boost-like push to asymmetric and higher-gain drive.	https://www.effectsdatabase.com/model/earthquaker	INVENTORY
