builder	model	category	light_description	photo_source	status
Vin-Antique	PPSE'79	Overdrive	Kyoto handmade overdrive launched in the brand's 2019 era; traditional TS-family mid character with open treble and dynamic response.	https://vin-antique.com/ja	INVENTORY
Vin-Antique	PPSE Classic	Overdrive	PPSE-family variant using symmetrical clipping for a cleaner version of the core PPSE'79 response while retaining its responsiveness and separation.	https://store.ishibashi.co.jp/view/item/000000030249	INVENTORY
Vin-Antique	UFO'84	Fuzz	Germanium fuzz with Fuzz Face-style family character, adjustable gain and a special tone control for vintage through more modern sounds.	https://vin-antique.com/ja	INVENTORY
Vin-Antique	PPSE'79 Ver.2	Overdrive	Second-generation PPSE'79 variant with documented builder development history and exterior product imagery; treated as a revision, not a separate conceptual family.	https://vin-antique.com/manuals/ppse79-ver2	RELATIONSHIP_ONLY
Vin-Antique	PPSE'79 Ver.3	Overdrive	Current PPSE'79 revision documented by Japanese dealers; preserved as a revision/specimen lineage rather than a separate base model.	https://store.shopping.yahoo.co.jp/ishibashi/83-4595315660798.html	RELATIONSHIP_ONLY
Vin-Antique	UFO'84 Ver.2	Fuzz	Updated UFO'84 germanium fuzz variant documented by Japanese dealer records; retained as a revision relationship.	https://store.ishibashi.co.jp/view/item/000000066888	RELATIONSHIP_ONLY
Vin-Antique	Noblesse	Booster	Clean booster developed for Kyoto live-house Gattaca's 10th anniversary; excluded from central dirt because its primary identity is boost.	https://vin-antique.com/manuals/noblesse-ver1	RELATIONSHIP_ONLY
KING SNAKE	Snake Head	Overdrive	Japan-made full-hollow-guitar-specific overdrive from the KING SNAKE guitar brand; voiced around 1940s-50s tube-amp drive while preserving the instrument's thick core.	https://www.taurus-corpo.com/kingsnake-pedal	INVENTORY
KING SNAKE	Snake Tail	Low Cut	Full-hollow-guitar-specific low-cut pedal designed to remove excess bass without changing the core tone; not central dirt.	https://www.taurus-corpo.com/kingsnake-pedal	RELATIONSHIP_ONLY
KING SNAKE	8/10 Pedal	Overdrive	Japan-made compact drive product documented on the KING SNAKE pedal page; retained provisionally pending fuller model-history reconciliation.	https://www.taurus-corpo.com/kingsnake-pedal	RELATIONSHIP_ONLY
