MOD-0190	Acorn Amps	TMA-1 4-Transistor Fuzz	Original	2021	Muff-style fuzz	Four-transistor Muff-family fuzz selected in GPX's 2021 fuzz census.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve the TMA-1 identity and four-transistor format as external identification clues.
MOD-0191	Beetronics FX	Vezzpa	Original	2021	Gated octave fuzz	Dual-mode gated/octave fuzz selected in GPX's 2021 fuzz census.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Mode architecture and enclosure graphics should distinguish the specimen.
MOD-0192	Black Arts Toneworks	Priestess	Original	2021	Muff-style fuzz/distortion	Multi-voiced Big Muff-family fuzz/distortion using several Black Arts Muff flavors.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve the limited Black Friday launch context separately from later production.
MOD-0193	Black Mass Electronics	1312 V3	V3	2021	Rat-style fuzz/distortion	Third-generation 1312 with eight selectable clipping modes, included in GPX's 2021 fuzz census.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	V3 must remain distinct from earlier 1312 generations.
MOD-0194	Black Mass Electronics	Missionary	V2	2021	Silicon fuzz	Second-generation Missionary silicon fuzz included in GPX's 2021 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve V2 as a distinct production generation.
MOD-0195	Boss	FZ-1W Waza Craft Fuzz	Waza Craft	2021	Silicon Fuzz Face-style fuzz	Waza Craft fuzz combining Vintage and Modern modes and a silicon Fuzz Face-inspired voice.	VERIFIED	https://www.musicradar.com/news/boss-fz-1w-fuzz	Launch evidence places the FZ-1W in November 2021; preserve Waza Craft identity and mode controls.
MOD-0196	Boss	TB-2W Waza Craft Tone Bender	Waza Craft	2021	Germanium Tone Bender-style fuzz	Waza Craft recreation of the Tone Bender MkII with selectable operating voltage and germanium transistor character.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve the limited-production Waza Craft/Tone Bender identity.
MOD-0197	Drunk Beaver	Heavy Bat	Original	2021	Rat/HM-2 hybrid distortion	Dual-channel high-gain Rat-family design with extensive clipping, op-amp and EQ options.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Control density and two-channel architecture are strong external identifiers.
MOD-0198	Drunk Beaver	Fluff Muff	Original	2021	Muff-style fuzz with octave/boost	Muff-derived fuzz with octave and boost functions selected in GPX's 2021 fuzz census.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve the integrated octave and boost functions as product identity.
MOD-0199	EarthQuaker Devices	Hizumitas Fuzz Sustainar	Original	2021-present	Triangle Muff-family fuzz	Wata/Boris collaboration based on Wata's Elk BM Sustainar, itself a Japanese Triangle Big Muff variant.	VERIFIED	https://www.musicradar.com/news/earthquaker-boris-hizumitas-pedal	Launch was reported November 4, 2021; artist association and Elk lineage are key identification evidence.
MOD-0200	Electro-Harmonix	Ripped Speaker	Original	2021-present	Bias-controlled fuzz	Compact fuzz with a Rip bias control allowing more conventional fuzz-face-like through gated textures.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve the Rip control as the primary external differentiator.
MOD-0201	Emanating Fist Electronics	Dope Priest DP-70	2021 Edition	2021	Triangle Muff-style fuzz	Hand-built Triangle Muff derivative documented by GPX as the 2021 edition.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Edition labeling matters because earlier Dope Priest examples exist.
MOD-0202	Fairfield Circuitry	About 900	Original	2021	JFET fuzz	JFET fuzz selected in GPX's 2021 fuzz census.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve the About 900 name and JFET family description.
MOD-0203	Fjord Fuzz	Berserk	Original	2021	Silicon Fuzz Face-style fuzz	Updated silicon Fuzz Face-style fuzz with impedance, thickness and booster-oriented controls.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	External controls make Berserk distinct from earlier Fjord Fuzz Fuzz Face products.
MOD-0204	Fjord Fuzz	Odin	V2	2021	Octave fuzz	Second-edition Foxx Tone Machine-style octave fuzz with independently controllable octave and non-octave gain.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Do not collapse V2 into later Odin V3 records.
MOD-0205	Greenhouse Effects	Roots Fuzz	Original	2021	Dual-mode Muff fuzz	Muff-style fuzz with dual switching/voicing architecture included in GPX's 2021 fuzz selection.	RESEARCH	https://www.guitarpedalx.com/news/2021-best-of-new-fuzz-pedals-for-the-year	Preserve dual-mode behavior as an identification clue.
