builder	model	category	light_description	photo_source	status
SEA SIDE SOUND	BALOR	Distortion	Early/core Sea Side Sound distortion documented as one of the brand's first models; wide-range high-output distortion with preserved note contour.	https://namm2023.effectorbox.com/sea-side-sound/ ; https://www.ishibashi.co.jp/ec/search/?s4%5B%5D=SEA+SIDE+SOUND	CENTRAL
SEA SIDE SOUND	Iblis	Overdrive	Core TS-family overdrive with selectable TS, Dumble and MS clipping character; later revisions retain the model identity.	https://www.hizumiya.com/SHOP/0037-005.html ; https://www.ishibashi.co.jp/ec/search/?s4%5B%5D=SEA+SIDE+SOUND	CENTRAL
SEA SIDE SOUND	VALI	Overdrive	Medium-gain clean overdrive with Drive, Level, High and Low controls; documented as a Saga-made Sea Side Sound model.	https://namm2023.effectorbox.com/sea-side-sound/ ; https://reverb.com/item/80118734-sea-side-sound-seaside-sound-vali-sn-61-03-01	CENTRAL
SEA SIDE SOUND	AVESTER	Overdrive	Dumble-influenced overdrive customized to the Sea Side Sound approach; two-band tone control and strong exterior specimen trail.	https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff02/llp-ef-2840500004010 ; https://reverb.com/item/44241730-sea-side-sound-sea-side-sound-dumble-overdrive-avester	CENTRAL
SEA SIDE SOUND	NyanBitFuzz	Fuzz	Low-bit/crushed digital-style fuzz; current dealer catalog and surviving specimen photography establish the product identity.	https://www.chuya-online.com/brand/1511 ; https://reverb.com/item/59687552-sea-side-sound-nyanbit-fuzz	CENTRAL
SEA SIDE SOUND	BRAVE	Overdrive	Transparent-style medium-gain overdrive with four controls; current 2026 Japanese retail documentation.	https://www.j-guitar.com/products/detail.php?id=1540606 ; https://www.chuya-online.com/brand/1511	CENTRAL
SEA SIDE SOUND	NYANTAUR	Overdrive	10th-anniversary overdrive inspired by a classic design, with switchable germanium/silicon clipping; retain as anniversary model, not a duplicate family.	https://store.ishibashi.co.jp/view/item/000000090689 ; https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff02/llp-ef-2840500005604	CENTRAL
SEA SIDE SOUND	Orobas	Overdrive	Documented Sea Side Sound overdrive appearing in surviving Japanese used-retail inventory; retained pending fuller first-party reconciliation.	https://store.ishibashi.co.jp/search?limit=72&path=%E3%82%A8%E3%83%95%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC&s3%5B0%5D=SEA+SIDE+SOUND&sort=Score	CENTRAL_PENDING
SEA SIDE SOUND	BoosNyaa!!	Booster	FET fat booster; kept relationship-only because boost is its primary documented function.	https://namm2023.effectorbox.com/sea-side-sound/ ; https://seasidesound.thebase.in/items/85648081	RELATIONSHIP_ONLY
SEA SIDE SOUND	Limited BoosNyaa!!	Booster	Limited cat/enclosure presentation of BoosNyaa; not a separate central dirt model.	https://store.ishibashi.co.jp/search?s3=SEA+SIDE+SOUND	RELATIONSHIP_ONLY
SEA SIDE SOUND	Mini BoosNyaa	Booster	Mini enclosure booster variants; retained as relationship-only product states.	https://www.digimart.net/cat13/shop1484/DS08607683/ ; https://store.ishibashi.co.jp/search?s3=SEA+SIDE+SOUND	RELATIONSHIP_ONLY
SEA SIDE SOUND	AnyalogDelay	Delay	Analog delay, excluded from central dirt catalog.	https://www.digimart.net/cat13/shop5245/DS09239012/	RELATIONSHIP_ONLY
SEA SIDE SOUND	Burenya	Overdrive/Booster	Drive-plus-booster model found in dealer documentation; retained pending stronger product-family reconciliation.	https://www.digimart.net/cat13/shop5245/DS09495188/	CENTRAL_PENDING
