builder	model	category	light_description	photo_source	status
Pedal diggers	10	Overdrive	TS-family overdrive developed by Takashi Shiiba around research into unusual vintage TS examples; cataloged as the 10 family.	https://www.musicland.co.jp/fs/musiclandkey/ef-pedaldiggers/pd-10-ver2	CENTRAL
Pedal diggers	81 / OVERDRIVE	Overdrive	Pedal diggers overdrive documented by Japanese dealers; exact relationship to other numbered TS-family models retained as product-level evidence only.	https://store.ishibashi.co.jp/search?path=%E3%82%A8%E3%83%95%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC%3A%E3%82%AE%E3%82%BF%E3%83%BC%E7%94%A8%E3%82%A8%E3%83%95%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC&s3%5B0%5D=PEDAL+DIGGERS	CENTRAL_PENDING
Pedal diggers	819	Overdrive	Pedal diggers numbered overdrive family; surviving Japanese specimens and 819 DLX documentation establish the product identity.	https://www.digimart.net/cat13/shop5023/DS10267276/	CENTRAL
Pedal diggers	819 DLX	Overdrive	Deluxe version of the 819 with documented three-knob green enclosure and surviving serial-numbered specimens.	https://auctions.yahoo.co.jp/jp/auction/l1063545526	CENTRAL
Pedal diggers	Cranked 45	Overdrive	EL34/45-style amp-voiced overdrive family represented by Cranked 45 and later Ver.2 records.	https://www.watanabe-mi.com/honten/list/p125755/	CENTRAL
Pedal diggers	Emotions	Overdrive	Pedal diggers overdrive documented in Japanese retail maker listings.	https://www.shimamura.co.jp/shop/umeda/product/20180817/4190	CENTRAL_PENDING
Pedal diggers	Super Natural	Overdrive	D-style overdrive/preamp documented by Japanese dealers and explicitly positioned alongside Over Statement Special.	https://www.musicland.co.jp/fs/musiclandkey/pd-over-statement-sp	CENTRAL
Pedal diggers	Over Statement Special	Overdrive	Dumble O.D.S.-oriented overdrive in a three-control format; Japanese dealer documentation identifies it as a Pedal diggers handmade product.	https://store.ishibashi.co.jp/view/item/000000108306	CENTRAL
Pedal diggers	Perfect 5th	Overdrive	Buffered-TS lineage reinterpretation documented by Pedal diggers dealer material as an original reconstruction based on Son of Screamer.	https://www.musicland.co.jp/fs/musiclandkey/pd-perfect-5th	CENTRAL
Pedal diggers	130 Fuzz	Fuzz	BC130C Fuzz Face-style fuzz with surviving low-serial specimen photography.	https://reverb.com/item/63647468-pedal-diggers-130-fuzz-bc130c-fuzz-face-sn-6	CENTRAL
Pedal diggers	Mouse	Distortion	Whiteface-RAT-style distortion documented under Pd / Pedal diggers, with surviving exterior specimen photography.	https://reverb.com/item/82323346-pd-pedal-diggers-mouse	CENTRAL
Pedal diggers	GL8 Mini	Overdrive	Compact numbered Pedal diggers drive model preserved through surviving retail/specimen photography; exact family lineage retained pending stronger first-party chronology.	https://www.ebay.com/itm/385187236446	CENTRAL_PENDING
Pedal diggers	HC32 Mini Hot Cake	Overdrive	Mini overdrive associated with Pedal diggers and Japanese handmade catalog records; retained pending fuller builder chronology.	https://equipboard.com/brands/pedal-diggers	CENTRAL_PENDING
Pedal diggers	10 Ver.2	Overdrive	Second documented generation of the numbered 10 overdrive; kept as a revision relationship to 10 rather than a new conceptual family.	https://www.musicland.co.jp/fs/musiclandkey/ef-pedaldiggers/pd-10-ver2	RELATIONSHIP_ONLY
Pedal diggers	819/Candy Raspberry	Overdrive	819 special-color variant retained relationally rather than as a separate pedal family.	https://www.shimamura.co.jp/shop/umeda/product/20180817/4190	RELATIONSHIP_ONLY
Pedal diggers	819/Cream	Overdrive	819 special-color variant retained relationally rather than as a separate pedal family.	https://www.shimamura.co.jp/shop/umeda/product/20180817/4190	RELATIONSHIP_ONLY
Pedal diggers	819/Gold Hammer Tone	Overdrive	819 special-finish variant retained relationally rather than as a separate pedal family.	https://www.shimamura.co.jp/shop/umeda/product/20180817/4190	RELATIONSHIP_ONLY
Pedal diggers	Cranked 45 Ver.2	Overdrive	Second production state of Cranked 45; retained as a generation/revision relationship.	https://www.shimamura.co.jp/shop/umeda/product/20180817/4190	RELATIONSHIP_ONLY
Pedal diggers	Over Statement Special limited/color editions	Overdrive	Edition/color records preserved as relationships unless substantive circuit/product identity is independently documented.	https://store.ishibashi.co.jp/view/item/000000108306	RELATIONSHIP_ONLY
Pedal diggers	Tenor	Booster	Boost-focused product excluded from central dirt catalog.	https://equipboard.com/brands/pedal-diggers	RELATIONSHIP_ONLY
