builder	model	category	light_description	photo_source	status
Fieldfare Audio	Revolt - Tube Screamer, Overdrive Pedal	Overdrive / Boost	Fieldfare's expanded Tube Screamer-style drive with 9V/18V headroom, low-push, high-cut and open/compress controls.	https://fieldfareaudio.de/en/products/revolt-overdrive-screamer	INVENTORY
Fieldfare Audio	Antares - Overdrive Pedal	Overdrive	Boutique overdrive in Fieldfare Audio's current analog pedal catalog.	https://fieldfareaudio.de/en/collections/overdrive	INVENTORY
Fieldfare Audio	Fury - Fuzz Pedal	Fuzz	Current handmade German fuzz model in the Fieldfare Audio catalog.	https://fieldfareaudio.de/en/collections/klassische-fuzz-pedale	INVENTORY
Fieldfare Audio	Antiheld - Bass Distortion Pedal	Bass Distortion / Overdrive	Bass-focused analog distortion with Classic/Modern voicing and broad tone shaping.	https://fieldfareaudio.de/en/products/antiheld-bass-distortion	INVENTORY
Fieldfare Audio	Sun Prophet - Massacre Distortion Pedal	Distortion	High-gain distortion model positioned by Fieldfare in its high-gain catalog.	https://fieldfareaudio.de/en/collections/high-gain-distortion-pedale	INVENTORY
Fieldfare Audio	Thrive - Fuzz Pedal	Fuzz	Current fuzz model shown alongside Fury in Fieldfare Audio's classic-fuzz collection.	https://fieldfareaudio.de/en/collections/klassische-fuzz-pedale	INVENTORY
Bionique Audio	Chimera	Distortion	Bionique Audio's first commercial pedal, launched in 2020 after Dan Poirier's earlier circuit experimentation; current Chimera page exposes multiple variants.	https://www.bioniqueaudio.com/	INVENTORY
Bionique Audio	Chimera MK3	Distortion	Current third-generation Chimera presentation in Bionique Audio's catalog.	https://www.bioniqueaudio.com/	INVENTORY
Bionique Audio	Desmodus	Distortion / Fuzz	RAT-inspired Quebec-made distortion/fuzz with stacked overdrive/distortion stages and F/D voicing.	https://www.bioniqueaudio.com/boutique/desmodus/	INVENTORY
Bionique Audio	WitchKing	Distortion / Overdrive	High-gain stacked drive inspired by Tube Screamer and Distortion Plus circuits, with independent distortion increase switch.	https://www.bioniqueaudio.com/fr/boutique/witchking/	INVENTORY
Animal Factory Amplification	Chemical Burn	Fuzz	Original AFA product, a modified Shin-Ei Superfuzz FY-6 variant and the starting point for the company's fuzz catalog.	https://animalfactoryamps.com/blogs/news/introducing-dirty-mirror	INVENTORY
Animal Factory Amplification	Chemical Burn V3	Fuzz	Third-iteration Chemical Burn with expanded controls and switchable level boost, documented in 2023 development news.	https://animalfactoryamps.com/blogs/news/superbooth-2023-news-animal-factory-reveals-new-pedal-and-synth-prototypes	INVENTORY
Animal Factory Amplification	Baron Samedi	Fuzz / Experimental	AFA fuzz pedal descended from the builder's experimental gain work; current shop marks the pedal discontinued.	https://animalfactoryamps.com/collections/all/pedals	INVENTORY
Animal Factory Amplification	Baron Samedi V2	Fuzz / Experimental	Second-iteration Baron Samedi documented in the builder's historical development material.	https://animalfactoryamps.com/blogs/news/superbooth-2023-news-animal-factory-reveals-new-pedal-and-synth-prototypes	INVENTORY
Animal Factory Amplification	Pit Viper	Overdrive / Filter	Original guitar-oriented AFA drive/filter design represented in historical module and pedal documentation.	https://animalfactoryamps.com/blogs/news/what-kind-of-candy-do-you-like-comparing-flavours-of-eurorack-distortion	INVENTORY
Animal Factory Amplification	Pit Viper V2	Overdrive / Filter	Ground-up V2 redesign documented by AFA during its pandemic redesign cycle; current shop marks the pedal discontinued.	https://animalfactoryamps.com/collections/all/pedals	INVENTORY
