builder	model	category	light_description	photo_source	status
Dirty Boy Pedals	Preamp	Preamp / Overdrive	Analog preamp combining amplifier-style drive, boost and speaker-emulated output functions.	https://www.dirtyboy.co/products/preamp	INVENTORY
Dirty Boy Pedals	Afro Fuzz	Fuzz	Vintage-style fuzz with rich sustain, harmonic saturation, dynamic cleanup and a selectable frequency character.	https://www.dirtyboy.co/	INVENTORY
Dirty Boy Pedals	Ball Buster	Boost / Overdrive	Boost pedal that moves from clean level lift into increasingly compressed gain and fuzz-like saturation.	https://www.dirtyboy.co/products/ball-buster	INVENTORY
Dirty Boy Pedals	Germanium Boy	Fuzz / Boost	Germanium-based dirt pedal offering touch-sensitive gain and vintage-oriented saturation.	https://www.dirtyboy.co/	INVENTORY
Dirty Boy Pedals	SilverBOY	Overdrive / Distortion	Boutique high-gain drive built around the Dirty Boy sound with a thicker, more saturated character.	https://www.dirtyboy.co/	INVENTORY
Dirty Boy Pedals	Dirty Double	Overdrive / Boost	Dual-function Dirty Boy dirt design combining gain stages for broader drive control.	https://www.dirtyboy.co/	INVENTORY
Dirty Boy Pedals	Dirty Boy Jr. Overdrive	Overdrive / Preamp	Compact all-analog overdrive and preamp adapted from the original Dirty Boy Preamp, with amp simulation and Variac-style sag control.	https://www.dirtyboy.co/	INVENTORY
Dirty Boy Pedals	Dirty Boy Jr. Booster	Boost / Overdrive	Compact booster adapted from the Ball Buster circuit, ranging from clean boost to saturated British-style breakup.	https://www.dirtyboy.co/	INVENTORY
Dirty Boy Pedals	Dirty Boy Jr. Fuzz	Fuzz	Compact fuzz adapted from the Afro Fuzz circuit, offering sustain, harmonic saturation and six-position frequency shaping.	https://www.dirtyboy.co/	INVENTORY
Jānis.lv Effect Pedals	Miesnieks	Overdrive / Distortion	Analog overdrive/distortion ranging from smooth breakup to heavy saturation, with two gain ranges and a wide tone control.	https://www.janisaltmanis.lv/shop-effect-pedals/item/janis-miesnieks-overdrive-distortion	INVENTORY
Jānis.lv Effect Pedals	Miesnieks X	Overdrive / Distortion	Dual-channel version of the Miesnieks providing a second drive channel alongside the original gain section.	https://www.janisaltmanis.lv/shop-effect-pedals/item/janis-miesnieks-dual-overdrive-distortion	INVENTORY
Jānis.lv Effect Pedals	PURVS	Fuzz	Hand-built fuzz/noise pedal with an intentionally raw, noise-oriented character.	https://www.janisaltmanis.lv/	INVENTORY
Black Kat Devices	Wasp Drive	Overdrive / Boost	Dynamic overdrive with main-drive, secondary-gain and boost operation, designed for responsive touch and stacking.	https://en.blackkatdevices.com/wasp-drive	INVENTORY
Black Kat Devices	Queen Wasp Drive	Overdrive	Dynamic overdrive built around a flexible gain response with a focused, expressive character.	https://www.blackkatdevices.com/landing	INVENTORY
Black Kat Devices	Lion Distorsion	Distortion	Handcrafted multi-stage distortion with two gain stages, three clipping options and extensive bass, mid and high-frequency shaping.	https://en.blackkatdevices.com/lion-distorsion	INVENTORY
Black Kat Devices	Double W	Overdrive / Fuzz	Combination gain pedal pairing the Wasp Drive with the Wolf Fuzz in one enclosure.	https://www.blackkatdevices.com/landing	INVENTORY
Vntage Tone	PROMETHEUS	Overdrive	Centaur-inspired overdrive designed around a broad, harmonic-rich drive response.	https://www.vntagetone.com/category-product/pedals/	INVENTORY
Vntage Tone	Prometheus Limited Edition (Black)	Overdrive	Limited-edition Prometheus overdrive presented in a black finish.	https://www.vntagetone.com/products/	INVENTORY
Vntage Tone	Bifurcator	Dual Overdrive	Dual overdrive combining the Prometheus and VT 4558 drive sections for blended and independent gain shaping.	https://www.vntagetone.com/product/bifurcator/	INVENTORY
Vntage Tone	EliteEinheit-13	High-Gain Distortion	Modern high-gain distortion designed for aggressive metal riffing with additional dynamic and tonal shaping.	https://www.vntagetone.com/category-product/pedals/	INVENTORY
Vntage Tone	OCTAGRAPHER-FUZZ	Fuzz / Octave	Octave fuzz designed for an upper-octave-focused, expressive and highly saturated response.	https://www.vntagetone.com/product/octagrapher-fuzz/	INVENTORY
Vntage Tone	OCTAGRAPHER-FUZZ II	Fuzz / Octave	Updated Octagrapher fuzz retaining its octave-oriented saturated character.	https://www.vntagetone.com/shop/?wmc-currency=MXN	INVENTORY
Vntage Tone	White Fuzz	Fuzz	Classic-style fuzz with modern dynamics and a vintage-oriented saturated response.	https://www.vntagetone.com/product/white-fuzz/	INVENTORY
Vntage Tone	Preamp-N-Channel	Boost / Preamp	Signal boost/preamp pedal providing substantial level increase for solos or an always-on gain stage.	https://www.vntagetone.com/shop/?wmc-currency=MXN	INVENTORY
Haunted Labs	Witch Hammer	Overdrive	Transparent overdrive with asymmetrical clipping and strong low-end emphasis for pushing an amplifier.	https://www.hauntedlabs.com/	INVENTORY
Haunted Labs	Frost Bite	Fuzz	Silicon fuzz ranging from biting boost-like tones to high-gain saturated fuzz.	https://www.hauntedlabs.com/	INVENTORY
Haunted Labs	Scorched Earth	Fuzz	Lead fuzz built for creamy, sustained tones that swell into dense saturation.	https://www.hauntedlabs.com/	INVENTORY
Haunted Labs	Carolina Reaper	Overdrive / Fuzz	Germanium-based high-gain dual drive combining overdrive and fuzz in a single pedal.	https://www.hauntedlabs.com/	INVENTORY
Haunted Labs	Old Ruin	Distortion	Distortion with a dedicated Texture control for shaping a dense, decaying and aggressive dirt response.	https://www.hauntedlabs.com/	INVENTORY
M2 Labs	The Bomber Overdrive	Overdrive / Distortion	Handcrafted overdrive using matched NOS germanium clipping diodes, ranging from edge-of-breakup through thick harmonic distortion.	https://m2-labs.com/shop/the-bomber-overdrive	INVENTORY
M2 Labs	Fuzzocalypse - Analog Chaos Injector	Fuzz	Handcrafted analog fuzz built around a matched two-transistor silicon core with a Chaos Mode and signal meter.	https://m2-labs.com/shop	INVENTORY
