builder	model	category	light_description	photo_source	status
Animals Pedal	Major Overdrive	Overdrive	Original Animals Pedal overdrive introduced in 2016 as one of the brand's launch effects.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	Rover Fuzz	Fuzz	Original Animals Pedal vintage-oriented fuzz introduced in the 2016 launch period.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	Rust Rod Fuzz	Fuzz	Original Animals Pedal fuzz introduced alongside Rover Fuzz in 2016.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	Surfing Bear Overdrive	Overdrive	Animals Pedal overdrive from the 2015-2017 Ninevolt/Animals lineage.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	FISHING IS AS FUN AS FUZZ	Fuzz	Muff-family fuzz based on early Russian Civil War-style Big Muff characteristics and tuned for easier band use.	https://www.animalspedal.jp/pages/pedal-summary	INVENTORY
Animals Pedal	I Was A Wolf In The Forest Distortion	Distortion	Animals Pedal distortion introduced in 2018 and retained in the current brand lineage.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	Tioga Road Cycling Distortion	Distortion	Animals Pedal distortion introduced in 2018 and preserved in later current/reissue catalogs.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	In Oct,3 Foxes talking of dreamy FUZZ	Fuzz	Octave-fuzz derived Animals Pedal model introduced in 2021, based on 1970s octave-fuzz behavior.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	PUSH & PULL DISTORTION	Distortion	Animals Pedal distortion introduced in 2021 as an original branded dirt product.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	SURFING POLAR BEAR BASS OVERDRIVE MOD BY BJF	Overdrive	Bass overdrive collaboration combining Animals Pedal presentation with BJF design input; retained as a named collaboration product.	https://www.animalspedal.jp/en/pages/histrory	INVENTORY
Animals Pedal	ANGEL BEAR FACE FUZZ	Fuzz	Current Animals Pedal fuzz model in the brand's compact dirt catalog.	https://www.animalspedal.jp/collections/animals-pedal-pedal	INVENTORY
Effects Bakery	Bagel OverDrive	Overdrive	Effects Bakery launch-era overdrive, explicitly positioned as an accessible standard drive with amp-like response.	https://ninevolt.jp/en/products/bageloverdrive	INVENTORY
Effects Bakery	Croissant Distortion	Distortion	Effects Bakery compact distortion from the brand's original low-cost mini-pedal lineup.	https://ninevolt.jp/en/pages/news	INVENTORY
Effects Bakery	Sandwich Fuzz	Fuzz	Effects Bakery compact fuzz from the brand's original dirt lineup.	https://ninevolt.jp/en/pages/news	INVENTORY
Effects Bakery	KAMOME DISTORTION	Distortion	Effects Bakery named compact distortion preserved in the current Ninevolt distribution catalog.	https://ninevolt.jp/en/pages/news	INVENTORY
Effects Bakery	スグル食品のビッグカツディストーション	Distortion	Limited collaborative distortion with Suguru Foods, using the Effects Bakery dirt platform as the branded product base.	https://ninevolt.jp/en/pages/news	INVENTORY
Effects Bakery	あんバターコッペドライブ (福田パン謹製)	Overdrive	Fukuda Pan collaboration overdrive based on an open, transparent 1980s-style drive concept.	https://ninevolt.jp/en/products/anbatakoppedrive	INVENTORY
Effects Bakery	Strawberry Jam Pan OD Limited Edition	Overdrive	Limited Effects Bakery overdrive edition using the Jam Pan OD concept with a changed bypass implementation.	https://ninevolt.jp/en/products/eb-sjpod-le	INVENTORY
