builder	model	category	light_description	photo_source	status
ARION	DMD-1 Digital Metal Distortion	Distortion	Arion historical digital metal distortion; retained as a documented dirt product in the Arion catalog.	https://www.effectsdatabase.com/model/arion ; https://www.effectsdatabase.com/model/arion/dmd1	CENTRAL
ARION	MDI-1 Tube Mania	Distortion	Arion tube-amp-simulation distortion from the historical Japanese lineup; surviving catalog and specimen/video trail.	https://www.effectsdatabase.com/model/arion/mdi1	CENTRAL
ARION	MDI-2 Bass Distortion	Distortion	Arion bass distortion product retained because bass dirt is within archive scope.	https://www.effectsdatabase.com/model/arion ; https://www.effectsdatabase.com/model/arion/mdi2	CENTRAL
ARION	MDS-1 Distortion	Distortion	Historical Arion analog distortion with surviving exterior/specimen trail.	https://www.effectsdatabase.com/model/arion/mds1	CENTRAL
ARION	MMP-1 Metal Plus	Distortion	Historical Arion metal distortion product with documented controls and surviving specimen trail.	https://www.effectsdatabase.com/model/arion/mmp1	CENTRAL
ARION	MTE-1 Tubulator	Distortion	Historical Arion tube-amp-style distortion/overdrive product with surviving catalog and video/photo trail.	https://www.effectsdatabase.com/model/arion/mte1	CENTRAL
ARION	SDI-1 Stereo Distortion	Distortion	Historical Arion stereo distortion with dual outputs and Direct/Soft mode; documented as originally made in Japan and later assembled in Sri Lanka.	https://www.effectsdatabase.com/model/arion/sdi1	CENTRAL
ARION	SMM-1 Stereo Metal Master	Distortion	Historical Arion high-gain stereo metal distortion with dual-output routing and surviving specimen trail.	https://www.effectsdatabase.com/model/arion/smm1	CENTRAL
ARION	SOD-1 Stereo Overdrive	Overdrive	Historical Arion stereo overdrive/boost product with documented Drive, Tone and Level controls and photo/video trail.	https://www.effectsdatabase.com/model/arion/sod1	CENTRAL
CAT'SFACTORY	AT-222D 8I-II0 Distortion	Distortion	Core Akira Takasaki signature distortion; Cat'sFACTORY states formal release in 2020 after two years of development and identifies the same builder/process for professional and general-sale units.	https://catsfactory.com/en-us/collections/akira-takasaki-signature-pedal ; https://catsfactory.com/en-us	CENTRAL
CAT'SFACTORY	AT-222Fz GermaniumTransistor FUZZ 2024 Limited	Fuzz	Limited 2024 Takasaki signature fuzz using germanium transistors; official product collection provides product photography and catalog identity.	https://catsfactory.com/en-us/collections/akira-takasaki-signature-pedal	CENTRAL
CAT'SFACTORY	AT-222OD Over Drive	Overdrive	Akira Takasaki signature overdrive in the Cat'sFACTORY catalog; retained as a distinct core dirt model.	https://catsfactory.com/en-us/collections/akira-takasaki-signature-pedal	CENTRAL
CAT'SFACTORY	AT-222ODD OverDriveDistortion	Overdrive/Distortion	Akira Takasaki signature high-gain overdrive/distortion introduced in 2025; official site documents live use and product photography.	https://catsfactory.com/en-us ; https://catsfactory.com/en-us/collections/akira-takasaki-signature-pedal	CENTRAL
CAT'SFACTORY	AT-222ODD 45th 2026 Limited	Overdrive/Distortion	2026 limited AT-222ODD anniversary presentation retained as a relationship edition of the AT-222ODD platform rather than a new conceptual family.	https://catsfactory.com/en-us/collections/akira-takasaki-signature-pedal	RELATIONSHIP_ONLY
CAT'SFACTORY	AT-222D2 Distortion	Distortion	New 2026 Akira Takasaki signature distortion announced for advance reservation; retained as a current product identity with official photographic/catalog trail.	https://catsfactory.com/en-us	CENTRAL
CAT'SFACTORY	AT-222 14-24 10th Anniversary model	Overdrive/Distortion	Anniversary model in the Takasaki collection; retained as relationship-only pending stronger evidence that it constitutes a distinct dirt circuit family rather than a commemorative presentation.	https://catsfactory.com/en-us/collections/akira-takasaki-signature-pedal	RELATIONSHIP_ONLY
