builder	model	category	light_description	photo_source	status
Airline Guitars	Dirty Birdy Fuzz	Fuzz	Compact fuzz pedal centered on a vintage-leaning, responsive fuzz voice with enough gain for thick saturated textures.	https://www.effectsdatabase.com/model/airline/dirtybirdy	INVENTORY
Sunhaus	Ballam - Dirt Fuzz	Fuzz	Silicon Tone Bender MkII-style fuzz with low-gain gravelly character, clean blend and switchable tonal weight.	https://www.effectsdatabase.com/model/sunhaus/ballam	INVENTORY
Sunhaus	Djandek - Geological Fuzz	Fuzz	Handcrafted unstable fuzz built around bias manipulation and signal starvation, ranging from full fuzz to sputtering collapsing textures.	https://www.effectsdatabase.com/model/sunhaus/djandek	INVENTORY
CS.Cathey	AB-03 Distortion Booster	Boost / Distortion	Compact distortion booster combining level lift with clipped gain for a focused vintage Japanese drive character.	https://www.effectsdatabase.com/model/cscathey	INVENTORY
CS.Cathey	AD-02 Distortion Box	Distortion	Mid-1970s Japanese distortion pedal with a straightforward compact format and saturated hard-clipping character.	https://www.effectsdatabase.com/model/cscathey	INVENTORY
CS.Cathey	AO-05 Upper Octave	Octave Fuzz	Compact upper-octave effect producing a pronounced octave-up harmonic layer over driven guitar tones.	https://www.effectsdatabase.com/model/cscathey	INVENTORY
CS.Cathey	AS-01 Sustainer	Fuzz / Distortion	Vintage Japanese sustain/distortion effect designed to increase sustain while adding a saturated clipped texture.	https://www.effectsdatabase.com/model/cscathey	INVENTORY
Voltic Electronic Devices	Awkward Mustache	Fuzz / Distortion	Op-amp fuzz spanning clean boost and low-gain drive through saturated fuzz, with switchable clipping and tone-stack defeat modes.	https://www.effectsdatabase.com/model/voltic/awkwardmustache	INVENTORY
Voltic Electronic Devices	DTF - Dual Transistor Fuzz	Boost / Overdrive / Fuzz	Dual-transistor gain pedal with switchable treble-boost/full-range input and multiple clipping voices from preamp drive to heavy fuzz.	https://www.effectsdatabase.com/model/voltic/dtf	INVENTORY
Voltic Electronic Devices	Mountain Drive	Overdrive	Boutique overdrive from the Voltic line, intended for amplifier-pushing gain with a broad response from lighter drive to thicker saturation.	https://www.effectsdatabase.com/model/voltic	INVENTORY
Voltic Electronic Devices	Smalls Fuzz	Fuzz	Compact fuzz designed around saturated transistor gain, with a direct and responsive vintage-oriented fuzz character.	https://www.effectsdatabase.com/model/voltic	INVENTORY
Voltic Electronic Devices	Stache - Op-Amp Fuzz	Fuzz / Distortion	Op-amp fuzz with a broad gain range and aggressive clipping character, aimed at thick alternative and high-gain textures.	https://www.effectsdatabase.com/model/voltic	INVENTORY
Voltic Electronic Devices	x South Fellini Jawn Hot Fuzz	Fuzz	Limited-run fuzz collaboration built for dense, high-gain saturation and a distinctive compressed fuzz response.	https://www.effectsdatabase.com/model/voltic	INVENTORY
Smallsound/Bigsound	Buzzz	Fuzz	Highly interactive Superfuzz-derived fuzz ranging from dirty boost and drive through clangy upper-octave fuzz, gated sputter and low buzz textures.	https://www.effectsdatabase.com/model/smallsoundbigsound/buzzz	INVENTORY
Smallsound/Bigsound	Fuck Overdrive	Overdrive / Distortion	Highly interactive overdrive designed to emulate a failing amplifier, moving from dirty gain into crackling, compressed and unstable distortion.	https://www.effectsdatabase.com/model/smallsoundbigsound/fuckoverdrive	INVENTORY
