MOD-0168	Kernom	Moho Magmatic Augmented Analog Fuzz Workstation	Original	2023-present	Augmented analog fuzz workstation	Programmable control over a broad analog fuzz architecture with presets, MIDI and extensive character/harmonic controls. GPX selected it as 2023 Pedal of the Year.	VERIFIED	https://www.guitarpedalx.com/news/gpx-blog/2023-guitar-pedals-of-the-year---the-best-of-the-best	Preserve Moho as its own programmable fuzz product rather than reducing it to a generic vintage-fuzz emulator.
MOD-0169	Collision Devices	TARS	Original	2023-present	Analog filter fuzz	Filter/fuzz hybrid combining analog fuzz with resonant filtering and extensive tone-shaping behavior. GPX 2023 finalist.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2023-guitar-pedals-of-the-year---the-best-of-the-best	Treat the filter architecture and control behavior as primary identification clues.
MOD-0170	Palmer Custom FX	Solarist V2	V2	2023	Dual germanium/silicon fuzz + boost	Swiss-army-knife fuzz combining germanium and silicon Fuzz Face-type voices with Rangemaster-style boost functions. Listed among GPX 2023 finalists.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2023-guitar-pedals-of-the-year---the-best-of-the-best	V2 must remain distinct from the earlier Solarist lineage.
MOD-0171	Rainger FX	Dr Freakenstein Chop Fuzzz	Original	2023-present	Chopped/modulated fuzz	Experimental fuzz with rhythmic/chopped control behavior, characteristic of Rainger FX's performance-oriented design language. GPX 2023 finalist.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2023-guitar-pedals-of-the-year---the-best-of-the-best	Preserve performance-control identity as part of the specimen record.
MOD-0172	Tark Audio	Squidink	Original	2023-present	Analog octave crusher / PLL fuzz	Experimental analog octave/crusher and PLL-oriented fuzz device selected as a GPX 2023 finalist.	RESEARCH	https://www.guitarpedalx.com/news/gpx-blog/2023-guitar-pedals-of-the-year---the-best-of-the-best	Keep the PLL/octave architecture visible in the family description.
MOD-0173	Great Eastern FX Co.	Focus Fuzz	Original	2023	Germanium/silicon fuzz	Original fuzz design using NOS germanium and modern silicon transistors, with a Focus control intended to move from wide/woolly to biting/incisive. Limited to 250 units in launch coverage.	VERIFIED	https://www.premierguitar.com/great-eastern-focus-fuzz	The 250-unit limitation and mixed transistor availability are production-history clues.
MOD-0174	Bardic Audio Devices	Rival	Original	2023-present	Mesa Mark V style preamp/distortion	High-gain preamp/distortion product appearing in GPX's 2023 distortion census.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Preserve as a distinct builder/product identity pending primary-source enrichment.
MOD-0175	DSM & Humboldt	Black Clouds	Original	2023-present	High-gain distortion / preamp	High-gain distortion/preamp product listed in GPX's 2023 distortion selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Architecture and preamp function should be distinguished from ordinary stompbox distortion.
MOD-0176	EarthQuaker Devices	Zoar	Original	2023	Dynamic discrete-transistor distortion	Discrete-transistor distortion with dynamic response, included in GPX's 2023 distortion selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Preserve Zoar as a discrete EQD product identity.
MOD-0177	Empress Effects	Heavy Menace	Original	2023	High-gain distortion with noise gate	Compact high-gain distortion with integrated noise gate, included in GPX's 2023 distortion selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Noise-gate integration is a strong external functional identifier.
MOD-0178	Fairfield Circuitry	Roger That	Original	2023	FM demodulating distortion	Experimental distortion based around FM demodulation concepts, listed in GPX's 2023 distortion selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Preserve the unusual signal-processing identity rather than forcing a conventional distortion lineage.
MOD-0179	Fortin	Natas	Original	2023	High-gain distortion	High-gain distortion product appearing in GPX's 2023 distortion selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Builder identity and high-gain architecture are primary research anchors.
MOD-0180	Funny Little Boxes	Skeleton Key	Original	2023-present	Josh Homme-style drive/distortion	Drive/distortion product associated with Josh Homme-style tones and listed in GPX's 2023 distortion census.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Preserve artist/style association separately from circuit lineage.
MOD-0181	PedalPalFX	PAL800 Gold Overdrive V4	V4	2023	Marshall-style overdrive	Fourth-version PAL800 product in GPX's 2023 distortion selection, representing a Marshall-style gain lineage.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	V4 is a meaningful explicit generation label and should not be collapsed into earlier PAL800 records.
MOD-0182	TWA Effects	SH9	Original	2023	SD-9 Sonic Distortion derivative	Artist-associated derivative of the Maxon SD-9 Sonic Distortion family, included in GPX's 2023 distortion selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Preserve SD-9 lineage separately from TWA's product identity.
MOD-0183	Vemuram	Butter Machine	Original	2023	SD-9 Sonic Distortion derivative	Michael Landau-associated distortion derived from the Maxon SD-9 Sonic Distortion family and included in GPX's 2023 selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-distortion-pedals-of-the-year	Artist association and expanded controls are key identification fields.
MOD-0184	Anasounds	The Sandman	Original	2023-present	Dual overdrive	Dual overdrive combining Klone and TS808-oriented voices, included in GPX's 2023 boost/overdrive selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-boost--overdrive-pedals-of-the-year	Preserve dual-channel lineage and voice architecture.
MOD-0185	Boss	BP-1W	Waza Craft	2023	Booster / preamp	Waza Craft booster/preamp product appearing in GPX's 2023 boost/overdrive selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-boost--overdrive-pedals-of-the-year	Treat Waza Craft production identity as part of the model record.
MOD-0186	Hello Sailor Effects	Anchor Drive	Original	2023	Dual-gain overdrive	Compact dual-gain overdrive using two MOSFET gain stages, selected by GPX as a 2023 standout.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-boost--overdrive-pedals-of-the-year	Two-stage MOSFET gain behavior is a useful external architecture clue.
MOD-0187	ThorpyFX	The Dane MKII	MKII	2023	Drive + boost	Second-generation Dane combining drive and boost functions, listed among GPX's 2023 standout overdrives.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-boost--overdrive-pedals-of-the-year	Preserve MKII as a separate generation and document control/enclosure differences when primary evidence is found.
MOD-0188	Tubesteader	EggNog	Original	2023	Tweed-voiced tube overdrive / preamp	Tube-based Tweed-voiced overdrive/preamp listed in GPX's 2023 boost/overdrive selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-boost--overdrive-pedals-of-the-year	Tube implementation and preamp role should remain explicit in the archive.
MOD-0189	Walrus Audio	385 Overdrive MKII	MKII	2023	Overdrive	Second-generation 385 overdrive product listed in GPX's 2023 boost/overdrive selection.	RESEARCH	https://www.guitarpedalx.com/news/2023-best-new-boost--overdrive-pedals-of-the-year	Preserve MKII separately from the original 385 and verify revision details from primary sources.
