builder	model	category	light_description	photo_source	status
29 Pedals	FLWR	Overdrive / Distortion / Fuzz	Dynamic gain pedal spanning clean boost, touch-sensitive overdrive, distortion and full fuzz saturation; the builder describes a two-stage gain architecture with broad shaping control.	https://www.effectsdatabase.com/model/29pedals/flwr	INVENTORY
29 Pedals	TOKI	Fuzz / Overdrive	Fuzz and fuzzy driver designed for a wide range of textured gain sounds, from light fuzz-as-overdrive through saturated and aggressive fuzz.	https://www.effectsdatabase.com/model/29pedals/toki	INVENTORY
Amptweaker	TightDrive	Overdrive	Gain pedal designed to tighten amplifier attack while covering clean-ish singing blues tones through crunchy rhythm and heavily driven lead sounds.	https://www.effectsdatabase.com/model/amptweaker/tightdrive	INVENTORY
Amptweaker	TightFuzz	Fuzz	Vintage-voiced fuzz with Tight control for changing pick response from smooth and thick to tight and aggressive, plus tone shaping and boost/germanium-silicon options.	https://www.effectsdatabase.com/model/amptweaker/tightfuzz	INVENTORY
Amptweaker	TightMetal	Distortion	High-gain distortion designed around tight, focused attack and modern heavy tones.	https://www.effectsdatabase.com/model/amptweaker	INVENTORY
Amptweaker	TightRock	Distortion	Rock-oriented distortion from the Tight series, built around controlled low end and adjustable attack.	https://www.effectsdatabase.com/model/amptweaker	INVENTORY
Amptweaker	BluesFuzz	Fuzz	Blues-oriented fuzz combining saturated fuzz character with usable dynamics and gain control.	https://www.effectsdatabase.com/model/amptweaker	INVENTORY
Caroline Guitar Company	Wave Cannon	Overdrive / Distortion	Booster, overdrive and distortion pedal intended to deliver dynamic, responsive and powerful gain tones.	https://www.effectsdatabase.com/model/caroline/wavecannon	INVENTORY
Caroline Guitar Company	Olympia Fuzz	Fuzz	Fuzz pedal built around a broad, expressive saturated sound and Caroline's distinctive gain character.	https://www.effectsdatabase.com/model/caroline	INVENTORY
Caroline Guitar Company	Shigeharu Fuzz	Fuzz / Octave	High-gain fuzz with a parallel octave-up voice, combining strong sustain, clarity and aggressive harmonic content.	https://www.effectsdatabase.com/model/caroline/shigeharu	INVENTORY
Caroline Guitar Company	Shigeharu Mk II	Fuzz / Octave	IC-based fuzz and octave pedal combining a powerful fuzz voice with an octave-up effect and a more controlled modern presentation.	https://www.effectsdatabase.com/model/caroline/shigeharu	INVENTORY
Caroline Guitar Company	The Blues	Overdrive	Two-mode overdrive that ranges from transparent always-on light drive to a rougher, more aggressive raw drive.	https://www.effectsdatabase.com/model/caroline/blues	INVENTORY
Caroline Guitar Company	Haymaker	Overdrive	Dynamic drive pedal intended to cover a range of amp-like overdrive textures with flexible response.	https://www.effectsdatabase.com/model/caroline	INVENTORY
Caroline Guitar Company	Aaron Graves Overdrive	Overdrive / Preamp	Two-style gain pedal combining a preamp-like drive voice with a power-amp-style clipping voice; designed as a more conventional Caroline overdrive with broad dynamic range.	https://www.effectsdatabase.com/model/caroline/aarongraves	INVENTORY
Systech	Overdrive	Overdrive / Distortion / Fuzz	A resonant-filtered gain pedal whose sound can move from singing sustain and overdrive into aggressive fuzz and distortion, with a pronounced fixed-wah or cocked-wah character.	https://www.effectsdatabase.com/model/systech/overdrive	INVENTORY
AnalogWise Pedals	Pocket Rocket	Overdrive / Distortion	Pocket-size gain family spanning germanium booster/overdrive and FET distortion variants, with successive Mk generations documented.	https://www.effectsdatabase.com/model/analogwise/pocketrocket	INVENTORY
Malekko Heavy Industry	B:ASSMASTER	Octave Fuzz	Harmonic octave distortion/fuzz inspired by the classic bass octave-fuzz concept, with control over harmonics, sensitivity and wet/dry balance.	https://www.effectsdatabase.com/model/malekko/bassmaster	INVENTORY
Pigtronix	OFO Disnortion	Fuzz / Overdrive / Octave	Multi-stage gain pedal combining touch-sensitive overdrive, fuzz, filters and octave-up processing, with parallel fuzz and overdrive paths for large gain combinations.	https://www.effectsdatabase.com/model/pigtronix/ofo	INVENTORY
Lumpy's Tone Shop	Class A Overdrive	Overdrive	Low-to-medium-gain amplifier-style overdrive ranging from clean boost and light breakup to harmonic-rich overdrive, with interactive drive and tone controls.	https://www.effectsdatabase.com/model/lumpy/overdrive/classa	INVENTORY
Aether Electronic	Lenore	Fuzz / Overdrive	Gain pedal covering edge-of-breakup boost, classic grit and thick overdrive through raspy, splatty and textural fuzz sounds.	https://www.effectsdatabase.com/model/aether/lenore	INVENTORY
Twilight Pulse Audioworks	Proxima	Overdrive / Fuzz	MOSFET overdrive and fuzz designed to cover raw low-gain breakup through rugged full-range fuzz, with emphasis on texture, fizz and saturation.	https://www.effectsdatabase.com/model/twilightpulse/proxima	INVENTORY
Coron	Over Drive	Overdrive	Early Japanese FET overdrive intended to reproduce the sound of an amplifier being driven beyond normal operating level, with simple level and emphasis controls.	https://www.effectsdatabase.com/model/coron/first/overdrive	INVENTORY
Asama Engineering	Over Drive	Overdrive	Early Japanese overdrive associated with the Coron OEM family, covering amplifier-like breakup from mild drive through gritty saturation.	https://www.effectsdatabase.com/model/asama/overdrive	INVENTORY
