builder	model_or_family	category	era_or_corridor	catalog_status	evidence_level	relationship_notes	source_trail
1969 Effects	Bone Blender	FUZZ	2011-2012	ENUMERATED	SECONDARY_HISTORICAL	Tone Bender MKII-inspired fuzz; recorded by Effects Database in its Jan. 2012 new-pedal overview. Treat as marketed product, not vintage-original manufacturer identity.	https://www.effectsdatabase.com/blog/discofreq?%2C_SESS702232087f778f78c6774c5da39af006=7ab37d9104fc9a5a6d0d3b7&page=85 ; https://www.guitarpedalx.com/news/best-of-french-guitar-pedals-and-pedal-builders
1969 Effects	Scarlet Storm	FUZZ	2011-2012	ENUMERATED	SECONDARY_HISTORICAL	Fuzz Face-inspired fuzz; same Jan. 2012 Effects Database catalog appearance as Bone Blender.	https://www.effectsdatabase.com/blog/discofreq?%2C_SESS702232087f778f78c6774c5da39af006=7ab37d9104fc9a5a6d0d3b7&page=85
Labo K Effects	Fuzz Ultra	FUZZ	2012+	ENUMERATED	PRIMARY_COMPANY_PRODUCT	Paris builder; high-gain fuzz with gate, colour selector and Fat/Ultra frequency modes. Company site confirms current identity and product family.
https://labo-k-effects.com/en/index_pedal_en.html ; https://www.effectsdatabase.com/blog?page=93
Labo K Effects	Fuzzy Lady	FUZZ	2012+	ENUMERATED	SECONDARY_HISTORICAL	Listed in Effects Database's Jan. 2012 new-pedal overview; retain separately from Fuzz Ultra.
https://www.effectsdatabase.com/blog?page=93
Labo K Effects	Miss Crunchy	OVERDRIVE_DISTORTION	2012+	ENUMERATED	SECONDARY_HISTORICAL	Listed in Jan. 2012 new-pedal overview; full historical date remains to be refined.
https://www.effectsdatabase.com/blog?page=93
Labo K Effects	Warm Lady	OVERDRIVE_DISTORTION	2012+	ENUMERATED	PRIMARY_COMPANY_PRODUCT	Company describes Warm Lady as booster/distortion with saturation control; retain as dirt product.
https://labo-k-effects.com/en/index_pedal_en.html ; https://www.effectsdatabase.com/blog?page=93
Cusack Music	SubFuzz	FUZZ	2011-2012	ENUMERATED	SECONDARY_HISTORICAL	Documented at NAMM 2012; Premier Guitar identifies SubFuzz and Kingsnake at Cusack booth.
https://www.premierguitar.com/gear/namm-12-cusack-music-subfuzz-and-kingsnake-demos ; https://www.effectsdatabase.com/blog?page=93
Cusack Music	Kingsnake	OVERDRIVE	2012	ENUMERATED	SECONDARY_HISTORICAL	Documented at NAMM 2012 alongside SubFuzz; exact first-sale date requires follow-up.
https://www.premierguitar.com/gear/namm-12-cusack-music-subfuzz-and-kingsnake-demos
Dunwich Amps	Fac Off	FUZZ	2012	ENUMERATED	SECONDARY_HISTORICAL	Heavy fuzz with six-position filter and switchable input transistor options; published Jan. 7, 2012.
https://www.effectsdatabase.com/model/dunwich/facoff ; https://www.effectsdatabase.com/blog?page=93
Custom 77	Push Me Pull Me	OVERDRIVE	2011-2012	ENUMERATED	SECONDARY_HISTORICAL	French-designed three-mode overdrive; Effects Database published Jan. 5, 2012 and contemporary French reviews place it in the brand's early pedal expansion.
https://www.effectsdatabase.com/model/custom77/pushmepullme ; https://www.guitarworld.com/gear/review-push-me-pull-me-overdrive-pedal ; https://www.guitariste.com/tests/custom-77-pushme-pullme-booster%2C2539%2C1.html
Custom 77	King For A Day	BOOSTER	2011-2012	ENUMERATED	SECONDARY_HISTORICAL	Versatile clean/treble booster; documented with Push Me Pull Me in early 2012 and contemporary review specifies three controls and dual boost behavior.
https://www.guitare-live.com/magazine/81/custom-77-king-for-a-day-booster/1532/1 ; https://www.effectsbay.com/2012/10/custom-77-king-for-a-day-booster/
FXdoctor	Super 8-Bit Fuzz	FUZZ	2011-2012	ENUMERATED	PRIMARY_COMPANY_HISTORY	Builder states original 8-Bit Fuzz lineage began around 2002; serious retail launch attempt in 2011, revised retail launch around 2013. Keep the historical lineage distinct from the later Super 8-Bit model name.
https://www.fxdoctor.com/super-8-bit-fuzz-history/ ; https://www.effectsdatabase.com/model/fxdoctor/8bitfuzz/super
FXdoctor	8-Bit Fuzz	FUZZ	2002-present	ENUMERATED	PRIMARY_COMPANY_HISTORY	Long-running glitch-fuzz family predating the 2011 retail launch; current builder history documents multiple enclosure/control states and a 2004 prototype.
https://www.fxdoctor.com/super-8-bit-fuzz-history/
FXdoctor	Super Bass Bit Fuzz	FUZZ	2012	ENUMERATED	SECONDARY_HISTORICAL	Bass-oriented variant listed in Effects Database's Jan. 2012 overview; preserve as a separate marketed model.
https://www.effectsdatabase.com/blog?page=93
Nocturne Brain	Ubangi Stomp	OVERDRIVE	2011-2012	ENUMERATED	SECONDARY_HISTORICAL	Rat-derived overdrive voiced for vintage amps; Effects Database lists it in the Jan. 2012 new-pedal overview. Current Nocturne manual index confirms the model remains part of the product lineage.
https://www.effectsdatabase.com/blog?page=93 ; https://www.rockboard.de/en/pedalPedia/Nocturne/Ubangi-Stomp/447171180/ ; https://www.thenocturnebrain.com/pages/user-manuals
