builder	model	category	light_description	photo_source	status
Moollon	Distortion with Extended Headroom	Distortion	Korean boutique high-headroom distortion from Moollon's catalog.	https://www.effectsdatabase.com/model/moollon	INVENTORY
Moollon	Distortion+Overdrive	Overdrive / Distortion	Dual-purpose Moollon gain pedal combining overdrive and distortion.	https://www.effectsdatabase.com/model/moollon	INVENTORY
Moollon	Fuzz Thirty-Two	Fuzz	Moollon fuzz model documented in the builder's historical product catalog.	https://www.effectsdatabase.com/model/moollon	INVENTORY
Moollon	SLO-101 Super Lead Overdrive	Overdrive	Moollon overdrive model built around the Super Lead amplifier concept.	https://www.effectsdatabase.com/model/moollon	INVENTORY
Moollon	SLO-201 Super Lead Overdrive	Overdrive	Later Moollon Super Lead overdrive model distinct from SLO-101 in the catalog.	https://www.effectsdatabase.com/model/moollon	INVENTORY
Moollon	Treble Boost	Treble Boost	Moollon gain-adjacent boost model in the historical catalog.	https://www.effectsdatabase.com/model/moollon	INVENTORY
Moollon	Strange Fuzz	Fuzz	Crispian Mills signature Moollon fuzz model.	https://www.effectsdatabase.com/model/moollon	INVENTORY
Moollon	Overdrive	Overdrive	Foundational Moollon overdrive whose prototype is documented as completed in 2002.	https://www.effectsdatabase.com/model/moollon	INVENTORY
LiberaToe	Luther Overdrive	Overdrive	Dual-channel analog overdrive with two independently controllable gain paths; documented as a Tube Screamer mod with Dumble/Supro-oriented voicing.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Camus Overdrive	Overdrive	Dual-channel high-headroom overdrive documented as a Centaur modification with separate channel controls.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Fire Sword Distortion	Distortion	Dual-channel analog distortion using a custom JFET approach to emulate high-volume tube amplifier behavior.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	MonkHawk Overdrive	Overdrive	Dual-channel blues/hard-rock overdrive documented as a BD-2 modification with custom gain boost.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Wrecker Valve Distortion	Distortion	Dual-channel high-gain distortion documented as a Diezel VH4 modification.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Blue Crow Overdrive & Distortion	Overdrive / Distortion	Dual-channel combination of overdrive and distortion, documented with separate gain roles and internal 18V headroom.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Darwin Overdrive	Overdrive	Dual-channel overdrive documented as a Dirty Shirley modification.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Iron Rod Distortion	Distortion	Dual-channel distortion documented as a Super Lead modification with high-headroom operation.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Boostequila Boost & EQ	Boost / EQ	Dual-channel boost and EQ intended for gain staging and frequency emphasis; retained as gain-adjacent scope.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Lost Gerbil Distortion & Overdrive	Overdrive / Distortion	Dual-channel combination using RAT-style and Tube Screamer-style modified sections.	https://www.liberatoe.com/pedal-module-gain	INVENTORY
LiberaToe	Proud Adams Envelope Filter & Fuzz	Fuzz / Filter	Dual-channel analog filter and fuzz combination in LiberaToe's dynamic group.	https://www.liberatoe.com/pedal-module-dynamic	INVENTORY
LiberaToe	BearAss Compressor & Fuzz	Fuzz / Compressor	Dual-channel compressor/sustainer and fuzz combination from the dynamic group.	https://www.liberatoe.com/pedal-module-dynamic	INVENTORY
LiberaToe	Bentham Bass Overdrive	Bass Overdrive	Dual-channel bass overdrive documented as a MicroTube/B3K modification.	https://www.liberatoe.com/pedal-module-dynamic	INVENTORY
A3 Stompbox	ANGEL Overdrive	Overdrive	Current South Korean A3 Stompbox overdrive model.	https://a3stompbox.imweb.me/21	INVENTORY
A3 Stompbox	AWESOME Overdrive	Overdrive	Current South Korean A3 Stompbox overdrive/boost-oriented model.	https://a3stompbox.imweb.me/21	INVENTORY
A3 Stompbox	AWESOME BASS Overdrive	Bass Overdrive	Bass-oriented A3 Stompbox overdrive variant in the current catalog.	https://bassgosushop.com/category/a3-stompbox/89/	INVENTORY
A3 Stompbox	GROOVIM Distotion	Distortion	South Korean analog distortion pedal; contemporary catalog product associated with A3 artist Lim Sun-ho.	https://a3stompbox.imweb.me/shop_view/?idx=3	INVENTORY
A3 Stompbox	GROOVIM 808	Overdrive / Distortion	GROOVIM variant with Tube Screamer-style midrange emphasis, documented as a South Korean boutique model.	https://pedalfilter.com/a3-stompbox/groovim-808	INVENTORY
