builder	model	category	light_description	photo_source	status
Wren and Cuff	Phat Phuk B V2	Boost / Dirty Booster	Hybrid JFET/germanium bass-oriented dirty booster, current V2 state.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Fade Font '94	Fuzz	Current recreation of a 1994-era Muff-family circuit state.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Eye See '78 OG	Fuzz	Large-format vintage 1978 op-amp Muff-family interpretation.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	The Good One	Fuzz / Sustainer	Vintage-style sustainer/fuzz model documented in the current catalog and manuals.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	J Mascis Garbage Face	Boost / Fuzz	J Mascis signature boost/fuzz model.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	J Mascis Garbage Face Jr	Fuzz	Compact J Mascis signature fuzz state.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Box of War OG Reissue	Fuzz	Current large-format reissue of the Civil War-style Box of War family.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Blue-Violet Caprid OG	Fuzz / Distortion	Large-format Caprid family state with blue-violet artwork.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	OG Caprid	Fuzz / Distortion	Large-format Caprid family model based on Ram's Head-era Muff lineage.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Eye See '78	Fuzz	Compact current Eye See '78 Muff-family state.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Pickle Pie B	Fuzz	Current B-version Pickle Pie Muff-family fuzz.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Tall Font Russian	Fuzz	Russian Muff-family fuzz in tall-format enclosure.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Super Russian	Distortion / Boost	Russian-style distortion with germanium buffer/boost section.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Blue-Violet Caprid Small Foot	Fuzz / Distortion	Compact Small Foot Caprid state in blue-violet artwork.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Tri Pie '70	Fuzz	1970-era Triangle-style Muff family recreation.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Box of War Small Foot	Fuzz	Compact Small Foot Box of War state.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Caprid Small Foot	Fuzz / Distortion	Compact Small Foot Caprid state.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	White Elk Small Foot	Fuzz / Sustainer	Compact White Elk Super Fuzz-family state.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Violet World	Fuzz	Early-1970s Violet World Muff-family interpretation.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Elephant Skin	Fuzz	Troy Sanders signature fuzz model for bass-oriented heavy tones.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Forest for the Trees	Fuzz	Current boutique fuzz model retained as a distinct product record.	https://www.wrenandcuff.com/products	INVENTORY
Wren and Cuff	Two-Five Drive Boost	Overdrive / Boost	25-volt internal operating architecture creates high-headroom drive/boost response from a 9V supply.	https://www.wrenandcuff.com/products/two-five-drive-boost	INVENTORY
Wren and Cuff	Hangman-2D	Distortion / Fuzz	Documented historical Wren and Cuff dirt model.	https://www.effectsdatabase.com/model/wrencuff	INVENTORY
