builder	model	category	light_description	photo_source	status
Iannucci Audio	Ratucci	Fuzz	Hand-wired vintage-inspired fuzz in Iannucci Audio's current Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Torch	Fuzz	Hand-wired fuzz pedal in Iannucci Audio's current Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Premium OD	Overdrive	Hand-wired overdrive in Iannucci Audio's current Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	KARN	Fuzz	Fuzz model listed in Iannucci Audio's Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	RETROSTUDIO 424	Fuzz / Overdrive	Gain model listed in Iannucci Audio's Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	BLEU	Fuzz	Fuzz model listed in Iannucci Audio's Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Vintage Preamp	Preamp / Overdrive	Vintage-oriented preamp/gain model in the Iannucci Audio series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Myria	Fuzz	Fuzz model listed in Iannucci Audio's Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Ryu	Overdrive	Overdrive model listed in Iannucci Audio's Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	King Overdrive	Overdrive	Dedicated overdrive model in the Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Klonucci	Overdrive	Klon-family-inspired overdrive model listed in the Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Hammer	Fuzz / Distortion	High-gain dirt model listed in the Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Lemon Tone MkII	Fuzz	MkII fuzz state in the Vintage Series.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Haze Silicon	Fuzz	Silicon fuzz state in the Haze family.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
Iannucci Audio	Haze Germanium	Fuzz	Germanium fuzz state in the Haze family.	https://www.iannucciaudio.com/es-ar/vintage-series	INVENTORY
BSQ Effects	Highway Star	Overdrive	Dual overdrive pedal in the Argentine BSQ catalog.	https://www.bsqeffects.com/pedales	INVENTORY
BSQ Effects	Dynamite	Overdrive / Compressor	Overdrive and compressor in independent sections.	https://www.bsqeffects.com/pedales	INVENTORY
BSQ Effects	Bulls On	Bass Overdrive / Compressor	Bass-oriented overdrive and compressor pedal.	https://www.bsqeffects.com/pedales	INVENTORY
BSQ Effects	Dying Soul	Distortion	Two-channel distortion pedal.	https://www.bsqeffects.com/pedales	INVENTORY
BSQ Effects	Mean Street	Distortion / Booster	Distortion plus booster pedal.	https://www.bsqeffects.com/pedales	INVENTORY
BSQ Effects	Scuttle Buttin'	Overdrive	Dedicated overdrive in the BSQ effects catalog.	https://www.bsqeffects.com/pedales	INVENTORY
Urantia Electronics	Buzz Device	Fuzz	Baldwin-Burns Buzzaround recreation offered in germanium and hybrid states.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Royal Drive	Overdrive	Royal overdrive recreation with presence and selectable clipping options.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Conqueror	Overdrive / Fuzz	Vox Conqueror/Jext Telez White-derived gain recreation.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Play On	Overdrive	Centaur-family overdrive recreation with added bass control.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Russian Green	Fuzz	Russian Green Big Muff-derived fuzz recreation with added mids.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Interstellar Overdrive	Fuzz / Overdrive	Selmer Buzz Tone-derived germanium gain recreation with added gain switching.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Superfuzz	Fuzz	Shin-Ei Super Fuzz recreation with selectable diode-pair options.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Michigan Overdrive	Filter / Overdrive	Systech Harmonic Energizer-derived filter/overdrive recreation.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
Urantia Electronics	Furry Fuzz	Fuzz	Low-heavy fuzz recreation aimed at guitar and bass applications.	https://www.urantiaelectronics.com/en/elementor-3828/	INVENTORY
