builder	model	category	light_description	photo_source	status
Sound Dog	BLUE DOG	Overdrive	Early Sound Dog overdrive; later BLUE DOG EVO is explicitly described as its evolution.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	YELLOW DOG	Overdrive	Crunchier Sound Dog overdrive developed from study of TS and GT-OD style circuits.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	WARM DOG	Overdrive	FET-clipped overdrive designed for a warm, amp-like response.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	HEAT DOG	Overdrive	High-gain overdrive using CMOS gain stages and diode clipping.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	WARM DOG EVO	Overdrive	Evolution of WARM DOG with revised tone circuitry and a continuously variable COLOR control.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	BLUE DOG EVO	Overdrive	Evolution of BLUE DOG with COLOR control replacing the earlier tone-shift switch.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	DACHS-TORTION	Distortion	Sound Dog distortion with mode switching; later version changed tone control for selectable clipping.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	CHOCO DUCHS	Distortion	Smaller companion to DACHS-TORTION using MOSFET clipping and a compact control set.	https://sounddog.theshop.jp/	INVENTORY
Sound Dog	ORTHRUS	Fuzz	Sound Dog fuzz with J-FET/MOS-FET amplification and asymmetric clipping options documented for ver.2.	https://sounddog.theshop.jp/	INVENTORY
Soul Power Instruments	Over Drive	Overdrive	Core SPI overdrive documented as an original compact handmade model.	https://www.shimamura.co.jp/shop/machida/product/20170201/353	INVENTORY
Soul Power Instruments	Viper	Overdrive	Natural overdrive developed with guitarist Toshio Miyawaki and later offered as a standalone SPI model.	https://www.marutsu.co.jp/select/list/detail.php?id=317	INVENTORY
Soul Power Instruments	Adultronix2	Overdrive	Two-channel overdrive developed to Miyawaki's requirements, with Fender-like and fuller gain voices.	https://www.shimamura.co.jp/shop/machida/product/20170201/353	INVENTORY
Soul Power Instruments	PRIEST	Overdrive	Nutube-based overdrive; SPI launched it as an early Nutube effects design.	https://www.shimamura.co.jp/update/guitar-bass/2021/11/gs-kimatsudu_10/	INVENTORY
Soul Power Instruments	Jack Pot	Overdrive	Nutube overdrive developed from the Viper concept, combining a bufferless TS character with Nutube response.	https://www.shimamura.co.jp/update/guitar-bass/2021/11/gs-kimatsudu_10/	INVENTORY
Soul Power Instruments	Heavy Distortion	Distortion	SPI distortion that avoids conventional diode clipping and uses an LM386-derived gain stage for deep, articulate distortion.	https://www.shimamura.co.jp/shop/ayagawa/product/20160905/531	INVENTORY
Soul Power Instruments	Fuzz	Fuzz	Original SPI fuzz line documented in Guitar Magazine and SPI/retailer coverage.	https://guitarmagazine.jp/magazine/2022-0311-gm2204/	INVENTORY
Soul Power Instruments	フィジーク	Distortion	2022 Kumamine collaboration distortion, developed and fully supervised by Soul Power Instruments.	https://guitarsele.com/article/news/shimarog-kumamine-spi-20220919/	INVENTORY
Soul Power Instruments	スクリーマー！	Overdrive	2022 Kumamine collaboration overdrive with broad gain range and mid-focused drive/boost response.	https://guitarsele.com/article/news/shimarog-kumamine-spi-20220919/	INVENTORY
Soul Power Instruments	トランジスタ	Fuzz	2022 Kumamine collaboration fuzz explicitly developed as a transistor-flavored fuzz.	https://guitarsele.com/article/news/shimarog-kumamine-spi-20220919/	INVENTORY
Soul Power Instruments	エナジー	Overdrive	2022 Kumamine collaboration bass overdrive with clean-signal blending as gain increases.	https://guitarsele.com/article/news/shimarog-kumamine-spi-20220919/	INVENTORY
Sound Wave Lab	DISTORTION D-002	Distortion	Handmade distortion aimed at 1970s Marshall-style sound; high gain can clean up with playing dynamics.	https://guitarmagazine.jp/gear/2022-1222-pedalsummit/	INVENTORY
Sound Wave Lab	Overdrive (4-knob)	Overdrive	Four-knob Sound Wave Lab overdrive documented in the TC Gakki catalog.	https://tcgakki.com/en/collections/overdrive	INVENTORY
Sound Wave Lab	Ultimate Drive	Overdrive	Marshall-oriented drive with selectable gain and clipping modes for a wide range of classic-to-modern voices.	https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff02/llp-ef-2840500005505	INVENTORY
Sound Wave Lab	G-SLAM mk3	Overdrive	Plexi/Marshall-style high-gain drive with VOLUME, GAIN, EQ and CHARACTER controls.	https://note.com/teddy352/n/nc41b01aa7618	INVENTORY
Sound Wave Lab	TUBE DRIVE	Overdrive	Tube-driven overdrive modeled on the Chandler Tube Driver concept and shown as a handmade Sound Wave Lab product.	https://guitarmagazine.jp/gear/2023-0815-soundmesse-pedal/	INVENTORY
Sound Wave Lab	Shige Brass Master	Fuzz	Handmade fuzz emphasizing blendable effect and dry paths, with a Sound Wave Lab modification to preserve clarity.	https://www.miyaji-onlineshop.jp/c/effector/gb02_effector/gb02_eff01/llp-ef-2840500005499	INVENTORY
Sound Wave Lab	ULTIMATE DRIVE Pro 宮崎大介Model	Overdrive	Professional version of the representative Ultimate Drive, commercialized from a specification made for guitarist Daisuke Miyazaki.	https://www.j-guitar.com/products/detail.php?id=1558645	INVENTORY
Sunfish Audio	OverDrive Lycoris	Overdrive	Wide-range overdrive with two gain modes, clean blending and pre-distortion low-cut shaping.	https://sunfish.theshop.jp/items/25120409	INVENTORY
Sunfish Audio	Fuzz Forest	Fuzz	Big Muff-based modern fuzz with LowCut and Boost controls, capable of both massive and more classic fuzz textures.	https://sunfish.theshop.jp/	INVENTORY
Sunfish Audio	OverDrive Tara	Overdrive	Overdrive co-developed with guitarist Takashi Masuzaki, with clean blending and selectable silicon/LED clipping.	https://sunfish.theshop.jp/items/77840238	INVENTORY
Sunfish Audio	Drive pedal Summit	Overdrive	Two-channel Nutube drive using internal voltage boosting and multi-stage tube gain rather than conventional clipping devices.	https://sunfish.theshop.jp/items/7712738	INVENTORY
Sunfish Audio	Skyscraper	Overdrive	Two-channel pedal with independent overdrive and booster sections; a documented Watanabe Music 75th Anniversary edition exists.	https://netmall.hardoff.co.jp/product/6509627/	INVENTORY
STOMPROX	GHOST BUZZ	Distortion	Third STOMPROX product, a Japanese high-gain distortion with separate GAIN and DRIVE sections plus MID and TONE.	https://www.gakkido-online.jp/product/957	INVENTORY
