name	entity_type	region	era_bucket	dirt_evidence	research_status	source_refs	notes
Walt Byrd	Micro-builder / vintage copy maker	Unknown	1960s	Tone Distorter MkI; Tone Distorter MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Effects Database's Tone Bender family tree identifies Walt Byrd Tone Distorter MkI and MkII as vintage copies of Tone Bender MkI/MkII. Preserve as a distinct candidate entity until geography and production history are established.
BMF Effects	Boutique builder	Unknown	2000s-2010s	Ge Spot MkI fuzz	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Appears in the Tone Bender MkI related-model tree. Dirt-specific evidence is direct, but builder history and aliases need Queue B research.
eZone53	Boutique builder	Unknown	2000s-2010s	Tone Bender MkI; Tone Bender Mk1.5; Tone Bender MkII; Supa Fuzz	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Multiple Tone Bender-family products appear in the Effects Database tree, making this more than a one-off candidate. Need independent builder identity and dates.
faceless fx	Micro-builder	Unknown	2000s-2010s	Marquis Fuzz	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Appears as a Tone Bender MkI-based product in the Effects Database family tree. Preserve exact spelling because it may be distinct from FuzzFaceless.
FuzzFaceless	Micro-builder	Unknown	2000s-2010s	Tone Bender MkI	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Appears separately from faceless fx in the same family tree. Treat as a separate candidate until identity reconciliation proves otherwise.
Ghost Effects	Boutique builder	Unknown	2000s-2010s	Ghost Bender MkI; Ghost Bender Mk1.5; Ghost Bender MkII; Sounds Of Today; Mind Rocker	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Several gain/fuzz products are indexed in the Tone Bender tree. Builder identity, location, and production span remain to be researched.
Jerms	Micro-builder / boutique maker	Unknown	2000s-2010s	Tone Bender MkI; Vox Tone Bender	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Effects Database links multiple Tone Bender-family builds to Jerms. Preserve as a possible maker rather than assuming a brand-only role.
Klinger Custom Pedals	Boutique builder	Unknown	2000s-2010s	MkI Fuzz; Bender MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Two Tone Bender-family products appear in the related tree. Further research needed to establish builder location, dates, and full catalog.
Lumpy's Tone Shop	Boutique builder	USA	2000s-2010s	Brit O'Fuzz Mk1; Tone Bender MkI; Tone Bender Mk1.5; Marshall Supa Fuzz Replica; Brit O'Fuzz Mk2; Led Bender; Tone Bender MkII; Voxy Lady	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Large cluster of Tone Bender/Supa Fuzz products in the Effects Database tree. Strong dirt evidence; full historical catalog should be completed later.
Paisley Tubby Effects	Micro-builder	Unknown	2000s-2010s	MkI fuzz	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Appears as a Tone Bender MkI-based maker in the family tree. Preserve until builder identity and region can be verified.
Prune Works	Boutique builder	Unknown	2000s-2010s	Moan Sender MkI; King Rasp; Aleister; Blue Boar	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Multiple fuzz/distortion products spanning Tone Bender MkI, MkII, and MkIII lineage. Strong candidate for a dedicated catalog page in Queue B.
Rich Pedals	Micro-builder	Unknown	2000s-2010s	Tonebender MkI	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Appears as a Tone Bender MkI-based product in Effects Database. Location and broader catalog unknown.
Smitty Pedals	Boutique builder	Unknown	2000s-2010s	Smitty Bender MkI; Smitty Bender Mk1.5; Smitty Bender Pro MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Three generations of Tone Bender-derived products are listed, indicating a substantive gain/fuzz catalog.
Sonic Tone Effects	Boutique builder	Unknown	2000s-2010s	Tone Bender MkI; Tone Bender Mk1.5; Zone Bender Mk1.5; Tone Bender MkII; Zone Bender Pro MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Multiple Tone Bender generations and variant names are listed. Need independent verification and builder history before canonicalization.
